Dataset:              Benthic Species Abundance Data
File Name:            va91_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3342
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA91-291 910811 NEMERTINEA                            3     17     5.67   5.69
VA91-291 910811 ODOSTOMIA ENGONIA                     3      9     3.00   3.61
VA91-291 910811 OLIGOCHAETA                           3    205    68.33  81.51
VA91-291 910811 OPHIUROIDEA                           3      3     1.00   1.73
VA91-291 910811 PARAPRIONOSPIO PINNATA                3     19     6.33   3.21
VA91-291 910811 PARVILUCINA MULTILINEATA              3     11     3.67   3.06
VA91-291 910811 PECTINARIA GOULDII                    3      8     2.67   2.08
VA91-291 910811 PHORONIS SPP.                         3     79    26.33   9.24
VA91-291 910811 PHYLLODOCE ARENAE                     3      1     0.33   0.58
VA91-291 910811 PODARKEOPSIS LEVIFUSCINA              3      3     1.00   1.00
VA91-291 910811 POLYNOIDAE                            3      1     0.33   0.58
VA91-291 910811 PROTODRILUS                           3      1     0.33   0.58
VA91-291 910811 PSEUDEURYTHOE PAUCIBRANCHIATA         3     20     6.67   9.07
VA91-291 910811 SACCOGLOSSUS KOWALEVSKII              3     11     3.67   1.15
VA91-291 910811 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
VA91-291 910811 SPIOPHANES BOMBYX                     3      1     0.33   0.58
VA91-291 910811 TELLINA AGILIS                        3      8     2.67   2.52
VA91-291 910811 THARYX SP. A MORRIS                   3     12     4.00   2.00
VA91-291 910811 TURBELLARIA                           3      1     0.33   0.58
VA91-292 910822 ACTEOCINA CANALICULATA                3      8     2.67   2.89
VA91-292 910822 ACTEON PUNCTOSTRIATUS                 3     14     4.67   5.03
VA91-292 910822 ANTHOZOA                              3      3     1.00   0.00
VA91-292 910822 CAPITELLIDAE                          3      2     0.67   1.15
VA91-292 910822 CIRRATULIDAE                          3      2     0.67   1.15
VA91-292 910822 GLYCINDE SOLITARIA                    3     13     4.33   1.15
VA91-292 910822 GONIADIDAE                            3      1     0.33   0.58
VA91-292 910822 HARGERIA RAPAX                        3      1     0.33   0.58
VA91-292 910822 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
VA91-292 910822 HYPERETEONE HETEROPODA                3      1     0.33   0.58
VA91-292 910822 LEITOSCOLOPLOS SPP.                   3      2     0.67   0.58
VA91-292 910822 LEPTOSYNAPTA TENUIS                   3      7     2.33   0.58
VA91-292 910822 LYONSIA HYALINA                       3      1     0.33   0.58
VA91-292 910822 MACOMA BALTHICA                       3      1     0.33   0.58
VA91-292 910822 MARENZELLERIA VIRIDIS                 3      3     1.00   1.73
VA91-292 910822 MEDIOMASTUS AMBISETA                  3     33    11.00   9.17
VA91-292 910822 MULINIA LATERALIS                     3      1     0.33   0.58
VA91-292 910822 MYTILIDAE                             3      4     1.33   0.58
VA91-292 910822 NEANTHES ARENACEODENTATA              3      2     0.67   1.15
VA91-292 910822 NEANTHES SUCCINEA                     3      4     1.33   2.31
VA91-292 910822 NEMERTINEA                            3      2     0.67   0.58
VA91-292 910822 NEREIDIDAE                            3      1     0.33   0.58
VA91-292 910822 ODOSTOMIA ENGONIA                     3      1     0.33   0.58
VA91-292 910822 OLIGOCHAETA                           3     51    17.00   4.58
VA91-292 910822 ORBINIIDAE                            3      1     0.33   0.58
VA91-292 910822 PARACERCEIS CAUDATA                   3      6     2.00   2.00
VA91-292 910822 PARAONIS FULGENS                      3      1     0.33   0.58
VA91-292 910822 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
VA91-292 910822 PHORONIS SPP.                         3     35    11.67   2.89
VA91-292 910822 PODARKEOPSIS LEVIFUSCINA              3     13     4.33   2.08
VA91-292 910822 SCOLELEPIS TEXANA                     3      1     0.33   0.58
VA91-292 910822 STREBLOSPIO BENEDICTI                 3      3     1.00   0.00
VA91-292 910822 STREPTOSYLLIS PETTIBONEAE             3      3     1.00   1.73
VA91-292 910822 SYLLIDES VERRILLI                     3      1     0.33   0.58
VA91-292 910822 TAGELUS PLEBEIUS                      3      1     0.33   0.58
VA91-292 910822 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA91-294 910730 AMNICOLA LIMOSA                       3      3     1.00   0.00
VA91-294 910730 COELOTANYPUS SPP.                     3     16     5.33   0.58
VA91-294 910730 LEPTOCHEIRUS PLUMULOSUS               3     51    17.00   1.73
VA91-294 910730 MELITA NITIDA                         3     10     3.33   3.21
VA91-294 910730 RANGIA CUNEATA                        3      4     1.33   1.15
VA91-294 910730 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
VA91-294 910730 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3      2     0.67   0.58
VA91-295 910821 ACTEOCINA CANALICULATA                3     50    16.67   5.51
VA91-295 910821 ACTEON PUNCTOSTRIATUS                 3      1     0.33   0.58
VA91-295 910821 AMPELISCA VERRILLI                    3      4     1.33   1.53
VA91-295 910821 ANTHOZOA                              3     22     7.33   2.08
VA91-295 910821 CYATHURA POLITA                       3     28     9.33   4.62
VA91-295 910821 EPITONIUM RUPICOLA                    3      1     0.33   0.58
VA91-295 910821 GEMMA GEMMA                           3     14     4.67   0.58
VA91-295 910821 GLYCERA DIBRANCHIATA                  3      1     0.33   0.58
VA91-295 910821 GLYCINDE SOLITARIA                    3     18     6.00   0.00
VA91-295 910821 HAMINOEA SOLITARIA                    3      1     0.33   0.58
VA91-295 910821 LEITOSCOLOPLOS SPP.                   3      3     1.00   1.73
VA91-295 910821 LEPTOSYNAPTA TENUIS                   3      3     1.00   1.73
VA91-295 910821 LOIMIA MEDUSA                         3     13     4.33   3.21
VA91-295 910821 LYONSIA HYALINA                       3      1     0.33   0.58
VA91-295 910821 MACOMA MITCHELLI                      3      5     1.67   0.58
VA91-295 910821 MEDIOMASTUS AMBISETA                  3      3     1.00   1.73
VA91-295 910821 MONOCULODES SP. 1 WATLING             3      1     0.33   0.58
VA91-295 910821 MULINIA LATERALIS                     3     18     6.00   3.00
VA91-295 910821 MYSIDOPSIS BIGELOWI                   3      1     0.33   0.58
VA91-295 910821 NEMERTINEA                            3      6     2.00   1.00
VA91-295 910821 ODOSTOMIA ENGONIA                     3      3     1.00   1.00
VA91-295 910821 OLIGOCHAETA                           3      2     0.67   0.58
VA91-295 910821 ORBINIIDAE                            3      2     0.67   1.15
VA91-295 910821 PARAONIS FULGENS                      3      5     1.67   0.58
VA91-295 910821 PARAPRIONOSPIO PINNATA                3      2     0.67   0.58
VA91-295 910821 PARVILUCINA MULTILINEATA              3     13     4.33   1.53
VA91-295 910821 PECTINARIA GOULDII                    3      1     0.33   0.58
VA91-295 910821 PHORONIS SPP.                         3     45    15.00   5.29
VA91-295 910821 PHYLLODOCIDAE                         3      1     0.33   0.58
VA91-295 910821 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
VA91-295 910821 POLYDORA                              3      1     0.33   0.58
VA91-295 910821 SABELLIDAE                            3      1     0.33   0.58
VA91-295 910821 SCOLELEPIS TEXANA                     3      1     0.33   0.58
VA91-295 910821 SCOLOPLOS RUBRA                       3      5     1.67   2.89
VA91-295 910821 SPIOPHANES BOMBYX                     3      1     0.33   0.58
VA91-295 910821 TAGELUS PLEBEIUS                      3      1     0.33   0.58
VA91-296 910821 ACTEOCINA CANALICULATA                3      9     3.00   2.65
VA91-296 910821 ACTEON PUNCTOSTRIATUS                 3      2     0.67   0.58
VA91-296 910821 ANTHOZOA                              3     13     4.33   4.93
VA91-296 910821 Ampelisca abdita-vadorum complex      3      1     0.33   0.58
VA91-296 910821 Amphitritinae                         3      1     0.33   0.58
VA91-296 910821 BALANUS IMPROVISUS                    3      2     0.67   1.15
VA91-296 910821 CAPITELLIDAE                          3      9     3.00   1.73
VA91-296 910821 COROPHIUM SIMILE                      3      1     0.33   0.58
VA91-296 910821 EDOTEA TRILOBA                        3      1     0.33   0.58
VA91-296 910821 EPITONIUM RUPICOLA                    3      1     0.33   0.58
VA91-296 910821 GLYCINDE SOLITARIA                    3      4     1.33   1.15
VA91-296 910821 HETEROMASTUS FILIFORMIS               3      9     3.00   3.00
VA91-296 910821 HYPERETEONE HETEROPODA                3      2     0.67   0.58
VA91-296 910821 LEITOSCOLOPLOS ROBUSTUS               3      1     0.33   0.58
VA91-296 910821 LEITOSCOLOPLOS SPP.                   3      3     1.00   1.00
VA91-296 910821 LEUCON AMERICANUS                     3     16     5.33   5.13
VA91-296 910821 LOIMIA MEDUSA                         3      6     2.00   2.00
VA91-296 910821 LYONSIA HYALINA                       3      8     2.67   2.52
VA91-296 910821 MACOMA MITCHELLI                      3      1     0.33   0.58
VA91-296 910821 MEDIOMASTUS AMBISETA                  3     12     4.00   5.29
VA91-296 910821 MELITA NITIDA                         3     11     3.67   5.51
VA91-296 910821 MULINIA LATERALIS                     3      6     2.00   2.00
VA91-296 910821 MYTILUS EDULIS                        3      1     0.33   0.58
VA91-296 910821 NASSARIUS VIBEX                       3      3     1.00   1.00
VA91-296 910821 NEANTHES SUCCINEA                     3     48    16.00  16.00
VA91-296 910821 NEMERTINEA                            3      2     0.67   0.58
VA91-296 910821 ODOSTOMIA ENGONIA                     3     21     7.00   8.72
VA91-296 910821 OGYRIDES ALPHAEROSTRIS                3      3     1.00   1.73
VA91-296 910821 OLIGOCHAETA                           3     15     5.00   3.61
VA91-296 910821 PARACAPRELLA TENUIS                   3      2     0.67   1.15
VA91-296 910821 PARAPRIONOSPIO PINNATA                3    154    51.33   6.66
VA91-296 910821 PHORONIS SPP.                         3      9     3.00   2.00
VA91-296 910821 PIONOSYLLIS                           3      1     0.33   0.58
VA91-296 910821 PODARKEOPSIS LEVIFUSCINA              3      3     1.00   1.00
VA91-296 910821 POLYDORA CORNUTA                      3     18     6.00   8.72
VA91-296 910821 PSEUDEURYTHOE PAUCIBRANCHIATA         3      1     0.33   0.58
VA91-296 910821 SABELLIDAE                            3      3     1.00   1.73
VA91-296 910821 SPIOCHAETOPTERUS COSTARUM             3      2     0.67   1.15
VA91-296 910821 STENOTHOE                             3      9     3.00   5.20
VA91-296 910821 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
VA91-296 910821 TELLINA AGILIS                        3      2     0.67   1.15
VA91-298 910730 CHAOBORUS PUNCTIPENNIS                3     14     4.67   2.08
VA91-298 910730 COELOTANYPUS SPP.                     3     23     7.67   3.21
VA91-298 910730 HARNISCHIA                            3      3     1.00   1.00
VA91-298 910730 LIMNODRILUS HOFFMEISTERI              3      2     0.67   0.58
VA91-298 910730 TANYTARSUS                            3      1     0.33   0.58
VA91-298 910730 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3     65    21.67  13.43
VA91-298 910730 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3      2     0.67   0.58
VA91-298 910730 TUBIFICOIDES BROWNAE                  3     11     3.67   6.35
VA91-300 910729 AULODRILUS LIMNOBIUS                  3      2     0.67   1.15
VA91-300 910729 AULODRILUS PIGUETI                    3     35    11.67  18.50
VA91-300 910729 AXARUS                                3      5     1.67   1.53
VA91-300 910729 CHAOBORUS PUNCTIPENNIS                3     19     6.33   4.93
VA91-300 910729 CHIRONOMIDAE                          3      1     0.33   0.58
VA91-300 910729 CHIRONOMUS SPP.                       3      6     2.00   1.00
VA91-300 910729 COELOTANYPUS SPP.                     3     14     4.67   1.53
VA91-300 910729 CORBICULA FLUMINEA                    3      4     1.33   1.53
VA91-300 910729 CRYPTOCHIRONOMUS SPP.                 3      2     0.67   1.15
VA91-300 910729 CYATHURA POLITA                       3      1     0.33   0.58
VA91-300 910729 CYCLASPIS VARIANS                     3      2     0.67   0.58
VA91-300 910729 Chironomini                           3      1     0.33   0.58
VA91-300 910729 HARNISCHIA                            3      2     0.67   0.58
VA91-300 910729 HEXAGENIA LIMBATA                     3      1     0.33   0.58
VA91-300 910729 ILYODRILUS TEMPLETONI                 3      2     0.67   1.15
VA91-300 910729 ISOCHAETIDES FREYI                    3      8     2.67   3.06
VA91-300 910729 LIMNODRILUS HOFFMEISTERI              3     42    14.00   6.00
VA91-300 910729 MUSCULIUM                             3     18     6.00   3.61
VA91-300 910729 OECETIS                               3      1     0.33   0.58
VA91-300 910729 PISIDIUM                              3      8     2.67   2.52
VA91-300 910729 POLYPEDILUM TRIPODURA                 3      5     1.67   0.58
VA91-300 910729 PROCLADIUS SPP.                       3      1     0.33   0.58
VA91-300 910729 PROCLADIUS SUBLETTEI                  3      2     0.67   0.58
VA91-300 910729 STEPHENSONIANA                        3      2     0.67   1.15
VA91-300 910729 STICTOCHIRONOMUS                      3      1     0.33   0.58
VA91-300 910729 TANYTARSUS                            3      1     0.33   0.58
VA91-300 910729 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    293    97.67  25.15
VA91-300 910729 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3     28     9.33  12.86
VA91-302 910728 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
VA91-302 910728 LEITOSCOLOPLOS ROBUSTUS               3      7     2.33   1.53
VA91-302 910728 LEITOSCOLOPLOS SPP.                   3      1     0.33   0.58
VA91-302 910728 MULINIA LATERALIS                     3      3     1.00   1.00
VA91-302 910728 NEMERTINEA                            3      5     1.67   1.53
VA91-302 910728 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
VA91-303 910827 MEDIOMASTUS AMBISETA                  3      1     0.33   0.58
VA91-303 910827 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
VA91-307 910827 ACTEOCINA CANALICULATA                3    175    58.33   4.51
VA91-307 910827 ACTEON PUNCTOSTRIATUS                 3     15     5.00   2.65
VA91-307 910827 AMPELISCA SPP.                        3      1     0.33   0.58
VA91-307 910827 AMPELISCA VERRILLI                    3      2     0.67   0.58
VA91-307 910827 ANTHOZOA                              3      6     2.00   1.00
VA91-307 910827 Ampelisca abdita-vadorum complex      3      8     2.67   1.53
VA91-307 910827 CIRRATULIDAE                          3      8     2.67   1.53
VA91-307 910827 CRATENA PILATA                        3      1     0.33   0.58
VA91-307 910827 GLYCERA DIBRANCHIATA                  3      2     0.67   0.58
VA91-307 910827 GLYCINDE SOLITARIA                    3      9     3.00   1.73
VA91-307 910827 HAMINOEA SOLITARIA                    3      2     0.67   0.58
VA91-307 910827 HETEROMASTUS FILIFORMIS               3      4     1.33   1.53
VA91-307 910827 LEITOSCOLOPLOS SPP.                   3      1     0.33   0.58
VA91-307 910827 LEPTOSYNAPTA TENUIS                   3     15     5.00   2.00
VA91-307 910827 LOIMIA MEDUSA                         3      3     1.00   1.00
VA91-307 910827 LYONSIA HYALINA                       3      1     0.33   0.58
VA91-307 910827 MACOMA MITCHELLI                      3     80    26.67   4.04
VA91-307 910827 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA91-307 910827 MEDIOMASTUS AMBISETA                  3     44    14.67   4.51
VA91-307 910827 MULINIA LATERALIS                     3     36    12.00   4.00
VA91-307 910827 MYSIDOPSIS ALMYRA                     3      1     0.33   0.58
VA91-307 910827 MYTILUS EDULIS                        3     28     9.33   2.89
VA91-307 910827 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA91-307 910827 NEREIDIDAE                            3      1     0.33   0.58
VA91-307 910827 ODOSTOMIA ENGONIA                     3     33    11.00   6.56
VA91-307 910827 OLIGOCHAETA                           3     14     4.67   3.51
VA91-307 910827 PARAONIS FULGENS                      3      1     0.33   0.58
VA91-307 910827 PARAPRIONOSPIO PINNATA                3     12     4.00   1.73
VA91-307 910827 PARVILUCINA MULTILINEATA              3      2     0.67   1.15
VA91-307 910827 PECTINARIA GOULDII                    3      1     0.33   0.58
VA91-307 910827 PHORONIS SPP.                         3     18     6.00   3.61
VA91-307 910827 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
VA91-307 910827 SACCOGLOSSUS KOWALEVSKII              3      1     0.33   0.58
VA91-307 910827 SCOLELEPIS TEXANA                     3      1     0.33   0.58
VA91-307 910827 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
VA91-307 910827 THARYX SP. A MORRIS                   3     13     4.33   2.08
VA91-309 910729 AULODRILUS LIMNOBIUS                  3      1     0.33   0.58
VA91-309 910729 AULODRILUS PIGUETI                    3      1     0.33   0.58
VA91-309 910729 CHAOBORUS PUNCTIPENNIS                3     14     4.67   4.73
VA91-309 910729 CHIRONOMUS SPP.                       3      1     0.33   0.58
VA91-309 910729 COELOTANYPUS SPP.                     3      6     2.00   2.00
VA91-309 910729 CORBICULA FLUMINEA                    3      7     2.33   2.08
VA91-309 910729 DERO                                  3      2     0.67   1.15
VA91-309 910729 HOBSONIA FLORIDA                      3      2     0.67   1.15
VA91-309 910729 LIMNODRILUS HOFFMEISTERI              3     27     9.00   6.56
VA91-309 910729 MUSCULIUM                             3      1     0.33   0.58
VA91-309 910729 PROCLADIUS SPP.                       3      1     0.33   0.58
VA91-309 910729 PROCLADIUS SUBLETTEI                  3      1     0.33   0.58
VA91-309 910729 QUISTADRILUS MULTISETOSUS             3      2     0.67   1.15
VA91-309 910729 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3     74    24.67   6.51
VA91-309 910729 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3      1     0.33   0.58
VA91-312 910728 NO ORGANISMS PRESENT                  .      0     0.00   0.00
VA91-314 910724 AMPHARETIDAE                          3      1     0.33   0.58
VA91-314 910724 ANTHOZOA                              3      3     1.00   1.00
VA91-314 910724 COROPHIUM LACUSTRE                    3      3     1.00   1.00
VA91-314 910724 EDOTEA TRILOBA                        3      6     2.00   1.73
VA91-314 910724 HETEROMASTUS FILIFORMIS               3     21     7.00   3.00
VA91-314 910724 HYPERETEONE HETEROPODA                3     18     6.00   3.61
VA91-314 910724 LAEONEREIS CULVERI                    3      2     0.67   1.15
VA91-314 910724 MACOMA BALTHICA                       3      3     1.00   1.73
VA91-314 910724 MACOMA MITCHELLI                      3     96    32.00   6.24
VA91-314 910724 MARENZELLERIA VIRIDIS                 3     14     4.67   5.69
VA91-314 910724 MOLGULA MANHATTENSIS                  3      1     0.33   0.58
VA91-314 910724 MULINIA LATERALIS                     3      9     3.00   1.00
VA91-314 910724 NEANTHES SUCCINEA                     3     21     7.00   6.08
VA91-314 910724 NEMERTINEA                            3     67    22.33  15.57
VA91-314 910724 ODOSTOMIA ENGONIA                     3      1     0.33   0.58
VA91-314 910724 OLIGOCHAETA                           3      1     0.33   0.58
VA91-314 910724 PYRAMIDELLIDAE                        3      1     0.33   0.58
VA91-314 910724 STREBLOSPIO BENEDICTI                 3     19     6.33   0.58
VA91-315 910724 ANTHOZOA                              3      1     0.33   0.58
VA91-315 910724 CHIRIDOTEA ALMYRA                     3      1     0.33   0.58
VA91-315 910724 COROPHIUM LACUSTRE                    3      2     0.67   0.58
VA91-315 910724 CYATHURA POLITA                       3      6     2.00   1.00
VA91-315 910724 HETEROMASTUS FILIFORMIS               3     33    11.00   7.00
VA91-315 910724 HYPERETEONE HETEROPODA                3      2     0.67   1.15
VA91-315 910724 LEITOSCOLOPLOS SPP.                   3      1     0.33   0.58
VA91-315 910724 LEPIDACTYLUS DYTISCUS                 3      3     1.00   1.00
VA91-315 910724 LEPTOCHEIRUS PLUMULOSUS               3     66    22.00   2.65
VA91-315 910724 MACOMA BALTHICA                       3      4     1.33   1.53
VA91-315 910724 MACOMA MITCHELLI                      3    131    43.67   5.69
VA91-315 910724 MARENZELLERIA VIRIDIS                 3     32    10.67   4.62
VA91-315 910724 MULINIA LATERALIS                     3      4     1.33   1.53
VA91-315 910724 MYTILIDAE                             3      5     1.67   1.53
VA91-315 910724 NEANTHES SUCCINEA                     3     13     4.33   4.04
VA91-315 910724 NEMERTINEA                            3     16     5.33   2.08
VA91-315 910724 ODOSTOMIA ENGONIA                     3      1     0.33   0.58
VA91-315 910724 RANGIA CUNEATA                        3     13     4.33   2.52
VA91-315 910724 STREBLOSPIO BENEDICTI                 3      9     3.00   2.00
VA91-316 910827 ACTEOCINA CANALICULATA                3      8     2.67   2.89
VA91-316 910827 ANTHOZOA                              3      2     0.67   1.15
VA91-316 910827 CYATHURA POLITA                       3     16     5.33   0.58
VA91-316 910827 GLYCINDE SOLITARIA                    3      9     3.00   1.73
VA91-316 910827 LEITOSCOLOPLOS ROBUSTUS               3      7     2.33   0.58
VA91-316 910827 LEITOSCOLOPLOS SPP.                   3      1     0.33   0.58
VA91-316 910827 LEUCON AMERICANUS                     3     13     4.33   0.58
VA91-316 910827 MACOMA MITCHELLI                      3      9     3.00   1.00
VA91-316 910827 MEDIOMASTUS AMBISETA                  3     21     7.00   2.00
VA91-316 910827 MULINIA LATERALIS                     3     15     5.00   2.00
VA91-316 910827 NEMERTINEA                            3      1     0.33   0.58
VA91-316 910827 OGYRIDES ALPHAEROSTRIS                3      4     1.33   1.53
VA91-316 910827 OLIGOCHAETA                           3      3     1.00   1.00
VA91-316 910827 PARAHESIONE LUTEOLA                   3      4     1.33   2.31
VA91-316 910827 PARAPRIONOSPIO PINNATA                3     78    26.00   1.73
VA91-317 910829 ACTEOCINA CANALICULATA                3      1     0.33   0.58
VA91-317 910829 ACTEON PUNCTOSTRIATUS                 3      4     1.33   1.53
VA91-317 910829 CYATHURA POLITA                       3      2     0.67   0.58
VA91-317 910829 GLYCINDE SOLITARIA                    3     10     3.33   2.08
VA91-317 910829 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
VA91-317 910829 HYPERETEONE HETEROPODA                3      1     0.33   0.58
VA91-317 910829 LEUCON AMERICANUS                     3     63    21.00  15.72
VA91-317 910829 MACOMA BALTHICA                       3      2     0.67   0.58
VA91-317 910829 MACOMA MITCHELLI                      3     22     7.33   2.89
VA91-317 910829 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA91-317 910829 MEDIOMASTUS AMBISETA                  3      2     0.67   1.15
VA91-317 910829 MULINIA LATERALIS                     3     27     9.00   2.65
VA91-317 910829 NEMERTINEA                            3      4     1.33   1.15
VA91-317 910829 NEOMYSIS AMERICANA                    3      1     0.33   0.58
VA91-317 910829 OGYRIDES ALPHAEROSTRIS                3      2     0.67   0.58
VA91-317 910829 OLIGOCHAETA                           3     44    14.67  13.32
VA91-317 910829 PARAPRIONOSPIO PINNATA                3      5     1.67   2.08
VA91-317 910829 STREBLOSPIO BENEDICTI                 3      3     1.00   1.00
VA91-317 910829 TURBELLARIA                           3      1     0.33   0.58
VA91-319 910723 COROPHIUM LACUSTRE                    3      4     1.33   2.31
VA91-319 910723 CYATHURA POLITA                       3      3     1.00   1.73
VA91-319 910723 HARNISCHIA                            3      1     0.33   0.58
VA91-319 910723 LIMNODRILUS HOFFMEISTERI              3      2     0.67   0.58
VA91-319 910723 MARENZELLERIA VIRIDIS                 3      7     2.33   3.21
VA91-319 910723 NEANTHES SUCCINEA                     3      2     0.67   1.15
VA91-319 910723 POLYDORA CORNUTA                      3     35    11.67  12.58
VA91-319 910723 RANGIA CUNEATA                        3    195    65.00  18.03
VA91-319 910723 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3      5     1.67   2.08
VA91-322 910815 ACTEOCINA CANALICULATA                3     31    10.33   4.16
VA91-322 910815 ACTEON PUNCTOSTRIATUS                 3     31    10.33   7.57
VA91-322 910815 CAPITELLIDAE                          3      1     0.33   0.58
VA91-322 910815 CYATHURA POLITA                       3      1     0.33   0.58
VA91-322 910815 GLYCINDE SOLITARIA                    3      2     0.67   0.58
VA91-322 910815 HETEROMASTUS FILIFORMIS               3      2     0.67   0.58
VA91-322 910815 HYPERETEONE HETEROPODA                3      1     0.33   0.58
VA91-322 910815 LEITOSCOLOPLOS ROBUSTUS               3      1     0.33   0.58
VA91-322 910815 LEITOSCOLOPLOS SPP.                   3      4     1.33   1.15
VA91-322 910815 MACOMA MITCHELLI                      3     51    17.00   8.89
VA91-322 910815 MEDIOMASTUS AMBISETA                  3      2     0.67   0.58
VA91-322 910815 MICROPHTHALMUS SCZELKOWII             3      4     1.33   2.31
VA91-322 910815 MULINIA LATERALIS                     3     13     4.33   0.58
VA91-322 910815 NEMERTINEA                            3      2     0.67   0.58
VA91-322 910815 ODOSTOMIA ENGONIA                     3      1     0.33   0.58
VA91-322 910815 OLIGOCHAETA                           3      1     0.33   0.58
VA91-322 910815 PARAPRIONOSPIO PINNATA                3     12     4.00   3.46
VA91-322 910815 STREBLOSPIO BENEDICTI                 3      8     2.67   2.31
VA91-325 910815 GAMMARUS SPP.                         3      6     2.00   2.65
VA91-325 910815 LEITOSCOLOPLOS ROBUSTUS               3      1     0.33   0.58
VA91-325 910815 LEITOSCOLOPLOS SPP.                   3      1     0.33   0.58
VA91-325 910815 MALDANIDAE                            3      1     0.33   0.58
VA91-325 910815 PARAPRIONOSPIO PINNATA                3     19     6.33   2.52
VA91-325 910815 STREBLOSPIO BENEDICTI                 3     10     3.33   0.58
VA91-326 910723 CHAOBORUS PUNCTIPENNIS                3      3     1.00   1.00
VA91-326 910723 CHIRONOMIDAE                          3      2     0.67   0.58
VA91-326 910723 CHIRONOMUS SPP.                       3      4     1.33   0.58
VA91-326 910723 COELOTANYPUS SPP.                     3     59    19.67  12.06
VA91-326 910723 CORBICULA FLUMINEA                    3     16     5.33   4.93
VA91-326 910723 COROPHIUM LACUSTRE                    3      4     1.33   2.31
VA91-326 910723 CYATHURA POLITA                       3     10     3.33   4.93
VA91-326 910723 Chironomini                           3     10     3.33   4.16
VA91-326 910723 DICROTENDIPES                         3      1     0.33   0.58
VA91-326 910723 GAMMARUS DAIBERI                      3     14     4.67   8.08
VA91-326 910723 GLYPTOTENDIPES                        3      2     0.67   1.15
VA91-326 910723 HIRUDINEA                             3      1     0.33   0.58
VA91-326 910723 ISOCHAETIDES FREYI                    3     15     5.00   1.73
VA91-326 910723 LIMNODRILUS HOFFMEISTERI              3      5     1.67   2.89
VA91-326 910723 MUSCULIUM                             3     13     4.33   6.66
VA91-326 910723 MUSCULIUM TRANSVERSUM                 3      1     0.33   0.58
VA91-326 910723 OECETIS                               3      7     2.33   4.04
VA91-326 910723 POLYPEDILUM TRIPODURA                 3     15     5.00   5.29
VA91-326 910723 PROCLADIUS SUBLETTEI                  3      3     1.00   1.00
VA91-326 910723 RANGIA CUNEATA                        3      8     2.67   0.58
VA91-326 910723 RHEOTANYTARSUS                        3      2     0.67   1.15
VA91-326 910723 STREBLOSPIO BENEDICTI                 3      2     0.67   1.15
VA91-326 910723 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    100    33.33  10.21
VA91-326 910723 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3      2     0.67   1.15
VA91-328 910822 ACTEOCINA CANALICULATA                3      3     1.00   1.00
VA91-328 910822 ACTEON PUNCTOSTRIATUS                 3      6     2.00   1.00
VA91-328 910822 ANTHOZOA                              3      2     0.67   1.15
VA91-328 910822 ARABELLIDAE                           3      1     0.33   0.58
VA91-328 910822 Ampelisca abdita-vadorum complex      3    334   111.33  28.04
VA91-328 910822 CLYMENELLA TORQUATA                   3      1     0.33   0.58
VA91-328 910822 CYATHURA BURBANCKI                    3      2     0.67   0.58
VA91-328 910822 DIOPATRA CUPREA                       3      1     0.33   0.58
VA91-328 910822 GLYCERA AMERICANA                     3      7     2.33   1.15
VA91-328 910822 GLYCINDE SOLITARIA                    3      2     0.67   0.58
VA91-328 910822 GYPTIS                                3      1     0.33   0.58
VA91-328 910822 HETEROMASTUS FILIFORMIS               3      6     2.00   2.00
VA91-328 910822 LEITOSCOLOPLOS ROBUSTUS               3      1     0.33   0.58
