Dataset:              Demersal Abundance - Raw Data By Trawl and Taxon
File Name:            CP_DEM_A.txt
Date Created:         02Dec1998
# Variables:          6
# Header Records:     16
# Data Records:       2506
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              TR_REP       Trawl replicate number
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxa Code
              ABUNDANC     Abundance of taxon
              QACODE_T     Trawl QC code

STA_NAME;TR_REP;DATE;COD_EMAP;ABUNDANC;QACODE_T
CP94045;01;940808;SPHOMACU;1; 
CP94045;02;940808;CALLSAPI;5; 
CP94045;02;940808;LAGORHOM;95; 
CP94045;02;940808;LEIOXANT;29; 
CP94045;02;940808;ORTHCHRY;5; 
CP94045;02;940808;PENAAZTE;1; 
CP94046;01;940816;ANCHMITC;1; 
CP94046;01;940816;BAIRCHRY;6; 
CP94046;01;940816;CALLSAPI;2; 
CP94046;01;940816;CHAEFABE;2; 
CP94046;01;940816;CYNOREGA;6; 
CP94046;01;940816;LEIOXANT;17; 
CP94046;01;940816;MICRUNDU;56; 
CP94046;01;940816;PEPRALEP;8; 
CP94046;01;940816;TRINMACU;1; 
CP94046;02;940816;BAIRCHRY;4; 
CP94046;02;940816;CALLSAPI;2; 
CP94046;02;940816;CYNOREGA;3; 
CP94046;02;940816;LAGORHOM;2; 
CP94046;02;940816;LEIOXANT;16; 
CP94046;02;940816;MICRUNDU;87; 
CP94046;02;940816;PARADENT;4; 
CP94046;02;940816;PENASETI;2; 
CP94046;02;940816;PEPRALEP;6; 
CP94046;02;940816;POMASALT;1; 
CP94046;02;940816;TRINMACU;2; 
CP94047;01;940817;CALLSAPI;3; 
CP94047;01;940817;LEIOXANT;18; 
CP94047;01;940817;MICRUNDU;10; 
CP94047;01;940817;PEPRALEP;27; 
CP94047;02;940817;CALLSAPI;3; 
CP94047;02;940817;LEIOXANT;38; 
CP94047;02;940817;MICRUNDU;33; 
CP94047;02;940817;MUGICEPH;2; 
CP94047;02;940817;PEPRALEP;46; 
CP94048;01;940818;CALLSAPI;3; 
CP94048;01;940818;CYNOREGA;41; 
CP94048;01;940818;LAGORHOM;1; 
CP94048;01;940818;LEIOXANT;61; 
CP94048;01;940818;MICRUNDU;138; 
CP94048;01;940818;PARALETH;21; 
CP94048;01;940818;PENAAZTE;5; 
CP94048;01;940818;PEPRALEP;7; 
CP94048;02;940818;CALLSAPI;6; 
CP94048;02;940818;CYNOREGA;26; 
CP94048;02;940818;LEIOXANT;85; 
CP94048;02;940818;MICRUNDU;65; 
CP94048;02;940818;PARALETH;32; 
CP94048;02;940818;PENAAZTE;7; 
CP94048;02;940818;PEPRALEP;4; 
CP94049;01;940817;CALLSAPI;10; 
CP94049;01;940817;CYNOREGA;8; 
CP94049;01;940817;ETROCROS;1; 
CP94049;01;940817;LAGORHOM;1; 
CP94049;01;940817;LEIOXANT;35; 
CP94049;01;940817;MICRUNDU;121; 
CP94049;01;940817;PARADENT;2; 
CP94049;01;940817;PENAAZTE;25; 
CP94049;01;940817;PENASETI;2; 
CP94049;01;940817;SYNOFOET;1; 
CP94049;01;940817;TRINMACU;2; 
CP94049;02;940817;CALLSAPI;9; 
CP94049;02;940817;CYNOREGA;3; 
CP94049;02;940817;LAGORHOM;1; 
CP94049;02;940817;LEIOXANT;18; 
CP94049;02;940817;MICRUNDU;88; 
CP94049;02;940817;PENAAZTE;26; 
CP94049;02;940817;PENASETI;3; 
CP94049;02;940817;SYNOFOET;1; 
CP94049;02;940817;TRINMACU;2; 
CP94050;01;940816;ANCHMITC;1; 
CP94050;01;940816;CALLSAPI;2; 
CP94050;01;940816;CALLSIMI;3; 
CP94050;01;940816;CYNOREGA;11; 
CP94050;01;940816;LEIOXANT;3; 
CP94050;01;940816;MICRUNDU;15; 
CP94050;01;940816;MONAHISP;1; 
CP94050;01;940816;PENAAZTE;1; 
CP94050;01;940816;PEPRALEP;19; 
CP94050;01;940816;SYMPPLAG;1; 
CP94050;02;940816;CALLSAPI;4; 
CP94050;02;940816;CYNOREGA;11; 
CP94050;02;940816;LEIOXANT;2; 
CP94050;02;940816;MICRUNDU;9; 
CP94050;02;940816;MONAHISP;1; 
CP94050;02;940816;PEPRALEP;3; 
CP94051;01;940817;BREVTYRA;2; 
CP94051;01;940817;PEPRALEP;2; 
CP94051;02;940817;PEPRALEP;3; 
CP94052;01;940817;PEPRALEP;1; 
CP94052;02;940817; ;0; 
CP94053;01;940817;BREVTYRA;3; 
CP94053;01;940817;CYNOREGA;13; 
CP94053;01;940817;LEIOXANT;3; 
CP94053;01;940817;MICRUNDU;4; 
CP94053;01;940817;PEPRALEP;3; 
CP94053;02;940817;ANCHMITC;3; 
CP94053;02;940817;BREVTYRA;7; 
CP94053;02;940817;CALLSAPI;4; 
CP94053;02;940817;CYNOREGA;3; 
CP94053;02;940817;LEIOXANT;26; 
CP94053;02;940817;MICRUNDU;3; 
CP94053;02;940817;PARALETH;1; 
CP94054;01;940818;BREVTYRA;1; 
CP94054;01;940818;CALLSAPI;17; 
CP94054;01;940818;LEIOXANT;12; 
CP94054;01;940818;MICRUNDU;50; 
CP94054;01;940818;PARALETH;49; 
CP94054;01;940818;PENAAZTE;9; 
CP94054;01;940818;TRINMACU;4; 
CP94054;02;940818;BREVTYRA;1; 
CP94054;02;940818;CALLSAPI;12; 
CP94054;02;940818;LEIOXANT;5; 
CP94054;02;940818;MICRUNDU;27; 
CP94054;02;940818;PARALETH;25; 
CP94054;02;940818;PENAAZTE;8; 
CP94054;02;940818;PEPRALEP;1; 
CP94054;02;940818;TRINMACU;1; 
CP94055;01;940803;CALLSAPI;19; 
CP94055;01;940803;CALLSIMI;3; 
CP94055;01;940803;CHAEFABE;1; 
CP94055;01;940803;CYNONEBU;7; 
CP94055;01;940803;LEIOXANT;8; 
CP94055;01;940803;MICRUNDU;357; 
CP94055;01;940803;PARADENT;1; 
CP94055;01;940803;PENAAZTE;20; 
CP94055;01;940803;PEPRALEP;2; 
CP94055;01;940803;TRINMACU;52; 
CP94055;02;940803;CALLSAPI;19; 
CP94055;02;940803;CALLSIMI;1; 
CP94055;02;940803;CYNOREGA;6; 
CP94055;02;940803;LEIOXANT;8; 
CP94055;02;940803;MICRUNDU;317; 
CP94055;02;940803;PARADENT;1; 
CP94055;02;940803;PENAAZTE;16; 
CP94055;02;940803;PEPRALEP;7; 
CP94055;02;940803;TRINMACU;32; 
CP94056;01;940802;CALLSAPI;1; 
CP94056;01;940802;MICRUNDU;1; 
CP94056;01;940802;ORTHCHRY;3; 
CP94056;01;940802;PARADENT;1; 
CP94056;01;940802;PEPRALEP;2; 
CP94056;02;940802; ;.;UA-Trawl
CP94056;03;940802;LEIOXANT;1; 
CP94056;03;940802;MICRUNDU;1; 
CP94056;03;940802;ORTHCHRY;3; 
CP94056;03;940802;PARADENT;1; 
CP94057;01;940803;ANCHMITC;1; 
CP94057;01;940803;BREVTYRA;3; 
CP94057;01;940803;CALLSAPI;8; 
CP94057;01;940803;CYNOREGA;2; 
CP94057;01;940803;LEIOXANT;22; 
CP94057;01;940803;MICRUNDU;140; 
CP94057;01;940803;ORTHCHRY;1; 
CP94057;01;940803;PARALETH;1; 
CP94057;01;940803;PENAAZTE;39; 
CP94057;01;940803;PENASETI;3; 
CP94057;01;940803;TRINMACU;3; 
CP94057;02;940803;ANCHMITC;1; 
CP94057;02;940803;BREVTYRA;1; 
CP94057;02;940803;CALLSAPI;5; 
CP94057;02;940803;LEIOXANT;8; 
CP94057;02;940803;MICRUNDU;66; 
CP94057;02;940803;PENAAZTE;26; 
CP94057;02;940803;PENASETI;1; 
CP94057;02;940803;PEPRALEP;5; 
CP94057;02;940803;TRINMACU;3; 
CP94058;01;940802;CALLSAPI;1; 
CP94058;01;940802;LEIOXANT;11; 
CP94058;01;940802;MICRUNDU;333; 
CP94058;02;940802;LEIOXANT;12; 
CP94058;02;940802;MICRUNDU;156; 
CP94058;02;940802;PEPRALEP;3; 
CP94058;02;940802;PRIOEVOL;1; 
CP94059;01;940807;CALLSAPI;2; 
CP94059;01;940807;LEIOXANT;5; 
CP94059;02;940807;CALLSAPI;3; 
CP94059;02;940807;LAGORHOM;1; 
CP94059;02;940807;LEIOXANT;5; 
CP94059;02;940807;ORTHCHRY;9; 
CP94059;02;940807;SYNOFOET;1; 
CP94060;01;940806;BAIRCHRY;1; 
CP94060;01;940806;CALLSAPI;6; 
CP94060;01;940806;CYNOREGA;2; 
CP94060;01;940806;LEIOXANT;18; 
CP94060;01;940806;MICRUNDU;8; 
CP94060;01;940806;ORTHCHRY;2; 
CP94060;01;940806;PARALETH;1; 
CP94060;01;940806;PENAAZTE;30; 
CP94060;01;940806;PENASETI;5; 
CP94060;01;940806;PEPRALEP;14; 
CP94060;01;940806;SYMPPLAG;2; 
CP94060;01;940806;TRINMACU;2; 
CP94060;02;940806;CALLSAPI;39; 
CP94060;02;940806;CYNOREGA;2; 
CP94060;02;940806;LEIOXANT;44; 
CP94060;02;940806;MICRUNDU;32; 
CP94060;02;940806;PENAAZTE;60; 
CP94060;02;940806;PENASETI;3; 
CP94060;02;940806;PEPRALEP;14; 
CP94060;02;940806;POMASALT;1; 
CP94060;02;940806;TRINMACU;1; 
CP94061;01;940716;BAIRCHRY;2; 
CP94061;01;940716;LEIOXANT;5; 
CP94061;01;940716;MOROSAXA;2; 
CP94061;02;940716;BAIRCHRY;1; 
CP94061;02;940716;LEIOXANT;3; 
CP94061;02;940716;MOROSAXA;1; 
CP94062;01;940717;AMEICATU;3; 
CP94062;01;940717;CALLSAPI;7; 
CP94062;01;940717;LEIOXANT;2; 
CP94062;01;940717;MICRUNDU;2; 
CP94062;01;940717;MOROAMER;1; 
CP94062;01;940717;MOROSAXA;1; 
CP94062;02;940717;AMEICATU;1; 
CP94062;02;940717;CALLSAPI;4; 
CP94062;02;940717;LEIOXANT;2; 
CP94062;02;940717;MICRUNDU;4; 
CP94062;02;940717;MOROSAXA;1; 
CP94063;01;940717;AMEICATU;8; 
CP94063;01;940717;CALLSAPI;3; 
CP94063;01;940717;LEIOXANT;17; 
CP94063;01;940717;MICRUNDU;3; 
CP94063;02;940717;ACIPOXYR;1; 
CP94063;02;940717;AMEICATU;4; 
CP94063;02;940717;CALLSAPI;2; 
CP94063;02;940717;LEIOXANT;55; 
CP94063;02;940717;MOROSAXA;6; 
CP94064;01;940714;LEIOXANT;9; 
CP94064;01;940714;MICRUNDU;3; 
CP94064;02;940714;CALLSAPI;3; 
CP94064;02;940714;LEIOXANT;15; 
CP94064;02;940714;MICRUNDU;7; 
CP94064;02;940714;TRINMACU;1; 
CP94065;01;940716; ;.;UA-Trawl
CP94065;02;940716; ;.;UA-Trawl
CP94065;03;940716;MOROAMER;6;UA-Trawl
CP94065;04;940716; ;.;UA-Trawl
CP94065;04;940716;LEIOXANT;3;UA-Trawl
CP94065;04;940716;MOROAMER;60;UA-Trawl
CP94065;04;940716;PERCFLAV;2;UA-Trawl
CP94066;01;940716; ;.;UA-Trawl
CP94066;02;940716;ANCHMITC;1; 
CP94066;02;940716;CALLSAPI;1; 
CP94066;03;940716; ;0; 
CP94067;01;940715;AMEINEBU;1; 
CP94067;01;940715;CALLSAPI;2; 
CP94067;01;940715;LEIOXANT;31; 
CP94067;01;940715;LEPOGIBB;2; 
CP94067;01;940715;LEPOMACR;2; 
CP94067;01;940715;MICRUNDU;1; 
CP94067;02;940715;AMEICATU;1; 
CP94067;02;940715;BREVTYRA;1; 
CP94067;02;940715;CALLSAPI;1; 
CP94067;02;940715;LEIOXANT;37; 
CP94067;02;940715;MICRUNDU;5; 
CP94067;02;940715;MOROAMER;2; 
CP94068;01;940715;CALLSAPI;4; 
CP94068;01;940715;LEIOXANT;13; 
CP94068;01;940715;MICRUNDU;10; 
CP94068;01;940715;PARADENT;1; 
CP94068;01;940715;PENAAZTE;2; 
CP94068;02;940715;CALLSAPI;2; 
CP94068;02;940715;LEIOXANT;6; 
CP94068;02;940715;MICRUNDU;14; 
CP94069;01;940714;LEIOXANT;2; 
CP94069;01;940714;MICRUNDU;17; 
CP94069;01;940714;TRINMACU;1; 
CP94069;02;940714;CALLSAPI;1; 
CP94069;02;940714;LEIOXANT;1; 
CP94069;02;940714;MICRUNDU;6; 
CP94069;02;940714;PARADENT;1; 
CP94069;02;940714;PENAAZTE;1; 
CP94070;01;940715;LAGORHOM;3; 
CP94070;01;940715;LEIOXANT;5; 
CP94070;01;940715;MICRUNDU;9; 
CP94070;02;940715;CALLSAPI;1; 
CP94070;02;940715;LAGORHOM;1; 
CP94070;02;940715;LEIOXANT;10; 
CP94070;02;940715;MICRUNDU;8; 
CP94070;02;940715;PARADENT;5; 
CP94070;02;940715;PENAAZTE;2; 
CP94071;01;940712;ANCHMITC;1; 
CP94071;01;940712;CALLSAPI;1; 
CP94071;01;940712;FUNDDIAP;1; 
CP94071;01;940712;LEIOXANT;5; 
CP94071;01;940712;LEPOGIBB;3; 
CP94071;02;940712;CALLSAPI;4; 
CP94071;02;940712;LEPOGIBB;8; 
CP94072;01;940713;CALLSAPI;9; 
CP94072;01;940713;LEIOXANT;2; 
CP94072;01;940713;MICRUNDU;7; 
CP94072;02;940713;CALLSAPI;18; 
CP94072;02;940713;MICRUNDU;7; 
CP94073;01;940825;CYNOREGA;40; 
CP94073;01;940825;GYMNALTA;1; 
CP94073;01;940825;LEIOXANT;8; 
CP94073;01;940825;LOLLBREV;2; 
CP94073;01;940825;MENTAMER;6; 
CP94073;01;940825;PENAAZTE;3; 
CP94073;01;940825;PENASETI;42; 
CP94073;01;940825;POGOCROM;6; 
CP94073;01;940825;STELLANC;14; 
CP94073;01;940825;SYMPPLAG;1; 
CP94073;02;940825;BAGRMARI;6; 
CP94073;02;940825;CYNOREGA;12; 
CP94073;02;940825;ETROCROS;1; 
CP94073;02;940825;GYMNALTA;2; 
CP94073;02;940825;LARIFASC;7; 
CP94073;02;940825;LEIOXANT;6; 
CP94073;02;940825;LOLLBREV;2; 
CP94073;02;940825;MENTAMER;8; 
CP94073;02;940825;PENASETI;26; 
CP94073;02;940825;STELLANC;396; 
CP94073;02;940825;SYMPPLAG;4; 
CP94074;01;940824;ARIUFELI;1; 
CP94074;01;940824;CALLSIMI;1; 
CP94074;01;940824;ETROCROS;1; 
CP94074;01;940824;EUCIXSPP;1; 
CP94074;01;940824;LOLLBREV;4; 
CP94074;01;940824;MENTAMER;1; 
CP94074;01;940824;ORTHCHRY;2; 
CP94074;01;940824;PENAAZTE;6; 
CP94074;01;940824;PENASETI;1; 
CP94074;01;940824;PRIOSCIT;2; 
CP94074;01;940824;STELLANC;1; 
CP94074;02;940824;CHLOCHRY;1;MA-Trawl
CP94074;02;940824;CITHSPIL;1;MA-Trawl
CP94074;02;940824;LEIOXANT;1;MA-Trawl
CP94074;02;940824;LOLLBREV;9;MA-Trawl
CP94074;02;940824;PENASETI;1;MA-Trawl
CP94074;02;940824;PRIOTRIB;2;MA-Trawl
CP94075;01;940823;CENTPHIL;1; 
CP94075;01;940823;CHAEFABE;2; 
CP94075;01;940823;CHILSCHO;1; 
CP94075;01;940823;CHLOCHRY;14; 
CP94075;01;940823;LEIOXANT;1; 
CP94075;01;940823;LOLLBREV;1; 
CP94075;02;940823;ARIUFELI;5; 
CP94075;02;940823;BAIRCHRY;2; 
CP94075;02;940823;DASYSABI;4; 
CP94075;02;940823;LOLLBREV;2; 
CP94075;02;940823;MICRUNDU;3; 
CP94075;02;940823;PENAAZTE;1; 
CP94075;02;940823;PENASETI;15; 
CP94075;02;940823;PRIOTRIB;1; 
CP94075;02;940823;SYMPPLAG;1; 
CP94076;01;940811;ARIUFELI;2; 
CP94076;01;940811;BAGRMARI;1; 
CP94076;01;940811;BAIRCHRY;1; 
CP94076;01;940811;CALLSIMI;5; 
CP94076;01;940811;CHILSCHO;1; 
CP94076;01;940811;CHLOCHRY;1; 
CP94076;01;940811;CYNOREGA;7; 
CP94076;01;940811;LOLLBREV;2; 
CP94076;01;940811;MENTAMER;3; 
CP94076;01;940811;MICRUNDU;42; 
CP94076;01;940811;PENAAZTE;2; 
CP94076;01;940811;PENASETI;5; 
CP94076;01;940811;STELLANC;5; 
CP94076;01;940811;TRINMACU;1; 
CP94076;02;940811;BAGRMARI;3; 
CP94076;02;940811;BAIRCHRY;3; 
CP94076;02;940811;CALLSIMI;15; 
CP94076;02;940811;CYNOREGA;29; 
CP94076;02;940811;DASYSABI;1; 
CP94076;02;940811;GYMNMICR;1; 
CP94076;02;940811;LEIOXANT;6; 
CP94076;02;940811;LOLLBREV;6; 
CP94076;02;940811;MENTAMER;5; 
CP94076;02;940811;MICRUNDU;70; 
CP94076;02;940811;PENASETI;7; 
CP94076;02;940811;STELLANC;26; 
CP94076;02;940811;SYMPPLAG;1; 
CP94076;02;940811;TRINMACU;1; 
CP94077;01;940812;BAGRMARI;15; 
CP94077;01;940812;CALLSIMI;3; 
CP94077;01;940812;CYNOREGA;3; 
CP94077;01;940812;LOLLBREV;1; 
CP94077;01;940812;MENTAMER;1; 
CP94077;01;940812;MICRUNDU;6; 
CP94077;01;940812;PENADUOR;1; 
CP94077;01;940812;PENASETI;10; 
CP94077;01;940812;STELLANC;77; 
CP94077;01;940812;TRINMACU;1; 
CP94077;02;940812;BAGRMARI;23; 
CP94077;02;940812;CALLSIMI;4; 
CP94077;02;940812;CYNOREGA;3; 
CP94077;02;940812;DASYSABI;1; 
CP94077;02;940812;LOLLBREV;1; 
CP94077;02;940812;MICRUNDU;4; 
CP94077;02;940812;PENASETI;13; 
CP94077;02;940812;STELLANC;40; 
CP94078;01;940808;ANCHMITC;1; 
CP94078;01;940808;BAGRMARI;1; 
CP94078;01;940808;CALLSAPI;9; 
CP94078;01;940808;CHAEFABE;3; 
CP94078;01;940808;CHILSCHO;1; 
CP94078;01;940808;CYNOREGA;2; 
CP94078;01;940808;LEIOXANT;2; 
CP94078;01;940808;LOLLBREV;2; 
CP94078;01;940808;MENIMERC;1; 
CP94078;01;940808;PENAAZTE;19; 
CP94078;01;940808;PENASETI;3; 
CP94078;01;940808;SYMPPLAG;5; 
CP94078;01;940808;TRINMACU;1; 
CP94078;02;940808;CALLSAPI;2; 
CP94078;02;940808;CALLSIMI;2; 
CP94078;02;940808;CHAEFABE;2; 
CP94078;02;940808;CHILSCHO;1; 
CP94078;02;940808;CYNOREGA;11; 
CP94078;02;940808;LEIOXANT;3; 
CP94078;02;940808;MENTAMER;2; 
CP94078;02;940808;ORTHCHRY;1; 
CP94078;02;940808;PENAAZTE;15; 
CP94078;02;940808;PENASETI;1; 
CP94078;02;940808;SELESETA;1; 
CP94078;02;940808;STELLANC;1; 
CP94078;02;940808;SYMPPLAG;1; 
CP94078;02;940808;TRINMACU;1; 
CP94078;03;940808;BAGRMARI;1; 
CP94078;03;940808;CALLSAPI;6; 
CP94078;03;940808;CALLSIMI;1; 
CP94078;03;940808;CHAEFABE;7; 
CP94078;03;940808;CYNOREGA;10; 
CP94078;03;940808;LEIOXANT;26; 
CP94078;03;940808;LOLLBREV;6; 
CP94078;03;940808;MICRUNDU;9; 
CP94078;03;940808;ORTHCHRY;5; 
CP94078;03;940808;PENAAZTE;20; 
CP94078;03;940808;PENADUOR;5; 
CP94078;03;940808;PENASETI;7; 
CP94078;03;940808;STELLANC;1; 
CP94078;03;940808;TRINMACU;1; 
CP94079;01;940729;CALLORNA;1; 
CP94079;01;940729;CALLSAPI;9; 
CP94079;01;940729;CALLSIMI;8; 
CP94079;01;940729;CYNOREGA;18; 
CP94079;01;940729;ETROCROS;3; 
CP94079;01;940729;LEIOXANT;311; 
CP94079;01;940729;LOLLBREV;3; 
CP94079;01;940729;MICRUNDU;6; 
CP94079;01;940729;PENAAZTE;17; 
CP94079;01;940729;STELLANC;1; 
CP94079;01;940729;SYMPPLAG;56; 
CP94079;01;940729;TRINMACU;1; 
CP94079;02;940729;CALLORNA;2; 
CP94079;02;940729;CALLSAPI;1; 
CP94079;02;940729;CALLSIMI;2; 
CP94079;02;940729;CYNOREGA;6; 
CP94079;02;940729;ETROCROS;1; 
CP94079;02;940729;LEIOXANT;26; 
CP94079;02;940729;LOLLBREV;1; 
CP94079;02;940729;MICRUNDU;2; 
CP94079;02;940729;PENAAZTE;9; 
CP94079;02;940729;SYMPPLAG;56; 
CP94079;02;940729;TRINMACU;1; 
CP94080;01;940729;CALLORNA;3; 
CP94080;01;940729;CALLSIMI;18; 
CP94080;01;940729;CHILSCHO;1; 
CP94080;01;940729;CHLOCHRY;5; 
CP94080;01;940729;CITHSPIL;1; 
CP94080;01;940729;CYNOREGA;4; 
CP94080;01;940729;DASYSABI;1; 
CP94080;01;940729;ETROCROS;5; 
CP94080;01;940729;GYMNMICR;1; 
CP94080;01;940729;LAGORHOM;6; 
CP94080;01;940729;LEIOXANT;173; 
CP94080;01;940729;LOLLBREV;7; 
CP94080;01;940729;MENTAMER;2; 
CP94080;01;940729;MICRUNDU;2; 
CP94080;01;940729;OPSATAU_;1; 
CP94080;01;940729;PARADENT;3; 
CP94080;01;940729;PARALETH;1; 
CP94080;01;940729;PENAAZTE;5; 
CP94080;01;940729;PENADUOR;1; 
CP94080;01;940729;PENASETI;53; 
CP94080;01;940729;POMASALT;2; 
CP94080;01;940729;PORTGIBB;5; 
CP94080;01;940729;SELEVOME;1; 
CP94080;01;940729;SYMPPLAG;34; 
CP94080;01;940729;TRINMACU;54; 
CP94080;02;940729;CYNOREGA;5; 
CP94080;02;940729;GYMNMICR;2; 
CP94080;02;940729;LEIOXANT;10; 
CP94080;02;940729;LOLLBREV;4; 
CP94080;02;940729;MENTAMER;2; 
CP94080;02;940729;ORTHCHRY;2; 
CP94080;02;940729;PENAAZTE;6; 
CP94080;02;940729;PENASETI;37; 
CP94080;02;940729;SYMPPLAG;3; 
CP94080;02;940729;TRINMACU;9; 
CP94081;01;940726;CALLSIMI;2; 
CP94081;01;940726;CHAEFABE;5; 
CP94081;01;940726;CHLOCHRY;1; 
CP94081;01;940726;CYNOREGA;1; 
CP94081;01;940726;LEIOXANT;43; 
CP94081;01;940726;LOLLBREV;2; 
CP94081;01;940726;MICRUNDU;1; 
CP94081;01;940726;PARADENT;1; 
CP94081;01;940726;PENAAZTE;2; 
CP94081;01;940726;PENASETI;1; 
CP94081;01;940726;RHIZTERR;1; 
CP94081;01;940726;SCOMMACU;1; 
CP94081;01;940726;SELESETA;1; 
CP94081;01;940726;SYMPPLAG;1; 
CP94081;01;940726;TRINMACU;77; 
CP94081;02;940726;CALLSIMI;2; 
CP94081;02;940726;CHAEFABE;3; 
CP94081;02;940726;CHILSCHO;2; 
CP94081;02;940726;CHLOCHRY;2; 
CP94081;02;940726;CYNOREGA;1; 
CP94081;02;940726;GYMNMICR;1; 
CP94081;02;940726;LAGORHOM;1; 
CP94081;02;940726;LEIOXANT;20; 
CP94081;02;940726;LOLLBREV;2; 
CP94081;02;940726;MICRUNDU;4; 
CP94081;02;940726;PENAAZTE;4; 
CP94081;02;940726;PENADUOR;1; 
CP94081;02;940726;SYMPPLAG;3; 
CP94081;02;940726;TRINMACU;52; 
CP94082;01;940810;BAGRMARI;1; 
CP94082;01;940810;BREVTYRA;1; 
CP94082;01;940810;CALLSAPI;6; 
CP94082;01;940810;CYNOREGA;1; 
CP94082;01;940810;LEIOXANT;1; 
CP94082;01;940810;MICRUNDU;46; 
CP94082;01;940810;PARALETH;2; 
CP94082;01;940810;PENASETI;22; 
CP94082;01;940810;STELLANC;48; 
CP94082;01;940810;TRINMACU;16; 
CP94082;02;940810;CYNOREGA;4; 
CP94082;02;940810;LEIOXANT;3; 
CP94082;02;940810;MICRUNDU;75; 
CP94082;02;940810;PENASETI;33; 
CP94082;02;940810;STELLANC;38; 
CP94082;02;940810;TRINMACU;20; 
CP94083;01;940829;CENTSTRI;5; 
CP94083;01;940829;CHAEFABE;9; 
CP94083;01;940829;LAGORHOM;29; 
CP94083;01;940829;LEIOXANT;1; 
CP94083;01;940829;LOLLBREV;2; 
CP94083;01;940829;LUTJSYNA;1; 
CP94083;01;940829;MONAHISP;1; 
CP94083;01;940829;OPSATAU_;1; 
CP94083;01;940829;ORTHCHRY;3; 
CP94083;01;940829;PRIOSCIT;1; 
CP94083;01;940829;SELEVOME;1; 
CP94083;01;940829;SPHOMACU;4; 
CP94083;02;940829;CHAEFABE;1; 
CP94083;02;940829;CHLOCHRY;4; 
CP94083;02;940829;LAGORHOM;14; 
CP94083;02;940829;LOLLBREV;3; 
CP94083;02;940829;MYCTMICR;1; 
CP94083;02;940829;PARADENT;1; 
CP94084;01;940713;AMEICATU;3;UA-Trawl
CP94084;01;940713;LEIOXANT;4;UA-Trawl
CP94084;02;940713;CALLSAPI;1;UA-Trawl
CP94084;03;940713;AMEICATU;1;MA-Trawl
CP94084;03;940713;BREVTYRA;1;MA-Trawl
CP94084;03;940713;CYNOREGA;1;MA-Trawl
CP94084;03;940713;LEIOXANT;4;MA-Trawl
CP94084;03;940713;LEPOGULO;1;MA-Trawl
CP94084;03;940713;MICRUNDU;3;MA-Trawl
CP94CF_;01;940829;BREVTYRA;1; 
CP94CF_;01;940829;CALLSAPI;5; 
CP94CF_;01;940829;CHLOCHRY;1; 
CP94CF_;01;940829;LAGORHOM;1; 
CP94CF_;01;940829;LEIOXANT;2; 
CP94CF_;01;940829;MICRUNDU;1; 
CP94CF_;01;940829;PENAAZTE;1; 
CP94CF_;01;940829;TRINMACU;1; 
CP94CF_;02;940829;CALLSAPI;8;UA-Trawl
CP94CF_;02;940829;LAGORHOM;2;UA-Trawl
CP94CF_;03;940829;CALLSAPI;2;UA-Trawl
CP94CF_;03;940829;LAGORHOM;1;UA-Trawl
CP94CF_;03;940829;MICRUNDU;1;UA-Trawl
CP94CF_;04;940829;CALLSAPI;3;UA-Trawl
CP94CF_;05;940829;CALLSAPI;12; 
CP94CF_;05;940829;LAGORHOM;2; 
CP94CF_;05;940829;LEIOXANT;2; 
CP94CF_;05;940829;MICRUNDU;1; 
CP94ES4;01;940712;AMEICATU;1; 
CP94ES4;01;940712;AMEINEBU;2; 
CP94ES4;01;940712;CALLSAPI;6; 
CP94ES4;01;940712;LEIOXANT;2; 
CP94ES4;01;940712;LEPOGIBB;7; 
CP94ES4;01;940712;PERCFLAV;1; 
CP94ES4;02;940712;AMEINEBU;1; 
CP94ES4;02;940712;ANGUROST;2; 
CP94JAC;01;940809;ARIUFELI;1; 
CP94JAC;01;940809;CENTSTRI;1; 
CP94JAC;01;940809;CHAEFABE;6; 
CP94JAC;01;940809;CYNOREGA;1; 
CP94JAC;01;940809;LAGORHOM;1; 
CP94JAC;01;940809;LEIOXANT;2; 
CP94JAC;01;940809;MICRUNDU;1; 
CP94JAC;01;940809;OPSATAU_;1; 
CP94JAC;01;940809;ORTHCHRY;1; 
CP94JAC;02;940809;CHAEFABE;2; 
CP94JAC;02;940809;CYNOREGA;2; 
CP94JAC;02;940809;DASYSABI;1; 
CP94JAC;02;940809;LAGORHOM;1; 
CP94JAC;02;940809;LEIOXANT;1; 
CP94JAC;02;940809;MICRUNDU;2; 
CP94JAC;02;940809;ORTHCHRY;1; 
CP94JAC;02;940809;PENAXSPP;1; 
CP94MI_;01;940725;CALLSAPI;1; 
CP94MI_;01;940725;LAGORHOM;50; 
CP94MI_;01;940725;LEIOXANT;1; 
CP94MI_;01;940725;MONAHISP;2; 
CP94MI_;01;940725;PARALETH;1; 
CP94MI_;01;940725;STENCAPR;12; 
CP94MI_;01;940725;SYNOFOET;2; 
CP94MI_;02;940725;ALUTSCRI;1; 
CP94MI_;02;940725;CALLSAPI;1; 
CP94MI_;02;940725;DASYSAY_;1; 
CP94MI_;02;940725;LAGORHOM;28; 
CP94MI_;02;940725;LEIOXANT;1; 
