PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,WTBDY_TYPE,TAXA_ID,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY,DENSITY,IS_DISTINCT,TOTAL
8/23/2024,2015556,NCA_OR-10177,NCA20_OR-10001,1,6/23/2021,OR,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,10,1,1
8/23/2024,2011765,NCA_FL-10292,NCA20_FL-10077,1,6/26/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,54.945,1,2
8/23/2024,2015265,NCA_FL-10301,NCA20_FL-10097,1,6/9/2021,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2016462,NCA_OR-10200,NCA20_OR-10020,1,8/25/2021,OR,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,20,1,2
8/23/2024,2011760,NCA_WA-10238,NCA20_WA-10024,1,6/25/2020,WA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2016345,NCA_OR-10186,NCA20_OR-10007,1,8/17/2021,OR,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,20,1,2
8/23/2024,2011677,NCA_FL-10281,NCA20_FL-10066,1,6/15/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,54.945,1,2
8/23/2024,2012231,NCA_ME-10201,NCA20_ME-10028,1,8/6/2020,ME,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,76.923,1,4
8/23/2024,2011919,NCA_LA-10272,NCA20_LA-10066,1,7/15/2020,LA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,25,1,1
8/23/2024,2014881,NCA_FL-10265,NCA20_FL-10050,1,9/14/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,45.455,1,2
8/23/2024,2015473,NCA_DE-10148,NCA20_DE-10003,1,6/21/2021,DE,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2012310,NCA_WA-10248,NCA20_WA-40021,1,8/12/2020,WA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2012416,NCA_MA-10195,NCA20_MA-10037,1,8/19/2020,MA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2011925,NCA_CA-10214,NCA20_CA-10023,1,7/15/2020,CA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,20,1,1
8/23/2024,2011874,NCA_NH-10115,NCA20_NH-10001,1,7/10/2020,NH,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2014859,NCA_CA-10252,NCA20_CA-10030,1,9/10/2020,CA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,40,0,4
8/23/2024,2015387,NCA_FL-10298,NCA20_FL-10083,1,6/15/2021,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,113.636,1,5
8/23/2024,2012483,NCA_SC-10218,NCA20_SC-10008,1,8/26/2020,SC,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2015072,NCA_LA-10244,NCA20_LA-10038,1,10/1/2020,LA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,25,1,1
8/23/2024,2015306,NCA_FL-10268,NCA20_FL-10053,1,6/9/2021,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2015248,NCA_OR-10185,NCA20_OR-10006,1,6/8/2021,OR,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,40,1,4
8/23/2024,2015595,NCA_CT-10296,NCA21_CT-30005,1,6/28/2021,CT,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,711.538,1,37
8/23/2024,2011920,NCA_LA-10158,NCA20_LA-10026,1,7/15/2020,LA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,25,1,1
8/23/2024,2014973,NCA_NC-10166,NCA20_NC-10032,1,9/22/2020,NC,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2012395,NCA_FL-10236,NCA20_FL-10021,1,8/19/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2012343,NCA_MA-10159,NCA20_MA-10004,1,8/16/2020,MA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,38.462,1,2
8/23/2024,2012205,NCA_ME-10173,NCA20_ME-10003,1,8/5/2020,ME,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,57.692,1,3
8/23/2024,2012056,NCA_CA-10266,NCA20_CA-10044,1,7/27/2020,CA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,20,0,2
8/23/2024,2015357,NCA_NY-10323,NCA21_NY-30105,1,6/11/2021,NY,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2014788,NCA_FL-10293,NCA20_FL-10078,1,9/1/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2012396,NCA_FL-10270,NCA20_FL-10055,1,8/19/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,45.455,1,2
8/23/2024,2011777,NCA_WA-10261,NCA20_WA-10047,1,6/28/2020,WA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2014783,NCA_SC-10329,NCA20_SC-10129,2,9/1/2020,SC,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,204.545,1,9
8/23/2024,2011913,NCA_RI-10105,NCA20_RI-10003,1,7/15/2020,RI,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2014824,NCA_LA-10278,NCA20_LA-10072,1,9/8/2020,LA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,25,1,1
8/23/2024,2012379,NCA_SC-10328,NCA20_SC-10128,1,8/19/2020,SC,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,68.182,1,3
8/23/2024,2012146,NCA_WA-10198,NCA20_WA-10020,1,7/30/2020,WA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,57.692,1,3
8/23/2024,2014841,NCA_CA-10235,NCA20_CA-10003,1,9/9/2020,CA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,20,1,2
8/23/2024,2012176,NCA_ME-10175,NCA20_ME-10011,1,8/4/2020,ME,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2015169,NCA_NC-10123,NCA20_NC-10014,1,6/1/2021,NC,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,22.727,1,1
8/23/2024,2015643,NCA_CT-10322,NCA21_CT-30131,1,6/30/2021,CT,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,76.923,1,4
8/23/2024,2011821,NCA_FL-10319,NCA20_FL-10115,1,7/1/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,27.473,1,1
8/23/2024,2011852,NCA_WA-10225,NCA20_WA-10019,1,7/8/2020,WA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,38.462,1,2
8/23/2024,2012323,NCA_FL-10185,NCA20_FL-10009,1,8/13/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,45.455,1,2
8/23/2024,2015270,NCA_NY-10332,NCA21_NY-30114,1,6/9/2021,NY,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2012165,NCA_WA-10266,NCA20_WA-10052,1,8/3/2020,WA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,38.462,1,2
8/23/2024,2011737,NCA_WA-10228,NCA20_WA-10010,1,6/24/2020,WA,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,38.462,1,2
8/23/2024,2014898,NCA_FL-10171,NCA20_FL-10006,1,9/15/2020,FL,MARINE,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,272.727,1,12
8/23/2024,2011741,NCA_TX-10260,NCA20_TX-10025,1,6/25/2020,TX,MARINE,1442,MYTILOPSIS LEUCOPHAEATA,156887,,EST,MOLLUSCA,BIVALVIA,MYIDA,DREISSENIDAE,239.13,1,11
8/23/2024,2014867,NCA_LA-10262,NCA20_LA-10056,1,9/10/2020,LA,MARINE,1442,MYTILOPSIS LEUCOPHAEATA,156887,,EST,MOLLUSCA,BIVALVIA,MYIDA,DREISSENIDAE,65.217,1,3
8/23/2024,2014807,NCA_TX-10276,NCA20_TX-10041,1,9/3/2020,TX,MARINE,1442,MYTILOPSIS LEUCOPHAEATA,156887,,EST,MOLLUSCA,BIVALVIA,MYIDA,DREISSENIDAE,25,1,1
8/23/2024,2015580,NCA_NC-10165,NCA20_NC-10031,1,6/25/2021,NC,MARINE,1442,MYTILOPSIS LEUCOPHAEATA,156887,,EST,MOLLUSCA,BIVALVIA,MYIDA,DREISSENIDAE,22.727,1,1
8/23/2024,2012318,NCA_ME-10184,NCA20_ME-10016,1,8/13/2020,ME,MARINE,1443,MYTILUS EDULIS,140480,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,307.692,1,16
8/23/2024,2012106,NCA_WA-10195,NCA20_WA-10018,1,7/28/2020,WA,MARINE,1443,MYTILUS EDULIS,140480,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2012415,NCA_MA-10162,NCA20_MA-10003,1,8/19/2020,MA,MARINE,1443,MYTILUS EDULIS,140480,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,19.231,1,1
8/23/2024,2012280,NCA_MA-10176,NCA20_MA-10018,1,8/11/2020,MA,MARINE,1443,MYTILUS EDULIS,140480,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,38.462,1,2
8/23/2024,2012399,NCA_CT-10286,NCA20_CT-20071,1,8/20/2020,CT,MARINE,1443,MYTILUS EDULIS,140480,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,90.909,1,4
8/23/2024,2012146,NCA_WA-10198,NCA20_WA-10020,1,7/30/2020,WA,MARINE,1443,MYTILUS EDULIS,140480,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,57.692,1,3
8/23/2024,2014969,NCA_MD-10104,NCA20_MD-10013,1,9/21/2020,MD,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,500,0,22
8/23/2024,2012358,NCA_MD-10133,NCA20_MD-10024,1,8/11/2020,MD,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,1431.818,0,63
8/23/2024,2014970,NCA_MD-10132,NCA20_MD-10023,1,9/21/2020,MD,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,318.182,0,14
8/23/2024,2014894,NCA_CA-10239,NCA20_CA-10021,1,9/14/2020,CA,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,20,1,2
8/23/2024,2015205,NCA_NC-10164,NCA20_NC-10030,1,6/3/2021,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,5363.636,1,236
8/23/2024,2014792,NCA_NC-10129,NCA20_NC-10016,1,9/2/2020,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,545.454,1,24
8/23/2024,2012103,NCA_LA-10305,NCA20_LA-10129,1,7/29/2020,LA,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,4300,1,172
8/23/2024,2015047,NCA_NC-10133,NCA20_NC-10017,1,9/28/2020,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,1113.637,1,49
8/23/2024,2011783,NCA_MS-10172,NCA20_MS-10037,1,6/29/2020,MS,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,19.231,1,1
8/23/2024,2015580,NCA_NC-10165,NCA20_NC-10031,1,6/25/2021,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,3159.091,1,139
8/23/2024,2014767,NCA_NJ-10243,NCA20_NJ-10043,1,8/31/2020,NJ,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,590.909,0,26
8/23/2024,2016216,NCA_NC-10155,NCA20_NC-10021,1,8/10/2021,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,250,0,11
8/23/2024,2016215,NCA_NC-10134,NCA20_NC-10010,1,8/10/2021,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,113.636,0,5
8/23/2024,2016183,NCA_NC-10125,NCA20_NC-10004,1,8/9/2021,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,90.909,1,4
8/23/2024,2015061,NCA_MD-10097,NCA20_MD-10002,2,9/29/2020,MD,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,90.909,1,4
8/23/2024,2012401,NCA_MD-10096,NCA20_MD-10004,1,8/20/2020,MD,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,204.545,0,9
8/23/2024,2015427,NCA_DE-10146,NCA20_DE-10001,1,6/16/2021,DE,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,22.727,1,1
8/23/2024,2014765,NCA_NJ-10193,NCA20_NJ-10002,2,9/1/2020,NJ,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,16840.909,1,741
8/23/2024,2014893,NCA_CA-10238,NCA20_CA-10020,1,9/14/2020,CA,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,30,1,3
8/23/2024,2015929,NCA_FL-10304,NCA20_FL-10100,1,7/21/2021,FL,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,613.636,1,27
8/23/2024,2015806,NCA_NC-10171,NCA20_NC-10037,1,7/13/2021,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,318.182,0,14
8/23/2024,2015780,NCA_DE-10156,NCA20_DE-10011,1,7/12/2021,DE,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,22.727,1,1
8/23/2024,2014886,NCA_MD-10137,NCA20_MD-10028,1,9/14/2020,MD,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,3159.091,0,139
8/23/2024,2011841,NCA_LA-10145,NCA20_LA-10084,1,7/7/2020,LA,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,25,1,1
8/23/2024,2014738,NCA_NC-10154,NCA20_NC-10020,1,8/27/2020,NC,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,159.091,1,7
8/23/2024,2015023,NCA_MD-10131,NCA20_MD-10022,1,9/24/2020,MD,MARINE,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,1204.545,0,53
8/23/2024,2014964,NGL_WI-10116,CBS20_WI-10004,1,9/21/2020,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,96.154,0,5
8/23/2024,2014967,NGL_MI-10065,NGL20_MI-10027,1,9/21/2020,MI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,1038.462,1,54
8/23/2024,2012158,NGL_MI-10102,NGL20_MI-10001,1,8/2/2020,MI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,2557.692,1,133
8/23/2024,2012300,NGL_NY-10016,NGL20_NY-10037,1,8/12/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,269.231,0,14
8/23/2024,2011598,NGL_IN-10016,NPA20-03,1,6/4/2020,IN,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,365.385,0,19
8/23/2024,2011664,NGL_WI-10009,NGL20_WI-10001,1,6/16/2020,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,134.615,0,7
8/23/2024,2015675,NGL_WI-10003,NGL20_WI-10023,1,6/29/2021,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,67.308,1,7
8/23/2024,2011746,NGL_NY-10128,NGL20_NY-10055,1,6/25/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,250,0,13
8/23/2024,2014972,NGL_NY-10127,NGL20_NY-10054,1,9/22/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,730.769,1,38
8/23/2024,2015000,NGL_WI-10147,CBS20_WI-10040,1,9/23/2020,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,346.154,1,18
8/23/2024,2015008,NGL_WI-10134,CBS20_WI-10039,1,9/24/2020,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,326.923,0,17
8/23/2024,2011937,NGL_NY-10142,NGL20_NY-10069,1,7/16/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,230.769,0,12
8/23/2024,2012125,NGL_NY-10013,NGL20_NY-10034,1,7/30/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,153.846,0,8
8/23/2024,2015676,NGL_WI-10109,NGL20_WI-10025,1,6/29/2021,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,96.154,1,5
8/23/2024,2012112,NGL_MI-10066,NGL20_MI-10028,1,7/29/2020,MI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,826.923,0,43
8/23/2024,2012312,NGL_NY-10004,NGL20_NY-10004,1,8/13/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,192.308,0,10
8/23/2024,2014979,NGL_WI-10119,CBS20_WI-10018,1,9/22/2020,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,673.077,0,35
8/23/2024,2011690,NGL_WI-10103,NGL20_WI-10009,1,6/17/2020,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,750,0,39
8/23/2024,2012218,NGL_NY-10011,NGL20_NY-10032,2,8/6/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,346.154,0,18
8/23/2024,2012240,NGL_NY-10006,NGL20_NY-10006,1,8/9/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,403.846,0,21
8/23/2024,2012329,NGL_NY-10132,NGL20_NY-10059,1,8/14/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,288.462,1,15
8/23/2024,2015672,NGL_WI-10111,NGL20_WI-10027,1,6/29/2021,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,9.615,0,1
8/23/2024,2015009,NGL_WI-10146,CBS20_WI-10030,1,9/24/2020,WI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,1788.462,1,93
8/23/2024,2011699,NGL_MI-10076,NGL20_MI-10038,1,6/19/2020,MI,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,307.692,0,16
8/23/2024,2012328,NGL_NY-10032,NGL20_NY-10053,1,8/14/2020,NY,GREAT_LAKES,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,173.077,0,9
8/23/2024,2012415,NCA_MA-10162,NCA20_MA-10003,1,8/19/2020,MA,MARINE,1446,NAINERIS,129419,,EST,ANNELIDA,POLYCHAETA,,ORBINIIDAE,19.231,1,1
8/23/2024,2012151,NCA_WA-10262,NCA20_WA-10048,1,8/2/2020,WA,MARINE,1447,NAINERIS GRUBEI,334058,,EST,ANNELIDA,POLYCHAETA,,ORBINIIDAE,19.231,1,1
8/23/2024,2012467,NGL_MI-10532,NGL20_MI-10064,1,8/24/2020,MI,GREAT_LAKES,1448,NAIS,,68946,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,19.231,0,1
8/23/2024,2012113,NGL_MI-10522,NGL20_MI-10054,1,7/29/2020,MI,GREAT_LAKES,1448,NAIS,,68946,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,19.231,1,1
8/23/2024,2015049,NCA_FL-10286,NCA20_FL-10071,1,9/27/2020,FL,MARINE,145,AMPHIOPLUS THROMBODES,242799,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE,27.473,1,1
8/23/2024,2011884,NGL_NY-10015,NGL20_NY-10036,1,7/14/2020,NY,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,19.231,1,1
8/23/2024,2011805,NGL_WI-10016,NGL20_WI-10005,1,6/30/2020,WI,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,38.462,1,2
8/23/2024,2011955,NGL_NY-10028,NGL20_NY-10049,1,7/20/2020,NY,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,173.077,1,9
8/23/2024,2014757,NGL_MI-10519,NGL20_MI-10051,1,8/30/2020,MI,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,57.692,1,3
8/23/2024,2015350,NGL_WI-10149,GBA20-10509,1,6/13/2021,WI,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,38.462,1,2
8/23/2024,2020895,NGL_MI-10640,ISA20-55,1,7/16/2022,MI,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,19.231,1,1
8/23/2024,2015338,NGL_MI-10587,ISA20-16,1,6/12/2021,MI,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,76.923,1,4
8/23/2024,2015514,NGL_MI-10577,GBA20-10525,1,6/7/2021,MI,GREAT_LAKES,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE,38.462,1,2
