PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY
8/23/2024,1143,LEITOSCOLOPLOS ROBUSTUS,421019,,EST,ANNELIDA,POLYCHAETA,,ORBINIIDAE
8/23/2024,1144,LEMBOS HYPACANTHUS,214711,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,1145,LEMBOS UNIFASCIATUS REDUCTUS,422784,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,1146,LEMBOS WEBSTERI,102033,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,1147,LEPIDACTYLIS DYTISCUS,491530,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HAUSTORIIDAE
8/23/2024,1148,LEPIDASTHENIA,129495,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1149,LEPIDASTHENIA BERKELEYAE,328739,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1150,LEPIDASTHENIA VARIUS,333803,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1151,LEPIDONOTUS,129496,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1152,LEPIDONOTUS SQUAMATUS,130801,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1153,LEPIDONOTUS SUBLEVIS,157450,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1154,LEPIDOPHTHALMUS LOUISIANENSIS,421823,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CALLIANASSIDAE
8/23/2024,1155,LEPIDOPTERA,989022,117232,GL,ARTHROPODA,INSECTA,LEPIDOPTERA,
8/23/2024,1156,LEPIDOSTOMA,593209,116794,GL,ARTHROPODA,INSECTA,TRICHOPTERA,LEPIDOSTOMATIDAE
8/23/2024,1157,LEPIDOZONA INTERSTINCTA,386044,,EST,MOLLUSCA,POLYPLACOPHORA,CHITONIDA,ISCHNOCHITONIDAE
8/23/2024,1158,LEPTOCERIDAE,593204,116547,GL,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE
8/23/2024,1159,LEPTOCERUS AMERICANUS,,116678,GL,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE
8/23/2024,1160,LEPTOCHEIRUS PINGUIS,158112,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
8/23/2024,1161,LEPTOCHEIRUS PLUMULOSUS,158113,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
8/23/2024,1162,LEPTOCHELA (LEPTOCHELA) SERRATORBITA,421666,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PASIPHAEIDAE
8/23/2024,1163,LEPTOCHELIA,136235,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,LEPTOCHELIIDAE
8/23/2024,1164,LEPTOCHELIA FORRESTI,247545,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,LEPTOCHELIIDAE
8/23/2024,1165,LEPTOCHELIA RAPAX,157837,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,LEPTOCHELIIDAE
8/23/2024,1166,LEPTOCHELIIDAE,136160,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,LEPTOCHELIIDAE
8/23/2024,1167,LEPTOPECTEN LATIAURATUS,394312,,EST,MOLLUSCA,BIVALVIA,PECTINIDA,PECTINIDAE
8/23/2024,1168,LEPTOPHLEBIIDAE,593165,101095,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE
8/23/2024,1169,LEPTOSTYLIS,110403,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,DIASTYLIDAE
8/23/2024,1170,LEPTOSTYLIS CALVA,182044,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,DIASTYLIDAE
8/23/2024,1171,LEPTOSTYLIS LONGIMANA,110503,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,DIASTYLIDAE
8/23/2024,1172,LEPTOSTYLIS VILLOSA,110506,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,DIASTYLIDAE
8/23/2024,1173,LEPTOSYNAPTA,123449,,EST,ECHINODERMATA,HOLOTHUROIDEA,APODIDA,SYNAPTIDAE
8/23/2024,1174,LEPTOSYNAPTA TENUIS,158485,,EST,ECHINODERMATA,HOLOTHUROIDEA,APODIDA,SYNAPTIDAE
8/23/2024,1175,LEUCON,110414,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,LEUCONIDAE
8/23/2024,1176,LEUCON (LEUCON) AMERICANUS,157825,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,LEUCONIDAE
8/23/2024,1177,LEUCON (LEUCON) FALCICOSTA,182342,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,LEUCONIDAE
8/23/2024,1178,LEUCON (LEUCON) SUBNASICA,182352,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,LEUCONIDAE
8/23/2024,1179,LEUCONIDAE,110382,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,LEUCONIDAE
8/23/2024,1180,LEUCOTHOE ALATA,510239,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,LEUCOTHOIDAE
8/23/2024,1181,LEUCOTHOE ASHLEYAE,389832,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,LEUCOTHOIDAE
8/23/2024,1182,LEUKOMA LACINIATA,507736,,EST,MOLLUSCA,BIVALVIA,VENERIDA,VENERIDAE
8/23/2024,1183,LEUKOMA STAMINEA,507737,,EST,MOLLUSCA,BIVALVIA,VENERIDA,VENERIDAE
8/23/2024,1184,LEVINSENIA,129432,,EST,ANNELIDA,POLYCHAETA,,PARAONIDAE
8/23/2024,1185,LEVINSENIA,,66727,GL,ANNELIDA,POLYCHAETA,,PARAONIDAE
8/23/2024,1186,LEVINSENIA GRACILIS,130578,,EST,ANNELIDA,POLYCHAETA,,PARAONIDAE
8/23/2024,1187,LIGHTIELLA FLORIDANA,378165,,EST,ARTHROPODA,CEPHALOCARIDA,BRACHYPODA,HUTCHINSONIELLIDAE
8/23/2024,1188,LIGHTIELLA SERENDIPITA,378164,,EST,ARTHROPODA,CEPHALOCARIDA,BRACHYPODA,HUTCHINSONIELLIDAE
8/23/2024,1189,LIMECOLA BALTHICA,880017,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1190,LIMIDAE,1778,,EST,MOLLUSCA,BIVALVIA,LIMIDA,LIMIDAE
8/23/2024,1191,LIMNACTINIIDAE,100676,,EST,CNIDARIA,ANTHOZOA,ACTINIARIA,LIMNACTINIIDAE
8/23/2024,1192,LIMNESIA,,83051,GL,ARTHROPODA,EUCHELICERATA,TROMBIDIFORMES,LIMNESIIDAE
8/23/2024,1193,LIMNODRILUS,137388,68638,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1194,LIMNODRILUS,137388,68638,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1195,LIMNODRILUS CERVIX,157591,68652,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1196,LIMNODRILUS CLAPAREDEIANUS,992781,974746,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1197,LIMNODRILUS HOFFMEISTERI,137556,68639,EST,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1198,LIMNODRILUS HOFFMEISTERI,137556,68639,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1199,LIMNODRILUS MAUMEENSIS,1038942,68648,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1200,LIMNODRILUS UDEKEMIANUS,157593,68644,GL,ANNELIDA,CLITELLATA,TUBIFICIDA,NAIDIDAE
8/23/2024,1201,LIMNORIA PLATYCAUDA,256903,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,LIMNORIIDAE
8/23/2024,1202,LIMULUS POLYPHEMUS,150514,,EST,ARTHROPODA,MEROSTOMATA,XIPHOSURIDA,LIMULIDAE
8/23/2024,1203,LINEIDAE,122314,,EST,NEMERTEA,PILIDIOPHORA,HETERONEMERTEA,LINEIDAE
8/23/2024,1204,LINEUS,122358,,EST,NEMERTEA,ANOPLA,,LINEIDAE
8/23/2024,1205,LINEUS RUBER,122536,,EST,NEMERTEA,PILIDIOPHORA,HETERONEMERTEA,LINEIDAE
8/23/2024,1206,LINEUS SANGUINEUS,148605,,EST,NEMERTEA,PILIDIOPHORA,HETERONEMERTEA,LINEIDAE
8/23/2024,1207,LINOPHERUS PAUCIBRANCHIATA,129835,,EST,ANNELIDA,POLYCHAETA,AMPHINOMIDA,AMPHINOMIDAE
8/23/2024,1208,LIOBERUS CASTANEUS,420701,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE
8/23/2024,1209,LIPINIELLA,182690,,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
8/23/2024,1210,LIRCEUS,248910,92666,GL,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE
8/23/2024,1211,LIROBITTIUM,580431,,EST,MOLLUSCA,GASTROPODA,[UNASSIGNED] CAENOGASTROPODA,CERITHIIDAE
8/23/2024,1212,LISSOCRANGON STYLIROSTRIS,515555,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CRANGONIDAE
8/23/2024,1213,LITHOPOMA AMERICANUM,413407,,EST,MOLLUSCA,GASTROPODA,TROCHIDA,TURBINIDAE
8/23/2024,1214,LITHOPOMA PHOEBIUM,413409,,EST,MOLLUSCA,GASTROPODA,TROCHIDA,TURBINIDAE
8/23/2024,1215,LITOCORSA,129464,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,1216,LITOCORSA EWINGI,870272,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,1217,LITTORIDINOPS MONROENSIS,159912,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE
8/23/2024,1218,LITTORIDINOPS TENUIPES,159913,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE
8/23/2024,1219,LITTORINA LITTOREA,140262,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITTORINIDAE
8/23/2024,1220,LOIMIA,129700,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
8/23/2024,1221,LOIMIA MEDUSA,131499,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
8/23/2024,1222,LONGCHAEUS CANDIDUS,420462,,EST,MOLLUSCA,GASTROPODA,,PYRAMIDELLIDAE
8/23/2024,1223,LONGCHAEUS SUTURALIS,420463,,EST,MOLLUSCA,GASTROPODA,,PYRAMIDELLIDAE
8/23/2024,1224,LOPESCLADIUS,,128811,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
8/23/2024,1225,LUCINA MULTILINEATA,758428,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,LUCINIDAE
8/23/2024,1226,LUCINIDAE,218,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,LUCINIDAE
8/23/2024,1227,LUCINISCA NASSULA,420793,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,LUCINIDAE
8/23/2024,1228,LUCINISCA NUTTALLI,464197,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,LUCINIDAE
8/23/2024,1229,LUCINOMA ANNULATA,464200,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,LUCINIDAE
8/23/2024,1230,LUCINOMA FILOSA,156789,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,LUCINIDAE
8/23/2024,1231,LUMBRICLYMENINAE,154919,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
8/23/2024,1232,LUMBRICONEREIS (NOTOCIRRUS),326108,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1233,LUMBRICULIDAE,177535,68440,GL,ANNELIDA,CLITELLATA,LUMBRICULIDA,LUMBRICULIDAE
8/23/2024,1234,LUMBRINERIDAE,967,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1235,LUMBRINERIDES ACUTA,130228,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1236,LUMBRINERIDES NASUTA,994652,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1237,LUMBRINERIS,129337,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1238,LUMBRINERIS CALIFORNIENSIS,328927,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1239,LUMBRINERIS COCCINEA,130242,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1240,LUMBRINERIS CRUZENSIS,328937,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1241,LUMBRINERIS ERECTA,333880,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1242,LUMBRINERIS JAPONICA,333891,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1243,LUMBRINERIS LATREILLI,130248,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1244,LUMBRINERIS LIMICOLA,327174,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1245,LUMBRINERIS LUTI,333895,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1246,LUMBRINERIS NONATOI,130251,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE
8/23/2024,1247,LUNARCA OVALIS,420721,,EST,MOLLUSCA,BIVALVIA,ARCIDA,ARCIDAE
8/23/2024,1248,LYMNAEIDAE,160343,76483,GL,MOLLUSCA,GASTROPODA,,LYMNAEIDAE
8/23/2024,1249,LYONSIA,138154,,EST,MOLLUSCA,BIVALVIA,,LYONSIIDAE
8/23/2024,1250,LYONSIA ARENOSA,140290,,EST,MOLLUSCA,BIVALVIA,,LYONSIIDAE
8/23/2024,1251,LYONSIA CALIFORNICA,506774,,EST,MOLLUSCA,BIVALVIA,,LYONSIIDAE
8/23/2024,1252,LYONSIA FLORIDANA,420999,,EST,MOLLUSCA,BIVALVIA,,LYONSIIDAE
8/23/2024,1253,LYONSIA HYALINA,156793,,EST,MOLLUSCA,BIVALVIA,,LYONSIIDAE
8/23/2024,1254,LYSIANASSIDAE,101395,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,LYSIANASSIDAE
8/23/2024,1255,LYSIANASSOIDEA,176788,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,
8/23/2024,1256,LYSIANOPSIS ALBA,158036,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,LYSIANASSIDAE
8/23/2024,1257,LYSIDICE,129280,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1258,LYSIDICE HEBES,742228,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1259,LYSIDICE NINETTA,130071,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1260,LYSIDICE NOTATA,328985,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1261,LYSIDICE THALASSICOLA,598900,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1262,LYSIDICE UNICORNIS,742232,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1263,LYSILLA,129701,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
8/23/2024,1264,LYSILLA ALBA,328994,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
8/23/2024,1265,LYSIPPE LABIATA,129800,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,1266,MACCAFFERTIUM,,697957,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE
8/23/2024,1267,MACOMA,138531,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1268,MACOMA CALCAREA,141580,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1269,MACOMA CERINA,420877,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1270,MACOMA ELIMATA,582757,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1271,MACOMA INQUINATA,582759,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1272,MACOMA NASUTA,582761,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1273,MACOPLOMA ACOLASTA,879961,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1274,MACOPLOMA LIMULA,879979,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1275,MACOPLOMA TENTA,879984,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1276,MACOPLOMA YOLDIFORMIS,879988,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,1277,MACROCALLISTA NIMBOSA,420945,,EST,MOLLUSCA,BIVALVIA,VENERIDA,VENERIDAE
8/23/2024,1278,MACTRIDAE,230,,EST,MOLLUSCA,BIVALVIA,VENERIDA,MACTRIDAE
8/23/2024,1279,MACTROMERIS POLYNYMA,156863,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
8/23/2024,1280,MACTROTOMA FRAGILIS,420850,,EST,MOLLUSCA,BIVALVIA,VENERIDA,MACTRIDAE
8/23/2024,1281,MACTROTOMA NASUTA,505725,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
8/23/2024,1282,MACULAURA ALASKENSIS,894172,,EST,NEMERTEA,PILIDIOPHORA,HETERONEMERTEA,LINEIDAE
8/23/2024,1283,MAERA DANAE,158037,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MAERIDAE
8/23/2024,1284,MAGELONA,129341,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1285,MAGELONA BERKELEYI,329125,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1286,MAGELONA HOBSONAE,254748,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1287,MAGELONA LONGICORNIS,254749,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1288,MAGELONA PETTIBONEAE,329153,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1289,MAGELONA POLYDENTATA,329156,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1290,MAGELONA ROSEA,130273,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1291,MAGELONA SACCULATA,329161,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1292,MAGELONA SPINIFERA,578016,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1293,MAGELONA UEBELACKERAE,578017,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1294,MAGELONIDAE,914,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
8/23/2024,1295,MAJOIDEA,106700,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,
8/23/2024,1296,MALACOBDELLA GROSSA,122641,,EST,NEMERTEA,HOPLONEMERTEA,MONOSTILIFERA,MALACOBDELLIDAE
8/23/2024,1297,MALACOCEROS INDICUS,209864,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
8/23/2024,1298,MALACOCEROS VANDERHORSTI,333955,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
8/23/2024,1299,MALACOSTRACA,1071,,EST,ARTHROPODA,MALACOSTRACA,,
8/23/2024,1300,MALDANE,129352,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
8/23/2024,1301,MALDANE CALIFORNIENSIS,329171,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
8/23/2024,1302,MALDANE GLEBIFEX,130303,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
8/23/2024,1303,MALDANE SARSI,130305,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
8/23/2024,1304,MALDANIDAE,923,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
8/23/2024,1305,MALDANINAE,154938,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
8/23/2024,1306,MALMGRENIELLA,129499,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1307,MALMGRENIELLA BANSEI,329197,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1308,MALMGRENIELLA LIEI,329204,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1309,MALMGRENIELLA MACCRARYAE,329205,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1310,MALMGRENIELLA MACGINITIEI,329206,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1311,MALMGRENIELLA PIERCEAE,329210,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1312,MALMGRENIELLA SCRIPTORIA,333961,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1313,MALMGRENIELLA TAYLORI,329213,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
8/23/2024,1314,MANAYUNKIA,129535,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
8/23/2024,1315,MANAYUNKIA AESTUARINA,130926,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
8/23/2024,1316,MANAYUNKIA SPECIOSA,155021,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
8/23/2024,1317,MANAYUNKIA SPECIOSA,155021,68172,GL,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
8/23/2024,1318,MANCOCUMA STELLIFERA,157833,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,BODOTRIIDAE
8/23/2024,1319,MANDIBULOPHOXUS GILESI,548818,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
8/23/2024,1320,MARENZELLERIA,129615,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
8/23/2024,1321,MARENZELLERIA VIRIDIS,131135,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
8/23/2024,1322,MARGARITES SALMONEUS,534176,,EST,MOLLUSCA,GASTROPODA,TROCHIDA,MARGARITIDAE
8/23/2024,1323,MARGINELLIDAE,23025,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE
8/23/2024,1324,MARPHYSA,129281,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1325,MARPHYSA BELLII,130072,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1326,MARPHYSA DISJUNCTA,329241,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1327,MARPHYSA SANGUINEA,130075,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
8/23/2024,1328,MARSTONIA DECEPTA,,70534,GL,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE
8/23/2024,1329,MARSTONIA LUSTRICA,719381,70537,GL,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE
8/23/2024,1330,MARVINMEYERIA LUCIDA,,69383,GL,ANNELIDA,CLITELLATA,HIRUDINIDA,GLOSSIPHONIIDAE
8/23/2024,1331,MASTOBRANCHUS VARIABILIS,329276,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
8/23/2024,1332,MAYERELLA,158040,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
8/23/2024,1333,MAYERELLA ACANTHOPODA,430955,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
8/23/2024,1334,MAYERELLA BANKSIA,430956,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
8/23/2024,1335,MAYERELLA LIMICOLA,158041,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
8/23/2024,1336,MAYERELLA REDUNCA,430957,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
8/23/2024,1337,MEDIOMASTUS,129218,67438,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
8/23/2024,1338,MEDIOMASTUS,129218,67438,GL,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
8/23/2024,1339,MEDIOMASTUS AMBISETA,157482,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
8/23/2024,1340,MEDIOMASTUS CALIFORNIENSIS,157483,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
8/23/2024,1341,MEGAMOERA DENTATA,423508,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MELITIDAE
8/23/2024,1342,MEGASYLLIS NIPPONICA,759947,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
8/23/2024,1343,MEIOCERAS NITIDUM,419602,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,CAECIDAE
8/23/2024,1344,MELANELLA CONOIDEA,419843,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,EULIMIDAE
8/23/2024,1345,MELANELLA EBURNEA,537003,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,EULIMIDAE
8/23/2024,1346,MELANOCHLAMYS DIOMEDEA,576296,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,AGLAJIDAE
8/23/2024,1347,MELINNA,129168,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,MELINNIDAE
8/23/2024,1348,MELINNA CRISTATA,129804,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,MELINNIDAE
8/23/2024,1349,MELINNA HETERODONTA,333996,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,1350,MELINNA MACULATA,157486,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,MELINNIDAE
