PUBLICATION_DATE,UID,SITE_ID,YEAR,VISIT_NO,DATE_COL,STUDY,PSTL_CODE,LAT_DD83,LON_DD83,XCOORD,YCOORD,UNIQUE_ID,WGT_CAT_AP,WGT_SP_AP,DWH_REGION,EPA_REG,EST_GROUP,EVAL_CAT,FEAT_NM,FRAME1999,FRAME2005,FRAME2010,FRAME2015,NCA_REG,NCCA_REG,NEP_NAME,NEP_NAT,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PROVINCE,SITETYPE,SMALL_EST,STATE_NM,STRATUM,TNT_CAT,WGT_CAT,WGT_SP,WTBDY_NM,LAT_DD,LON_DD,STATION_DEPTH,INDEX_AP,INDEX_FPLG15,INDEX_FTIS15,INDEX_NCCA15,COUNTRY,GREAT_LAKE,NPS_PARK
4/29/2021,169782,NCCA15-1144,2015,1,6/24/2015,Estuarine,NC,36.00896107,-75.88452584,1783502.211,22417.744,NCA_NC-10121,NCA_NC_CarP_Albemarle_Pamlico_Sounds,48.63969298,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Albermarle_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(500,2000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,86.00274625,Albemarle_Sound,36.00904,-75.8844,4.8,Y,Y,Y,Y,,,
4/29/2021,169653,NCCA15-1145,2015,1,6/23/2015,Estuarine,NC,35.95399915,-75.66086775,1804337.659,20623.861,NCA_NC-10122,NCA_NC_CarP_Albemarle_Pamlico_Sounds,29.37530417,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Roanoke_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(50,100]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,51.94022979,Roanoke_Sound,35.95402,-75.66084,2.7,Y,Y,Y,Y,,,
4/29/2021,1000145,NCCA15-1146,2015,1,8/24/2015,Estuarine,NC,34.94160128,-76.55813118,1748900.349,-106997.88,NCA_NC-10123,NCA_NC_CarP_Albemarle_Pamlico_Sounds,14.67074189,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,South_River,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(10,20]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,25.94021498,Pamlico_Sound,34.94160128,-76.55813118,1.9,Y,Y,Y,Y,,,
4/29/2021,182534,NCCA15-1147,2015,1,9/16/2015,Estuarine,NC,34.98161517,-76.2359264,1776544.457,-96639.559,NCA_NC-10124,NCA_NC_CarP_Albemarle_Pamlico_Sounds,47.38157848,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Core_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(100,200]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,83.77819885,Pamlico_Sound,34.98161517,-76.2359264,1,Y,Y,Y,Y,,,
4/29/2021,181022,NCCA15-1148,2015,1,9/4/2015,Estuarine,NC,35.99681995,-76.53066727,1727307.198,9152.276,NCA_NC-10125,NCA_NC_CarP_Albemarle_Pamlico_Sounds,48.63969298,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Albermarle_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(500,2000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,86.00274625,Albemarle_Sound,35.99681,-76.53062,5.5,Y,Y,Y,Y,,,
4/29/2021,187200,NCCA15-1149,2015,1,10/8/2015,Estuarine,NC,35.59102924,-75.77419612,1803020.762,-21244.298,NCA_NC-10126,NCA_NC_CarP_Albemarle_Pamlico_Sounds,156.6721823,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(2000,4000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,277.0214431,Pamlico_Sound,35.59088,-75.7743,1.7,Y,Y,Y,Y,,,
4/29/2021,176652,NCCA15-1150,2015,1,8/13/2015,Estuarine,NC,34.69110966,-76.5813141,1752529.99,-134862.381,NCA_NC-10127,NCA_NC_CarP_Albemarle_Pamlico_Sounds,29.37530417,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Back_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(50,100]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,51.94022979,Back_Sound,34.69110966,-76.5813141,2.5,Y,Y,Y,Y,,,
4/29/2021,175742,NCCA15-1151,2015,1,8/6/2015,Estuarine,NC,35.34853034,-76.57423109,1738228.987,-62706.159,NCA_NC-10128,NCA_NC_CarP_Albemarle_Pamlico_Sounds,41.13652523,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_River,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(200,500]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,72.73594721,Pamlico_Sound,35.34852,-76.57423,4.6,Y,Y,Y,Y,,,
4/29/2021,173215,NCCA15-1152,2015,1,7/20/2015,Estuarine,NC,35.97818513,-76.38691101,1740307.868,9732.197,NCA_NC-10129,NCA_NC_CarP_Albemarle_Pamlico_Sounds,22.34392428,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Bull_Bay,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(20,50]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,39.50762704,Albemarle_Sound,35.97821,-76.38688,3.8,Y,Y,Y,Y,,,
4/29/2021,187201,NCCA15-1153,2015,1,10/8/2015,Estuarine,NC,35.47201115,-75.72981005,1809737.664,-33422.366,NCA_NC-10130,NCA_NC_CarP_Albemarle_Pamlico_Sounds,156.6721823,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(2000,4000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,277.0214431,Pamlico_Sound,35.47195,-75.72982,6.2,Y,Y,Y,Y,,,
4/29/2021,175743,NCCA15-1154,2015,1,8/6/2015,Estuarine,NC,35.37390568,-76.5528931,1739534.472,-59534.803,NCA_NC-10131,NCA_NC_CarP_Albemarle_Pamlico_Sounds,41.13652523,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_River,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(200,500]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,72.73594721,Pamlico_Sound,35.374,-76.55289,4.3,Y,Y,Y,Y,,,
4/29/2021,179686,NCCA15-1155,2015,1,9/1/2015,Estuarine,NC,36.11077188,-76.10952726,1761477.747,29371.115,NCA_NC-10132,NCA_NC_CarP_Albemarle_Pamlico_Sounds,48.63969298,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Albermarle_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(500,2000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,86.00274625,Albemarle_Sound,36.1108,-76.10947,4.7,Y,Y,Y,Y,,,
4/29/2021,168230,NCCA15-1156,2015,1,6/11/2015,Estuarine,NC,35.98000773,-76.68299464,1714360.249,4550.375,NCA_NC-10133,NCA_NC_CarP_Albemarle_Pamlico_Sounds,22.34392428,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Batchelor_Bay,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(20,50]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,39.50762704,Albemarle_Sound,35.980709,-76.6829,1.1,Y,Y,Y,Y,,,
4/29/2021,170213,NCCA15-1157,2015,1,6/28/2015,Estuarine,NC,36.44132983,-75.95631465,1767094.049,68425.18,NCA_NC-10134,NCA_NC_CarP_Albemarle_Pamlico_Sounds,29.37530417,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Corrituck_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(50,100]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,51.94022979,Albemarle_Sound,36.44134,-75.95641,2.1,Y,Y,Y,Y,,,
4/29/2021,185890,NCCA15-1158,2015,1,9/29/2015,Estuarine,NC,35.16000442,-76.23502133,1772503.104,-77092.21,NCA_NC-10135,NCA_NC_CarP_Albemarle_Pamlico_Sounds,156.6721823,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(2000,4000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,NCA_CarP_Albemarle_Pamlico_Sounds,277.0214431,Pamlico_Sound,35.16000442,-76.23502133,6.3,Y,Y,Y,Y,,,
4/29/2021,182222,NCCA15-1159,2015,1,9/15/2015,Albemarle_Pamlico,NC,35.79853881,-75.65278575,1808742.247,3767.52632,NCA_NC-10136,NCA_NC_CarP_Albemarle_Pamlico_Sounds,47.38157848,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(100,200]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Pamlico_Sound,35.7985,-75.65277,2.9,Y,,,,,,
4/29/2021,178323,NCCA15-1160,2015,1,8/25/2015,Albemarle_Pamlico,NC,35.08212652,-76.39396669,1760237.819,-88574.67207,NCA_NC-10137,NCA_NC_CarP_Albemarle_Pamlico_Sounds,156.6721823,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(2000,4000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Pamlico_Sound,35.08214,-76.39407,4,Y,,,,,,
4/29/2021,185532,NCCA15-1161,2015,1,9/29/2015,Albemarle_Pamlico,NC,35.21072331,-75.70722955,1817920.153,-61571.83108,NCA_NC-10138,NCA_NC_CarP_Albemarle_Pamlico_Sounds,22.34392428,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pamlico_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(20,50]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Pamlico_Sound,35.21072,-75.70736,4.5,Y,,,,,,
4/29/2021,180234,NCCA15-1162,2015,1,9/2/2015,Albemarle_Pamlico,NC,35.04132268,-76.54372354,1747909.919,-95808.36616,NCA_NC-10139,NCA_NC_CarP_Albemarle_Pamlico_Sounds,41.13652523,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Neuse_River,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(200,500]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Pamlico_Sound,35.0413,-76.54369,6.6,Y,,,,,,
4/29/2021,182464,NCCA15-1164,2015,1,9/16/2015,Albemarle_Pamlico,NC,36.12152016,-75.89885243,1779604.58,34473.32666,NCA_NC-10141,NCA_NC_CarP_Albemarle_Pamlico_Sounds,48.63969298,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Albermarle_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(500,2000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Albemarle_Sound,36.12139,-75.89883,5,Y,,,,,,
4/29/2021,185533,NCCA15-1165,2015,1,9/29/2015,Albemarle_Pamlico,NC,36.17215168,-75.81318933,1785878.912,41623.83837,NCA_NC-10142,NCA_NC_CarP_Albemarle_Pamlico_Sounds,47.38157848,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Corrituck_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(100,200]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Albemarle_Sound,36.17226,-75.81326,2.7,Y,,,,,,
4/29/2021,183366,NCCA15-1167,2015,1,9/18/2015,Albemarle_Pamlico,NC,35.65834601,-76.03961738,1778139.984,-18876.97441,NCA_NC-10144,NCA_NC_CarP_Albemarle_Pamlico_Sounds,41.13652523,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Alligator_River,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(200,500]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Albemarle_Sound,35.65825,-76.03954,3,Y,,,,,,
4/29/2021,177800,NCCA15-1168,2015,1,8/21/2015,Albemarle_Pamlico,NC,34.72375344,-76.89449173,1723921.704,-137014.1207,NCA_NC-10145,NCA_NC_CarP_Albemarle_Pamlico_Sounds,47.38157848,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Bogue_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(100,200]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Bogue_Sound,34.72378,-76.89449,0.8,Y,,,,,,
4/29/2021,184002,NCCA15-1169,2015,1,9/22/2015,Albemarle_Pamlico,NC,36.15993185,-76.24892414,1748175.787,32183.38855,NCA_NC-10146,NCA_NC_CarP_Albemarle_Pamlico_Sounds,14.67074189,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Little_River,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(10,20]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Albemarle_Sound,36.160262,-76.24889,0.7,Y,,,,,,
4/29/2021,177270,NCCA15-1170,2015,1,8/19/2015,Albemarle_Pamlico,NC,34.78504694,-76.49467678,1758097.625,-122974.3538,NCA_NC-10147,NCA_NC_CarP_Albemarle_Pamlico_Sounds,14.67074189,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Jarrett_Bay,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(10,20]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Pamlico_Sound,34.78506,-76.49467,,Y,,,,,,
4/29/2021,181090,NCCA15-1171,2015,1,9/4/2015,Albemarle_Pamlico,NC,35.10528972,-76.93668216,1711660.978,-95949.9352,NCA_NC-10148,NCA_NC_CarP_Albemarle_Pamlico_Sounds,22.65125471,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Upper_Broad_Creek,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(0,10]",Carolinian Province,PROB,Small,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Pamlico_Sound,35.10551,-76.93687,4,Y,,,,,,
4/29/2021,181913,NCCA15-1172,2015,1,9/10/2015,Albemarle_Pamlico,NC,35.51233068,-76.589801,1733136.47,-45037.5673,NCA_NC-10149,NCA_NC_CarP_Albemarle_Pamlico_Sounds,47.38157848,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pungo_River,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(100,200]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Pamlico_Sound,35.51237,-76.5898,1.5,Y,,,,,,
4/29/2021,182465,NCCA15-1173,2015,1,9/16/2015,Albemarle_Pamlico,NC,35.98417325,-75.75354075,1795527.019,22170.79635,NCA_NC-10150,NCA_NC_CarP_Albemarle_Pamlico_Sounds,48.63969298,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Albermarle_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(500,2000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Albemarle_Sound,35.98412,-75.75349,2.1,Y,,,,,,
4/29/2021,182916,NCCA15-1174,2015,1,9/17/2015,Albemarle_Pamlico,NC,35.99509405,-76.17528567,1758421.965,15480.66123,NCA_NC-10151,NCA_NC_CarP_Albemarle_Pamlico_Sounds,48.63969298,Outside Gulf Coast,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Albermarle_Sound,Include,Include,Include,Include,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(500,2000]",Carolinian Province,PROB,Large,North Carolina,CarP_Albemarle_Pamlico_Sounds,Target,,,Albemarle_Sound,35.99504,-76.17529,2.4,Y,,,,,,
4/29/2021,187210,NCCA15-1175,2015,1,10/8/2015,Albemarle_Pamlico,VA,36.61013724,-75.98185098,1760922.233,86442.739,NCA_VA-10184,NCA_VA_CarP_Albemarle_Pamlico_Sounds,42.08420131,Outside Gulf Coast,Region_03,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Back_Bay,Include,Include,Include,Include,East_Coast,Northeast,Albemarle-Pamlico Sounds,NEP,AP_NO_NO_10_15,AP_NO_NO_10_15,Base10_OverSamp,AP_NO_NO_10_15,"CarP_Albemarle_Pamlico_Sounds_(50,100]",Carolinian Province,PROB,Small,Virginia,CarP_Albemarle_Pamlico_Sounds,Target,,,Albemarle_Sound,36.61016,-75.982,1.7,Y,,,,,,
4/29/2021,171700,NCCA15-1176,2015,1,7/9/2015,Estuarine,FL,28.17398192,-80.62517968,1507981.297,-917357.966,NCA_FL-10168,,,Outside Gulf Coast,Region_04,CarP_Indian_River,Target_Sampled,Indian_River_Lagoon,Include,Include,Include,Include,East_Coast,Southeast,Indian River Lagoon,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10_RVT2,NCA_NO_NO_10_15,"CarP_Indian_River_(200,400]",Carolinian Province,PROB,Large,Florida,CarP_Indian_River,Target,NCA_FL_CarP_Indian_River,50.93570458,Indian_River,28.17396,-80.62531,3,,Y,Y,Y,,,
4/29/2021,174950,NCCA15-1176,2015,2,7/30/2015,Estuarine,FL,28.17398192,-80.62517968,1507981.297,-917357.966,NCA_FL-10168,,,Outside Gulf Coast,Region_04,CarP_Indian_River,Target_Sampled,Indian_River_Lagoon,Include,Include,Include,Include,East_Coast,Southeast,Indian River Lagoon,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10_RVT2,NCA_NO_NO_10_15,"CarP_Indian_River_(200,400]",Carolinian Province,PROB,Large,Florida,CarP_Indian_River,Target,NCA_FL_CarP_Indian_River,50.93570458,Indian_River,28.17397,-80.62517,3.3,,N,N,N,,,
4/29/2021,172650,NCCA15-1177,2015,1,7/15/2015,Estuarine,FL,27.99239419,-80.54978995,1518556.879,-935950.714,NCA_FL-10169,,,Outside Gulf Coast,Region_04,CarP_Indian_River,Target_Sampled,Indian_River_Lagoon,Include,Include,Include,Include,East_Coast,Southeast,Indian River Lagoon,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Indian_River_(200,400]",Carolinian Province,PROB,Large,Florida,CarP_Indian_River,Target,NCA_FL_CarP_Indian_River,50.93570458,Indian_River,27.99242,-80.54977,2,,Y,Y,Y,,,
4/29/2021,171701,NCCA15-1178,2015,1,7/9/2015,Estuarine,FL,28.34518082,-80.67948341,1499664.838,-899545.65,NCA_FL-10170,,,Outside Gulf Coast,Region_04,CarP_Indian_River,Target_Sampled,Newfound_Harbor,Include,Include,Include,Include,East_Coast,Southeast,Indian River Lagoon,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Indian_River_(10,20]",Carolinian Province,PROB,Small,Florida,CarP_Indian_River,Target,NCA_FL_CarP_Indian_River,4.479698367,Indian_River,28.34516,-80.67953,1.1,,Y,Y,Y,,,
4/29/2021,170938,NCCA15-1179,2015,1,7/1/2015,Estuarine,FL,29.04252444,-80.90404245,1465667.449,-826890.902,NCA_FL-10171,,,Outside Gulf Coast,Region_04,CarP_Indian_River,Target_Sampled,Mosquito_Lagoon,Include,Include,Include,Include,East_Coast,Southeast,Indian River Lagoon,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"CarP_Indian_River_(50,200]",Carolinian Province,PROB,Large,Florida,CarP_Indian_River,Target,NCA_FL_CarP_Indian_River,66.41750759,Mosquito_Lagoon,29.04247,-80.90424,3.5,,Y,Y,Y,,,
4/29/2021,169540,NCCA15-1185,2015,1,6/22/2015,Estuarine,NC,33.94717157,-78.22391916,1621567.017,-245611.772,NCA_NC-10152,,,Outside Gulf Coast,Region_04,CarP_Other,Target_Sampled,Lockwood_Follys_River,Include,Include,Include,Include,East_Coast,Southeast,Not_NEP,Not_NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10_RVT2,NCA_NO_NO_10_15,"CarP_Other_(0,5]",Carolinian Province,PROB,Small,North Carolina,CarP_Other_NC,Target,NCA_NC_CarP_Other_NC,23.33661216,Lockwood_Follys_River,33.94729,-78.22397,2,,Y,Y,Y,,,
