PUBLICATION_DATE,TAXA_ID,UID,SITE_ID,VISIT_NO,YEAR,DATE_COL,STUDY,PSTL_CODE,NCCA_REG,INDEX_AP,INDEX_NCCA15,IS_DISTINCT,TOTAL,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY
4/27/2021,1536,172847,NCCA15-2614,1,2015,16-Jul-15,Estuarine,CA,West,,Y,Y,22,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,173114,NCCA15-1203,1,2015,19-Jul-15,Estuarine,SC,Southeast,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,176357,NCCA15-2423,1,2015,12-Aug-15,Estuarine,AL,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,170350,NCCA15-2479,1,2015,29-Jun-15,Estuarine,LA,Gulf,,Y,Y,3,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,171582,NCCA15-2474,1,2015,9-Jul-15,Estuarine,LA,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,176493,NCCA15-2334,1,2015,11-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,175401,NCCA15-1679,1,2015,4-Aug-15,Estuarine,FL,Gulf,,Y,Y,13,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,167820,NCCA15-1356,1,2015,8-Jun-15,Estuarine,MS,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,170570,NCCA15-1557,1,2015,1-Jul-15,Estuarine,NJ,Northeast,,Y,Y,12,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,175740,NCCA15-1683,1,2015,5-Aug-15,Estuarine,FL,Gulf,,Y,Y,3,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,178313,MACA15-3086,1,2015,25-Aug-15,Estuarine,MA,Northeast,,Y,Y,4,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,183322,MACA15-3023,2,2015,17-Sep-15,Estuarine,MA,Northeast,,N,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,176356,NCCA15-2422,1,2015,12-Aug-15,Estuarine,AL,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,172741,NCCA15-2102,1,2015,16-Jul-15,Estuarine,RI,Northeast,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,178080,NCCA15-1602,1,2015,25-Aug-15,Estuarine,NJ,Northeast,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,169210,NCCA15-2170,1,2015,17-Jun-15,Estuarine,DE,Northeast,,Y,Y,16,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,1000120,NCCA15-2707,1,2015,5-Aug-15,Estuarine,WA,West,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,171182,NCCA15-2532,1,2015,7-Jul-15,Estuarine,TX,Gulf,,Y,Y,3,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,170351,NCCA15-2475,1,2015,29-Jun-15,Estuarine,LA,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,180362,NCCA15-1440,1,2015,3-Sep-15,Estuarine,FL,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,173815,MACA15-3023,1,2015,24-Jul-15,Estuarine,MA,Northeast,,Y,Y,5,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,169310,NCCA15-1370,1,2015,18-Jun-15,Estuarine,TX,Gulf,,Y,Y,18,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,173651,MACA15-3100,1,2015,23-Jul-15,Estuarine,MA,Northeast,,Y,Y,4,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,172654,NCCA15-1337,1,2015,15-Jul-15,Estuarine,LA,Gulf,,Y,Y,6,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,174684,NCCA15-2533,1,2015,30-Jul-15,Estuarine,TX,Gulf,,Y,Y,2,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,169783,NCCA15-1336,1,2015,24-Jun-15,Estuarine,LA,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,178081,NCCA15-2158,1,2015,25-Aug-15,Estuarine,NJ,Northeast,,Y,Y,7,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,170290,NCCA15-1401,1,2015,29-Jun-15,Estuarine,TX,Gulf,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,168950,NCCA15-1600,1,2015,17-Jun-15,Estuarine,NJ,Northeast,,Y,Y,3,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,170870,NCCA15-1556,1,2015,2-Jul-15,Estuarine,NJ,Northeast,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,1000116,NCCA15-1279,1,2015,2-Aug-15,Estuarine,WA,West,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,176101,NCCA15-1204,1,2015,10-Aug-15,Estuarine,SC,Southeast,,Y,Y,1,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1536,178911,NCCA15-2159,1,2015,27-Aug-15,Estuarine,NJ,Northeast,,Y,Y,4,NOTOMASTUS LATERICEUS,129898,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1537,1000058,NCCA15-2701,1,2015,29-Jun-15,Estuarine,WA,West,,Y,Y,1,NOTOMASTUS LINEATUS,129899,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1537,169310,NCCA15-1370,1,2015,18-Jun-15,Estuarine,TX,Gulf,,Y,Y,1,NOTOMASTUS LINEATUS,129899,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1538,172152,NCCA15-1101,1,2015,13-Jul-15,Estuarine,CA,West,,Y,Y,2,NOTOMASTUS MAGNUS,330013,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,175937,NCCA15-2333,1,2015,6-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,175740,NCCA15-1683,1,2015,5-Aug-15,Estuarine,FL,Gulf,,Y,Y,8,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,175230,NCCA15-1647,1,2015,3-Aug-15,Estuarine,FL,Gulf,,Y,Y,2,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,175942,NCCA15-2621,1,2015,6-Aug-15,Estuarine,CA,West,,Y,Y,8,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,175000,NCCA15-1122,1,2015,30-Jul-15,Estuarine,CA,West,,Y,Y,1,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,176225,NCCA15-2355,1,2015,10-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,176493,NCCA15-2334,1,2015,11-Aug-15,Estuarine,FL,Gulf,,Y,Y,2,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,177011,NCCA15-2354,1,2015,17-Aug-15,Estuarine,FL,Gulf,,Y,Y,4,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,175400,NCCA15-2362,1,2015,4-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,177010,NCCA15-2350,1,2015,17-Aug-15,Estuarine,FL,Gulf,,Y,Y,3,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,177140,NCCA15-1683,2,2015,18-Aug-15,Estuarine,FL,Gulf,,N,Y,1,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,177055,NCCA15-2636,1,2015,18-Aug-15,Estuarine,CA,West,,Y,Y,1,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1539,175741,NCCA15-1667,1,2015,5-Aug-15,Estuarine,FL,Gulf,,Y,Y,27,NOTOMASTUS TENUIS,334241,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,154,169480,NCCA15-2079,1,2015,22-Jun-15,Estuarine,NH,Northeast,,Y,Y,13,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,171183,NCCA15-1040,1,2015,7-Jul-15,Estuarine,NH,Northeast,,Y,Y,9,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,168431,NCCA15-1554,1,2015,11-Jun-15,Estuarine,DE,Northeast,,Y,Y,1,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,170240,NCCA15-2172,1,2015,29-Jun-15,Estuarine,DE,Northeast,,Y,Y,2,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,174335,NCCA15-2065,1,2015,28-Jul-15,Estuarine,ME,Northeast,,Y,Y,2,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,183322,MACA15-3023,2,2015,17-Sep-15,Estuarine,MA,Northeast,,N,Y,2,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,169201,NCCA15-1041,1,2015,18-Jun-15,Estuarine,NH,Northeast,,Y,Y,5,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,171995,NCCA15-1038,2,2015,13-Jul-15,Estuarine,NH,Northeast,,N,Y,7,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,174496,MACA15-3016,1,2015,29-Jul-15,Estuarine,MA,Northeast,,Y,Y,13,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,171182,NCCA15-2532,1,2015,7-Jul-15,Estuarine,TX,Gulf,,Y,Y,3,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,174910,MACA15-3084,1,2015,31-Jul-15,Estuarine,MA,Northeast,,Y,Y,13,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,169045,NCCA15-1042,1,2015,17-Jun-15,Estuarine,NH,Northeast,,Y,Y,7,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,168290,NCCA15-2082,1,2015,11-Jun-15,Estuarine,NH,Northeast,,Y,Y,6,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,154,1000109,NCCA15-1573,1,2015,27-Jul-15,Estuarine,NY,Northeast,,Y,Y,2,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
4/27/2021,1540,182484,NCCA15-2592,1,2015,16-Sep-15,Estuarine,CA,West,,Y,Y,1,NOTOPOMA,236888,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,ISCHYROCERIDAE
4/27/2021,1541,178951,NCCA15-1651,1,2015,26-Aug-15,Estuarine,FL,Southeast,,Y,Y,1,NOTOTANAIDAE,136161,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,NOTOTANAIDAE
4/27/2021,1542,174334,NCCA15-2531,1,2015,28-Jul-15,Estuarine,TX,Gulf,,Y,Y,1,NOTOTROPIS UROCARINATUS,421466,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,ATYLIDAE
4/27/2021,1543,172650,NCCA15-1177,1,2015,15-Jul-15,Estuarine,FL,Southeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,173510,NCCA15-1083,1,2015,22-Jul-15,Estuarine,ME,Northeast,,Y,Y,4003,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,168320,NCCA15-1659,1,2015,10-Jun-15,Estuarine,FL,Gulf,,Y,Y,100,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,173752,NCCA15-2068,1,2015,23-Jul-15,Estuarine,ME,Northeast,,Y,Y,6,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,1000109,NCCA15-1573,1,2015,27-Jul-15,Estuarine,NY,Northeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,175642,NCCA15-2112,1,2015,3-Aug-15,Estuarine,NY,Northeast,,Y,Y,15,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,171834,NCCA15-2050,1,2015,10-Jul-15,Estuarine,ME,Northeast,,Y,Y,7,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,178900,NCCA15-2140,1,2015,25-Aug-15,Estuarine,NY,Northeast,,Y,Y,2,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,176653,NCCA15-1190,1,2015,13-Aug-15,Estuarine,GA,Southeast,,Y,Y,14,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,171400,NCCA15-1588,1,2015,8-Jul-15,Estuarine,RI,Northeast,,Y,Y,8,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,175882,NCCA15-1665,1,2015,7-Aug-15,Estuarine,FL,Gulf,,Y,Y,3,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,175400,NCCA15-2362,1,2015,4-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,175935,NCCA15-1648,1,2015,6-Aug-15,Estuarine,FL,Gulf,,Y,Y,13,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,1000105,NCCA15-2106,1,2015,29-Jul-15,Estuarine,CT,Northeast,,Y,Y,353,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,175410,MACA15-3072,1,2015,5-Aug-15,Estuarine,MA,Northeast,,Y,Y,121,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,176224,NCCA15-1669,1,2015,10-Aug-15,Estuarine,FL,Gulf,,Y,Y,10,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,178494,NCCA15-1638,1,2015,26-Aug-15,Estuarine,NY,Northeast,,Y,Y,11,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,171481,NCCA15-2384,1,2015,7-Jul-15,Estuarine,FL,Gulf,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,173143,NCCA15-1080,1,2015,20-Jul-15,Estuarine,ME,Northeast,,Y,Y,7,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,171521,NCCA15-1017,1,2015,8-Jul-15,Estuarine,ME,Northeast,,Y,Y,3,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,174132,NCCA15-1213,1,2015,26-Jul-15,Estuarine,SC,Southeast,,Y,Y,2,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,176701,NCCA15-1572,1,2015,13-Aug-15,Estuarine,NY,Northeast,,Y,Y,192,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,174410,NCCA15-1302,2,2015,29-Jul-15,Estuarine,FL,Gulf,,N,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,181481,NCCA15-1556,2,2015,9-Sep-15,Estuarine,NJ,Northeast,,N,Y,5,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,172080,NCCA15-1062,1,2015,13-Jul-15,Estuarine,ME,Northeast,,Y,Y,26,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,178321,NCCA15-2193,1,2015,10-Aug-15,Estuarine,VA,Northeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,173307,NCCA15-2071,1,2015,21-Jul-15,Estuarine,ME,Northeast,,Y,Y,88,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,1000111,NCCA15-1575,1,2015,29-Jul-15,Estuarine,NY,Northeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,179202,NCCA15-2143,1,2015,27-Aug-15,Estuarine,NY,Northeast,,Y,Y,53,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,178322,NCCA15-2207,1,2015,10-Aug-15,Estuarine,VA,Northeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,177450,NCCA15-1571,1,2015,19-Aug-15,Estuarine,CT,Northeast,,Y,Y,104,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,174497,MACA15-3085,1,2015,29-Jul-15,Estuarine,MA,Northeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,1000087,NCCA15-1566,1,2015,20-Jul-15,Estuarine,NY,Northeast,,Y,Y,105,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,178030,NCCA15-2092,1,2015,24-Aug-15,Estuarine,RI,Northeast,,Y,Y,2,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,174951,NCCA15-2401,1,2015,30-Jul-15,Estuarine,FL,Gulf,,Y,Y,2,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,174470,NCCA15-2167,1,2015,28-Jul-15,Estuarine,DE,Northeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,177324,NCCA15-2351,1,2015,19-Aug-15,Estuarine,FL,Gulf,,Y,Y,4,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,177214,NCCA15-1636,1,2015,19-Aug-15,Estuarine,NY,Northeast,,Y,Y,2,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,172664,SCCA15-5366,1,2015,15-Jul-15,Estuarine,SC,Southeast,,Y,Y,1,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,178083,NCCA15-1067,1,2015,25-Aug-15,Estuarine,ME,Northeast,,Y,Y,47,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,172191,NCCA15-2091,1,2015,14-Jul-15,Estuarine,RI,Northeast,,Y,Y,72,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,170870,NCCA15-1556,1,2015,2-Jul-15,Estuarine,NJ,Northeast,,Y,Y,5,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,176652,NCCA15-1150,1,2015,13-Aug-15,Estuarine,NC,Southeast,Y,Y,Y,17,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,1000085,NCCA15-2114,1,2015,22-Jul-15,Estuarine,NY,Northeast,,Y,Y,3,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,177323,NCCA15-1647,2,2015,20-Aug-15,Estuarine,FL,Gulf,,N,Y,69,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,169100,NCCA15-2044,1,2015,17-Jun-15,Estuarine,ME,Northeast,,Y,Y,19,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,172301,NCCA15-2054,1,2015,14-Jul-15,Estuarine,ME,Northeast,,Y,Y,14,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,172432,NCCA15-1058,1,2015,15-Jul-15,Estuarine,ME,Northeast,,Y,Y,7,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,183322,MACA15-3023,2,2015,17-Sep-15,Estuarine,MA,Northeast,,N,Y,6,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,172861,NCCA15-1081,1,2015,16-Jul-15,Estuarine,ME,Northeast,,Y,Y,148,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,172190,NCCA15-1591,1,2015,14-Jul-15,Estuarine,RI,Northeast,,Y,Y,2,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,176493,NCCA15-2334,1,2015,11-Aug-15,Estuarine,FL,Gulf,,Y,Y,33,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,175640,NCCA15-1566,2,2015,3-Aug-15,Estuarine,NY,Northeast,,N,Y,24,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,168830,NCCA15-1015,1,2015,16-Jun-15,Estuarine,ME,Northeast,,Y,Y,3,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,171520,NCCA15-1013,1,2015,8-Jul-15,Estuarine,ME,Northeast,,Y,Y,50,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,178081,NCCA15-2158,1,2015,25-Aug-15,Estuarine,NJ,Northeast,,Y,Y,25,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
4/27/2021,1543,174663,NCCA15-2061,1,2015,30-Jul-15,Estuarine,ME,Northeast,,Y,Y,146,NUCULA PROXIMA,156916,,EST,MOLLUSCA,BIVALVIA,NUCULIDA,NUCULIDAE
