"UID","SITE_ID","STATE","ALAT_DD","ALON_DD","DATE_COL","SCREENSIZE","TAXON_ORIGINAL","TAXON_CORRECTED","TOTAL","ADULT","CONDITION","DISTINCT","FLAGGED","IMMATURE","INDETERMINATE","LAB_TIN","LARVAE","NUM_AGGREGATED","PUPAE","QA_CODE","QA_COMMENTS","SAMPLE_ID","WORMS_STATUS","WORMS_APHIAID","ITIS_STATUS","ITIS_TSN","LPIL","PHYLUM","CLASS","ORDER","FAMILY","GENUS","GRAB_TYPE","Grab_Area.m.2.","Number.of.grabs","Final_Grab_Area.m.2.","Grab_Depth.cm.","Sieve_Size.mm.2.","Grab_QA","Grab_Comment"
1594,"NCCAGL10-GLBA10-176","NY",43.97223,-76.10637,"9/15/2010",0.5,"Procladius sp.","Procladius",3,NA,"N","Y","","N","N","799",NA,0,NA,"","",577854,"accepted",156905,"",128277,"G","Arthropoda","Insecta","Diptera","Chironomidae","Procladius","STANDARD PONAR","0.052","1","0.052","9","0.5","Q18",""
1594,"NCCAGL10-GLBA10-176","NY",43.97223,-76.10637,"9/15/2010",0.5,"Ablabesmyia annulata","Ablabesmyia annulata",1,NA,"N","Y","","N","N","767",NA,0,NA,"","",577854,"",NA,"",128081,"S","Arthropoda","Insecta","Diptera","Chironomidae","Ablabesmyia","STANDARD PONAR","0.052","1","0.052","9","0.5","Q18",""
1594,"NCCAGL10-GLBA10-176","NY",43.97223,-76.10637,"9/15/2010",0.5,"Dreissena sp.","Dreissena",1,NA,"N","Y","","Y","N","2678",NA,0,NA,"","",577854,"accepted",181565,"",81338,"G","Mollusca","Bivalvia","Veneroida","Dreissenidae","Dreissena","STANDARD PONAR","0.052","1","0.052","9","0.5","Q18",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Leucon (Leucon) americanus","Leucon americanus",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",157825,"",90790,"S","Arthropoda","Malacostraca","Cumacea","Leuconidae","Leucon","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Angulus agilis","Angulus agilis",14,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",420855,"",NA,"S","Mollusca","Bivalvia","Veneroida","Tellinidae","Angulus","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Crepidula plana","Crepidula plana",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",160230,"",72627,"S","Mollusca","Gastropoda","Neotaenioglossa","Calyptraeidae","Crepidula","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Phyllodoce mucosa","Phyllodoce mucosa",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",334512,"",65239,"S","Annelida","Polychaeta","Aciculata","Phyllodocidae","Phyllodoce","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Coronadena mutabilis","Coronadena mutabilis",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",157975,"",54103,"S","Platyhelminthes","Rhabditophora","Polycladida","Stylochidae","Coronadena","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Epitomapta roseola","Epitomapta roseola",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",124453,"",158437,"S","Echinodermata","Holothuroidea","Apodida","Synaptidae","Epitomapta","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Pinnixa sayana","Pinnixa sayana",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",158452,"",99002,"S","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Amphipholis squamata","Amphipholis squamata",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",125064,"",157676,"S","Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Amphipholis","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Sabellaria vulgaris","Sabellaria vulgaris",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",157555,"",67671,"S","Annelida","Polychaeta","Canalipalpata","Sabellariidae","Sabellaria","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Leitoscoloplos sp.","Leitoscoloplos",1,NA,"N","Y","","Y","Y","",NA,0,NA,"","",573604,"accepted",129418,"",66653,"G","Annelida","Polychaeta","","Orbiniidae","Leitoscoloplos","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Scoloplos (Leodamas) rubra","",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"",NA,"",NA,"","","","","","","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Pectinaria gouldii","Pectinaria gouldii",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",334421,"",NA,"S","Annelida","Polychaeta","Canalipalpata","Pectinariidae","Pectinaria","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Glycera capitata","Glycera capitata",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",130118,"",66103,"S","Annelida","Polychaeta","Aciculata","Glyceridae","Glycera","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Neomysis americana","Neomysis americana",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",157807,"",90062,"S","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Carinoma tremaphoros","Carinoma tremaphoros",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",146924,"",57429,"S","Nemertea","Anopla","Paleonemertea","Carinomidae","Carinoma","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Lyonsia hyalina","Lyonsia hyalina",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",156793,"",81926,"S","Mollusca","Bivalvia","Pholadomyoida","Lyonsiidae","Lyonsia","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Nephtys picta","Nephtys picta",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",157501,"",66030,"S","Annelida","Polychaeta","Aciculata","Nephtyidae","Nephtys","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Pagurus longicarpus","Pagurus longicarpus",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",158403,"",97807,"S","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Neverita duplicata","Neverita duplicata",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",160407,"",72961,"S","Mollusca","Gastropoda","Neotaenioglossa","Naticidae","Neverita","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Glycera dibranchiata","Glycera dibranchiata",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",157392,"",66107,"S","Annelida","Polychaeta","Aciculata","Glyceridae","Glycera","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Ampelisca verrilli","Ampelisca verrilli",6,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",158023,"",93331,"S","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Acteocina canaliculata","Acteocina canaliculata",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",160065,"",76117,"S","Mollusca","Gastropoda","Cephalaspidea","Cylichnidae","Acteocina","VAN VEEN","0.04","1","0.04","9","0.5","",""
1595,"NCCA10-1546","NJ",39.08285,-75.174933,"9/14/2010",0.5,"Rhepoxynius hudsoni","Rhepoxynius hudsoni",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573604,"accepted",549011,"",94730,"S","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Rhepoxynius","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Neomysis americana","Neomysis americana",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",157807,"",90062,"S","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Pinnixa sayana","Pinnixa sayana",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",158452,"",99002,"S","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Tharyx acutus","Tharyx acutus",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",155243,"",67147,"S","Annelida","Polychaeta","Canalipalpata","Cirratulidae","Tharyx","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Carinoma tremaphoros","Carinoma tremaphoros",9,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",146924,"",57429,"S","Nemertea","Anopla","Paleonemertea","Carinomidae","Carinoma","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Rhepoxynius hudsoni","Rhepoxynius hudsoni",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",549011,"",94730,"S","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Rhepoxynius","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Mediomastus sp.","Mediomastus",1,NA,"N","Y","","Y","Y","",NA,0,NA,"","",573574,"accepted",129218,"",67438,"G","Annelida","Polychaeta","","Capitellidae","Mediomastus","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Amastigos caperatus","Amastigos caperatus",11,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",157156,"",NA,"S","Annelida","Polychaeta","","Capitellidae","Amastigos","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Upogebia affinis","Upogebia affinis",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",158389,"",98209,"S","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Pectinariidae","Pectinariidae",1,NA,"N","Y","","Y","Y","",NA,0,NA,"","",573574,"accepted",980,"",67692,"F","Annelida","Polychaeta","Canalipalpata","Pectinariidae","","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Spiochaetopterus costarum oculatus","Spiochaetopterus costarum",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",129922,"",67107,"S","Annelida","Polychaeta","Canalipalpata","Chaetopteridae","Spiochaetopterus","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Glycera dibranchiata","Glycera dibranchiata",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",157392,"",66107,"S","Annelida","Polychaeta","Aciculata","Glyceridae","Glycera","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Acteocina canaliculata","Acteocina canaliculata",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",160065,"",76117,"S","Mollusca","Gastropoda","Cephalaspidea","Cylichnidae","Acteocina","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Nephtys picta","Nephtys picta",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",157501,"",66030,"S","Annelida","Polychaeta","Aciculata","Nephtyidae","Nephtys","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Angulus agilis","Angulus agilis",7,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",420855,"",NA,"S","Mollusca","Bivalvia","Veneroida","Tellinidae","Angulus","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Cirratulidae","Cirratulidae",1,NA,"N","Y","","N","Y","",NA,0,NA,"","",573574,"accepted",919,"",67116,"F","Annelida","Polychaeta","Canalipalpata","Cirratulidae","","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Glycera capitata","Glycera capitata",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",130118,"",66103,"S","Annelida","Polychaeta","Aciculata","Glyceridae","Glycera","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Mediomastus ambiseta","Mediomastus ambiseta",5,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",157482,"",67439,"S","Annelida","Polychaeta","","Capitellidae","Mediomastus","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Leitoscoloplos fragilis","Leitoscoloplos fragilis",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",157447,"",66656,"S","Annelida","Polychaeta","","Orbiniidae","Leitoscoloplos","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Oxyurostylis smithi","Oxyurostylis smithi",4,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",157834,"",90923,"S","Arthropoda","Malacostraca","Cumacea","Diastylidae","Oxyurostylis","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Spiophanes bombyx complex","Spiophanes bombyx",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",131187,"",66897,"S","Annelida","Polychaeta","Canalipalpata","Spionidae","Spiophanes","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Americhelidium americanum","Americhelidium americanum",6,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",421529,"",657118,"S","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Orbiniidae","Orbiniidae",4,NA,"N","Y","","Y","Y","",NA,0,NA,"","",573574,"accepted",902,"",66570,"F","Annelida","Polychaeta","","Orbiniidae","","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Biffarius biformis","Biffarius biformis",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"accepted",158382,"",552845,"S","Arthropoda","Malacostraca","Decapoda","Callianassidae","Biffarius","VAN VEEN","0.04","1","0.04","9","0.5","",""
1596,"NCCA10-1547","NJ",38.984933,-75.04315,"9/14/2010",0.5,"Scoloplos (Leodamas) rubra","",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573574,"",NA,"",NA,"","","","","","","VAN VEEN","0.04","1","0.04","9","0.5","",""
1597,"NCCA10-1548","NJ",39.430667,-75.51265,"9/16/2010",0.5,"Cyathura polita","Cyathura polita",5,NA,"N","Y","","N","N","3891",NA,0,NA,"","",573234,"accepted",157847,"",542646,"S","Arthropoda","Malacostraca","Isopoda","Anthuridae","Cyathura","VAN VEEN","0.04","1","0.04","9","0.5","",""
1597,"NCCA10-1548","NJ",39.430667,-75.51265,"9/16/2010",0.5,"Heteromastus filiformis","Heteromastus filiformis",3,NA,"N","Y","","N","N","4380",NA,0,NA,"","",573234,"accepted",129884,"",67420,"S","Annelida","Polychaeta","","Capitellidae","Heteromastus","VAN VEEN","0.04","1","0.04","9","0.5","",""
1597,"NCCA10-1548","NJ",39.430667,-75.51265,"9/16/2010",0.5,"Glycinde solitaria","Glycinde solitaria",2,NA,"N","Y","","N","N","4378",NA,0,NA,"","",573234,"accepted",157396,"",66132,"S","Annelida","Polychaeta","Aciculata","Goniadidae","Glycinde","VAN VEEN","0.04","1","0.04","9","0.5","",""
1597,"NCCA10-1548","NJ",39.430667,-75.51265,"9/16/2010",0.5,"Amphibalanus improvisus","",2,NA,"N","Y","","N","N","6019",NA,0,NA,"","",573234,"",NA,"",NA,"","","","","","","VAN VEEN","0.04","1","0.04","9","0.5","",""
1597,"NCCA10-1548","NJ",39.430667,-75.51265,"9/16/2010",0.5,"Mulinia lateralis","Mulinia lateralis",1,NA,"N","Y","","N","N","4041",NA,0,NA,"","",573234,"accepted",156870,"",80959,"S","Mollusca","Bivalvia","Veneroida","Mactridae","Mulinia","VAN VEEN","0.04","1","0.04","9","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Epitomapta roseola","Epitomapta roseola",2,NA,"Y","Y","","N","N","",NA,0,NA,"","",573554,"accepted",124453,"",158437,"S","Echinodermata","Holothuroidea","Apodida","Synaptidae","Epitomapta","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Listriella barnardi","Listriella barnardi",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",158114,"",94213,"S","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Listriella","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Zygeupolia rubens","Zygeupolia rubens",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",155931,"",57489,"S","Nemertea","Anopla","Heteronemertea","Lineidae","Zygeupolia","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Rhepoxynius hudsoni","Rhepoxynius hudsoni",9,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",549011,"",94730,"S","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Rhepoxynius","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Angulus agilis","Angulus agilis",13,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",420855,"",NA,"S","Mollusca","Bivalvia","Veneroida","Tellinidae","Angulus","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Carinoma tremaphoros","Carinoma tremaphoros",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",146924,"",57429,"S","Nemertea","Anopla","Paleonemertea","Carinomidae","Carinoma","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Acteocina canaliculata","Acteocina canaliculata",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",160065,"",76117,"S","Mollusca","Gastropoda","Cephalaspidea","Cylichnidae","Acteocina","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Glycera dibranchiata","Glycera dibranchiata",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",157392,"",66107,"S","Annelida","Polychaeta","Aciculata","Glyceridae","Glycera","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Glycera capitata","Glycera capitata",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",130118,"",66103,"S","Annelida","Polychaeta","Aciculata","Glyceridae","Glycera","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Americamysis bigelowi","Americamysis bigelowi",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",161344,"",682618,"S","Arthropoda","Malacostraca","Mysida","Mysidae","Americamysis","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Microphthalmus sczelkowii","Microphthalmus sczelkowii",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",130174,"",65477,"S","Annelida","Polychaeta","Aciculata","Hesionidae","Microphthalmus","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Orbiniidae","Orbiniidae",2,NA,"N","Y","","Y","Y","",NA,0,NA,"","",573554,"accepted",902,"",66570,"F","Annelida","Polychaeta","","Orbiniidae","","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Nephtys picta","Nephtys picta",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",157501,"",66030,"S","Annelida","Polychaeta","Aciculata","Nephtyidae","Nephtys","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Americhelidium americanum","Americhelidium americanum",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",421529,"",657118,"S","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Tiron tropakis","Metatiron tropakis",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",421542,"",657361,"S","Arthropoda","Malacostraca","Amphipoda","Synopiidae","Metatiron","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Amastigos caperatus","Amastigos caperatus",2,NA,"N","Y","","Y","N","",NA,0,NA,"","",573554,"accepted",157156,"",NA,"S","Annelida","Polychaeta","","Capitellidae","Amastigos","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Pinnixa chaetopterana","Pinnixa chaetopterana",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",158445,"",98998,"S","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Oxyurostylis smithi","Oxyurostylis smithi",5,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",157834,"",90923,"S","Arthropoda","Malacostraca","Cumacea","Diastylidae","Oxyurostylis","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Scolelepis (Parascolelepis) texana","",3,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"",NA,"",NA,"","","","","","","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Neomysis americana","Neomysis americana",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",157807,"",90062,"S","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Magelona sp.  1 AECOM","Magelona",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",129341,"",67043,"G","Annelida","Polychaeta","Canalipalpata","Magelonidae","Magelona","VAN VEEN","0.04","1","0.04","8","0.5","",""
1598,"NCCA10-1550","NJ",39.017666,-75.074666,"9/14/2010",0.5,"Pagurus longicarpus","Pagurus longicarpus",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573554,"accepted",158403,"",97807,"S","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","VAN VEEN","0.04","1","0.04","8","0.5","",""
1599,"NCCA10-1551","NJ",38.94145,-74.99445,"9/14/2010",0.5,"Paracaprella tenuis","Paracaprella tenuis",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573534,"accepted",160028,"",95434,"S","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Paracaprella","VAN VEEN","0.04","1","0.04","9","0.5","",""
1599,"NCCA10-1551","NJ",38.94145,-74.99445,"9/14/2010",0.5,"Asabellides oculata","Asabellides oculata",2,NA,"N","Y","","N","N","",NA,0,NA,"","",573534,"accepted",157221,"",67786,"S","Annelida","Polychaeta","Canalipalpata","Ampharetidae","Asabellides","VAN VEEN","0.04","1","0.04","9","0.5","",""
1599,"NCCA10-1551","NJ",38.94145,-74.99445,"9/14/2010",0.5,"Nucula proxima","Nucula proxima",8,NA,"N","Y","","N","N","",NA,0,NA,"","",573534,"accepted",156916,"",79132,"S","Mollusca","Bivalvia","Nuculoida","Nuculidae","Nucula","VAN VEEN","0.04","1","0.04","9","0.5","",""
1599,"NCCA10-1551","NJ",38.94145,-74.99445,"9/14/2010",0.5,"Cirriformia grandis","Cirriformia grandis",1,NA,"N","Y","","N","N","",NA,0,NA,"","",573534,"",NA,"",67122,"S","Annelida","Polychaeta","Canalipalpata","Cirratulidae","Cirriformia","VAN VEEN","0.04","1","0.04","9","0.5","",""
