"PUBLICATION_DATE","TAXA_ID","UID","SITE_ID","VISIT_NO","LAT_DD83","LON_DD83","YEAR","DATE_COL","STUDY","PSTL_CODE","NCCA_REG","INDEX_AP","INDEX_NCCA15","IS_DISTINCT","TOTAL","TARGET_TAXON","APHIA_ID","ITISTSN","HABITAT","PHYLUM","CLASS","ORDER","FAMILY"
"4/27/2021",1337,178030,"NCCA15-2092",1,41.49058146,-71.35931575,2015,"24-Aug-15","Estuarine","RI","Northeast","","Y","Y",16,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,178494,"NCCA15-1638",1,41.00231195,-72.329113,2015,"26-Aug-15","Estuarine","NY","Northeast","","Y","Y",176,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,168950,"NCCA15-1600",1,39.29725818,-74.60838096,2015,"17-Jun-15","Estuarine","NJ","Northeast","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173511,"NCCA15-1079",1,44.08842371,-68.70664006,2015,"22-Jul-15","Estuarine","ME","Northeast","","Y","Y",16,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177281,"MACA15-3015",1,41.52040028,-70.26235416,2015,"27-Aug-15","Estuarine","MA","Northeast","","Y","Y",39,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,168361,"NCCA15-1142",1,34.75093392,-77.12119348,2015,"11-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",62,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175701,"NCCA15-2308",1,31.04172271,-81.449065,2015,"6-Aug-15","Estuarine","GA","Southeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171703,"NCCA15-2322",1,28.72207526,-80.83388637,2015,"8-Jul-15","Estuarine","FL","Southeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,1000108,"NCCA15-2115",1,41.00783424,-72.68260328,2015,"28-Jul-15","Estuarine","NY","Northeast","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171520,"NCCA15-1013",1,43.67636349,-69.96624125,2015,"8-Jul-15","Estuarine","ME","Northeast","","Y","Y",19,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172930,"NCCA15-1457",1,30.37876032,-87.20017701,2015,"16-Jul-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,170110,"NCCA15-1438",1,29.63876689,-83.40462192,2015,"25-Jun-15","Estuarine","FL","Gulf","","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175740,"NCCA15-1683",1,24.70726415,-81.33334756,2015,"5-Aug-15","Estuarine","FL","Gulf","","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175410,"MACA15-3072",1,41.81583613,-70.32273505,2015,"5-Aug-15","Estuarine","MA","Northeast","","Y","Y",32,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173497,"SCCA15-5362",1,32.48989975,-80.44903212,2015,"22-Jul-15","Estuarine","SC","Southeast","","Y","Y",10,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171581,"NCCA15-1142",2,34.75093392,-77.12119348,2015,"8-Jul-15","Estuarine","NC","Southeast","N","N","Y",7,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175675,"NCCA15-2232",1,38.11901927,-75.24823597,2015,"5-Aug-15","Estuarine","MD","Northeast","","Y","Y",177,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,187201,"NCCA15-1153",1,35.47201115,-75.72981005,2015,"8-Oct-15","Estuarine","NC","Southeast","Y","Y","Y",8,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,168431,"NCCA15-1554",1,39.18547473,-75.37687146,2015,"11-Jun-15","Estuarine","DE","Northeast","","Y","Y",19,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175412,"NCCA15-2056",1,44.46639084,-67.59994305,2015,"4-Aug-15","Estuarine","ME","Northeast","","Y","Y",611,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175642,"NCCA15-2112",1,40.81748715,-73.77258637,2015,"3-Aug-15","Estuarine","NY","Northeast","","Y","Y",68,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171770,"NCCA15-1437",1,30.15937069,-85.70604271,2015,"9-Jul-15","Estuarine","FL","Gulf","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172080,"NCCA15-1062",1,43.73662608,-69.73051147,2015,"13-Jul-15","Estuarine","ME","Northeast","","Y","Y",4,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177323,"NCCA15-1647",2,25.27669754,-80.37430949,2015,"20-Aug-15","Estuarine","FL","Gulf","","N","Y",335,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175743,"NCCA15-1154",1,35.37390568,-76.5528931,2015,"6-Aug-15","Estuarine","NC","Southeast","Y","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174330,"NCCA15-2060",1,44.43693973,-68.21195649,2015,"28-Jul-15","Estuarine","ME","Northeast","","Y","Y",39,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171521,"NCCA15-1017",1,43.73904032,-69.98100698,2015,"8-Jul-15","Estuarine","ME","Northeast","","Y","Y",42,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,178790,"MACA15-3082",1,41.47674092,-70.15178305,2015,"27-Aug-15","Estuarine","MA","Northeast","","Y","Y",17,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,169782,"NCCA15-1144",1,36.00896107,-75.88452584,2015,"24-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",38,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,170843,"NCCA15-2387",1,29.78337178,-84.68032455,2015,"1-Jul-15","Estuarine","FL","Gulf","","Y","Y",17,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174472,"NCCA15-2345",1,26.5271415,-82.05662817,2015,"28-Jul-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177123,"NCCA15-1217",1,33.28373864,-79.26736311,2015,"19-Aug-15","Estuarine","SC","Southeast","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175674,"NCCA15-1627",1,38.03374572,-75.34615695,2015,"5-Aug-15","Estuarine","MD","Northeast","","Y","N",296,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,176931,"NCCA15-2105",1,41.20784796,-72.23212266,2015,"20-Aug-15","Estuarine","NY","Northeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173236,"NCCA15-1439",1,30.27796293,-85.76450829,2015,"21-Jul-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177510,"NCCA15-2063",1,43.80405708,-69.71919858,2015,"20-Aug-15","Estuarine","ME","Northeast","","Y","Y",8,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173143,"NCCA15-1080",1,44.22401102,-68.97892394,2015,"20-Jul-15","Estuarine","ME","Northeast","","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,167302,"NCCA15-1684",1,27.90699102,-82.48055332,2015,"2-Jun-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,176521,"NCCA15-2064",1,44.15220771,-68.57518672,2015,"12-Aug-15","Estuarine","ME","Northeast","","Y","Y",11,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,180231,"NCCA15-1637",1,41.06386453,-72.15700274,2015,"1-Sep-15","Estuarine","NY","Northeast","","Y","Y",10,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173630,"NCCA15-1309",1,29.61062344,-85.03094077,2015,"22-Jul-15","Estuarine","FL","Gulf","","Y","Y",5,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174951,"NCCA15-2401",1,29.11445968,-82.84233042,2015,"30-Jul-15","Estuarine","FL","Gulf","","Y","Y",31,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173306,"NCCA15-1082",1,44.41311206,-68.91669301,2015,"21-Jul-15","Estuarine","ME","Northeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,176460,"NCCA15-2239",1,38.0025733,-75.33654663,2015,"20-Aug-15","Estuarine","VA","Northeast","","Y","Y",37,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,1000084,"NCCA15-2110",1,41.03989956,-73.11650245,2015,"22-Jul-15","Estuarine","NY","Northeast","","Y","Y",4,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,1000085,"NCCA15-2114",1,41.0564413,-73.1157439,2015,"22-Jul-15","Estuarine","NY","Northeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,176224,"NCCA15-1669",1,25.16221604,-80.4343123,2015,"10-Aug-15","Estuarine","FL","Gulf","","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,168322,"NCCA15-2344",1,26.58652596,-82.1270598,2015,"10-Jun-15","Estuarine","FL","Gulf","","Y","Y",5,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172041,"NCCA15-2093",1,41.67041481,-71.43318723,2015,"9-Jul-15","Estuarine","RI","Northeast","","Y","Y",63,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175673,"NCCA15-1604",1,38.38754111,-75.09836016,2015,"6-Aug-15","Estuarine","MD","Northeast","","Y","Y",6,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,183424,"NCCA15-1599",2,38.3870205,-75.11495224,2015,"17-Sep-15","Estuarine","MD","Northeast","","N","N",93,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,1000025,"MACA15-3002",1,42.59722609,-70.66739472,2015,"17-Jun-15","Estuarine","MA","Northeast","","Y","Y",17,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173651,"MACA15-3100",1,41.47928104,-70.90667126,2015,"23-Jul-15","Estuarine","MA","Northeast","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174487,"NCCA15-2138",1,40.35549203,-74.07857288,2015,"29-Jul-15","Estuarine","NJ","Northeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175882,"NCCA15-1665",1,25.07470538,-81.06464832,2015,"7-Aug-15","Estuarine","FL","Gulf","","Y","Y",19,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177324,"NCCA15-2351",1,24.92252643,-80.91809492,2015,"19-Aug-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,167480,"NCCA15-2371",1,27.64634198,-82.7036379,2015,"3-Jun-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177011,"NCCA15-2354",1,24.93780183,-81.09262718,2015,"17-Aug-15","Estuarine","FL","Gulf","","Y","Y",6,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,169930,"NCCA15-2253",1,36.05365784,-75.90266363,2015,"25-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",27,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,170860,"NCCA15-1039",1,43.09433149,-70.86588866,2015,"2-Jul-15","Estuarine","NH","Northeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175671,"NCCA15-1599",1,38.3870205,-75.11495224,2015,"6-Aug-15","Estuarine","MD","Northeast","","Y","N",70,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171400,"NCCA15-1588",1,41.510162,-71.35026232,2015,"8-Jul-15","Estuarine","RI","Northeast","","Y","Y",6,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171705,"NCCA15-2042",1,43.79690502,-70.08767882,2015,"9-Jul-15","Estuarine","ME","Northeast","","Y","Y",5,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177121,"NCCA15-2053",1,43.45834592,-70.33594471,2015,"19-Aug-15","Estuarine","ME","Northeast","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172301,"NCCA15-2054",1,43.90375424,-69.37417544,2015,"14-Jul-15","Estuarine","ME","Northeast","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,167892,"NCCA15-2342",1,26.92761175,-82.09625894,2015,"8-Jun-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,168320,"NCCA15-1659",1,26.57156382,-82.17543645,2015,"10-Jun-15","Estuarine","FL","Gulf","","Y","Y",53,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,180020,"NCCA15-2265",1,35.33559344,-76.76330288,2015,"1-Sep-15","Albemarle_Pamlico","NC","Southeast","Y","","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,182370,"NCCA15-2255",1,35.29348061,-76.4605314,2015,"15-Sep-15","Estuarine","NC","Southeast","Y","Y","Y",8,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171201,"NCCA15-1590",1,41.61539541,-71.34942914,2015,"7-Jul-15","Estuarine","RI","Northeast","","Y","Y",77,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172741,"NCCA15-2102",1,41.34937333,-71.6910796,2015,"16-Jul-15","Estuarine","RI","Northeast","","Y","Y",591,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,178083,"NCCA15-1067",1,43.91953424,-69.29483833,2015,"25-Aug-15","Estuarine","ME","Northeast","","Y","Y",44,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174491,"NCCA15-1052",1,44.41855889,-68.4395543,2015,"29-Jul-15","Estuarine","ME","Northeast","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,182381,"NCCA15-2250",1,35.59598219,-75.89619092,2015,"16-Sep-15","Estuarine","NC","Southeast","Y","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172024,"NCCA15-2094",1,41.67316319,-71.21853762,2015,"13-Jul-15","Estuarine","RI","Northeast","","Y","Y",630,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172954,"SCCA15-5093",1,32.33262399,-80.86667158,2015,"16-Jul-15","Estuarine","SC","Southeast","","Y","Y",14,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,167490,"NCCA15-1687",1,27.59914852,-82.66404539,2015,"3-Jun-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,176493,"NCCA15-2334",1,25.31649838,-80.33280375,2015,"11-Aug-15","Estuarine","FL","Gulf","","Y","Y",6,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,1000107,"NCCA15-1579",1,41.07904928,-72.96856584,2015,"29-Jul-15","Estuarine","NY","Northeast","","Y","Y",8,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175230,"NCCA15-1647",1,25.27669754,-80.37430949,2015,"3-Aug-15","Estuarine","FL","Gulf","","Y","Y",27,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,183321,"MACA15-3022",2,41.75979642,-70.71127247,2015,"18-Sep-15","Estuarine","MA","Northeast","","N","Y",15,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,168230,"NCCA15-1156",1,35.98000773,-76.68299464,2015,"11-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175672,"NCCA15-1601",1,38.40707316,-75.08005218,2015,"3-Aug-15","Estuarine","MD","Northeast","","Y","N",30,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,181914,"NCCA15-2277",1,35.55660678,-76.47163498,2015,"10-Sep-15","Albemarle_Pamlico","NC","Southeast","Y","","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,169110,"NCCA15-1016",1,43.67252466,-70.06217797,2015,"17-Jun-15","Estuarine","ME","Northeast","","Y","Y",63,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175741,"NCCA15-1667",1,24.72416448,-81.2809025,2015,"5-Aug-15","Estuarine","FL","Gulf","","Y","Y",6,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173215,"NCCA15-1152",1,35.97818513,-76.38691101,2015,"20-Jul-15","Estuarine","NC","Southeast","Y","Y","Y",7,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172190,"NCCA15-1591",1,41.61378511,-71.21608456,2015,"14-Jul-15","Estuarine","RI","Northeast","","Y","Y",112,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173111,"NCCA15-2393",1,30.43670724,-87.03828773,2015,"19-Jul-15","Estuarine","FL","Gulf","","Y","Y",4,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172951,"NCCA15-1206",1,32.32661387,-80.83445891,2015,"17-Jul-15","Estuarine","SC","Southeast","","Y","Y",23,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171480,"NCCA15-1311",1,29.75358661,-84.83461458,2015,"7-Jul-15","Estuarine","FL","Gulf","","Y","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,170938,"NCCA15-1179",1,29.04252444,-80.90404245,2015,"1-Jul-15","Estuarine","FL","Southeast","","Y","Y",3,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174950,"NCCA15-1176",2,28.17398192,-80.62517968,2015,"30-Jul-15","Estuarine","FL","Southeast","","N","Y",1,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174473,"NCCA15-2367",1,25.87209094,-81.64346956,2015,"27-Jul-15","Estuarine","FL","Gulf","","Y","Y",22,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171470,"MACA15-3004",1,42.52101957,-70.83336528,2015,"8-Jul-15","Estuarine","MA","Northeast","","Y","Y",15,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177214,"NCCA15-1636",1,41.08597702,-72.28959185,2015,"19-Aug-15","Estuarine","NY","Northeast","","Y","Y",5,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,171700,"NCCA15-1176",1,28.17398192,-80.62517968,2015,"9-Jul-15","Estuarine","FL","Southeast","","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,169180,"NCCA15-2129",1,40.43911905,-74.02703939,2015,"18-Jun-15","Estuarine","NJ","Northeast","","Y","Y",22,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174411,"NCCA15-1303",1,29.9757146,-84.1175529,2015,"29-Jul-15","Estuarine","FL","Gulf","","Y","Y",6,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,173227,"NCCA15-1686",1,27.51589094,-82.60616012,2015,"21-Jul-15","Estuarine","FL","Gulf","","Y","Y",18,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,172952,"NCCA15-1454",1,30.5680108,-87.16498951,2015,"17-Jul-15","Estuarine","FL","Gulf","","Y","Y",221,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,167303,"NCCA15-2369",1,27.93619988,-82.42638083,2015,"2-Jun-15","Estuarine","FL","Gulf","","Y","Y",79,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,1000145,"NCCA15-1146",1,34.94160128,-76.55813118,2015,"24-Aug-15","Estuarine","NC","Southeast","Y","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175813,"NCCA15-1063",1,44.49680272,-67.84495073,2015,"6-Aug-15","Estuarine","ME","Northeast","","Y","Y",119,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,174410,"NCCA15-1302",2,29.96715187,-83.94437722,2015,"29-Jul-15","Estuarine","FL","Gulf","","N","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,176652,"NCCA15-1150",1,34.69110966,-76.5813141,2015,"13-Aug-15","Estuarine","NC","Southeast","Y","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,175937,"NCCA15-2333",1,25.25791437,-80.39150523,2015,"6-Aug-15","Estuarine","FL","Gulf","","Y","Y",4,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,177053,"NCCA15-2246",1,35.16365042,-76.07403508,2015,"18-Aug-15","Estuarine","NC","Southeast","Y","Y","Y",7,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
"4/27/2021",1337,170213,"NCCA15-1157",1,36.44132983,-75.95631465,2015,"28-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",2,"MEDIOMASTUS",129218,67438,"EST","ANNELIDA","POLYCHAETA","","CAPITELLIDAE"
