PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,WTBDY_TYPE,FINAL_GRAB_AREA,GRAB_DEPTH,GRAB_TYPE,GRABS,SIEVE_SIZE,NOT_COLLECTED,SALINITY,BENT_COMMENT,SHIP_COMMENT
8/23/2024,2011792,NGL_NY-10148,NGL20_NY-10075,1,6/30/2020,NY,GREAT_LAKES,,,,,,Y,,"Hard bottom. Attempted 3 grabs in each zone, no sample collected. Rocks and zebra mussels prevented jaws from shutting for several attempts.",
8/23/2024,2011793,NCA_GA-10157,NCA20_GA-10007,1,6/30/2020,GA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,21.47,,
8/23/2024,2011794,NCA_GA-10170,NCA20_GA-10020,1,6/30/2020,GA,MARINE,0.046,4,OTHER: PETITE PONAR,2,,,17.29,,
8/23/2024,2011795,NGL_MI-10001,NGL20_MI-10130,2,6/30/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2011796,NCA_VA-10186,NCA20_VA-10008,1,6/30/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,13.94,,
8/23/2024,2011797,NCA_VA-10214,NCA20_VA-10029,1,6/30/2020,VA,MARINE,0.023,7,OTHER: PETITE PONAR,1,,,14.99,,
8/23/2024,2011798,NCA_NH-10118,NCA20_NH-10004,1,6/30/2020,NH,MARINE,0.044,7,VAN_VEEN,1,,,29.7,,Shipped microplastics too
8/23/2024,2011799,NCA_MA-10204,NCA20_MA-10046,1,6/30/2020,MA,MARINE,0.052,9.2,STANDARD_PONAR,1,,,33.17,,
8/23/2024,2011800,NCA_TX-10269,NCA20_TX-10034,1,6/30/2020,TX,MARINE,0.04,7,OTHER: EKMAN,2,,,20.37,,
8/23/2024,2011801,NCA_TX-10274,NCA20_TX-10039,1,6/30/2020,TX,MARINE,0.04,9,OTHER: EKMAN,2,,,21.85,,
8/23/2024,2011802,NCA_TX-10268,NCA20_TX-10033,1,6/30/2020,TX,MARINE,0.04,5.75,OTHER: EKMAN,2,,,24.06,Tried to collect benthics with Petite Ponar and Eckman in several locations but could not get a depth of 7cm.,
8/23/2024,2011803,NCA_TX-10313,NCA20_TX-10094,1,6/30/2020,TX,MARINE,0.04,9.25,OTHER: EKMAN,2,,,27.8,,
8/23/2024,2011804,NGL_MI-10528,NGL20_MI-10060,1,6/30/2020,MI,GREAT_LAKES,0.052,7.5,STANDARD_PONAR,1,,,,,
8/23/2024,2011805,NGL_WI-10016,NGL20_WI-10005,1,6/30/2020,WI,GREAT_LAKES,0.052,7.1,STANDARD_PONAR,1,,,,,
8/23/2024,2011806,NCA_WA-10258,NCA20_WA-40026,1,6/30/2020,WA,MARINE,0.052,13,STANDARD_PONAR,1,,,28.9,Moved to 162m depth to be able to reach the bottom. 480 m from site,
8/23/2024,2011807,NCA_WA-10246,NCA20_WA-40018,1,6/30/2020,WA,MARINE,,,,,,Y,30.2,Several attempts were made with standard polar. Substrate was rocky and current at and around the site was strong.,
8/23/2024,2011808,NGL_NY-10020,NGL20_NY-10041,1,7/1/2020,NY,GREAT_LAKES,,,,,,Y,,"Not collected. Hard bottom substrate, likely bedrock base. Grabs collected filamentous algae and zebra mussels as well as cobble sized rock.",
8/23/2024,2011809,NCA_NH-10125,NCA20_NH-10011,1,7/1/2020,NH,MARINE,0.044,6.25,VAN_VEEN,1,,,29.75,Could not get sediment within 37 m due to heavy algae cover. Could not get 7 cm after 8-10 attempts. Sample location was right by busy boat launch.,Microplastics also included
8/23/2024,2011810,NCA_GA-10174,NCA20_GA-10024,1,7/1/2020,GA,MARINE,0.046,5.5,OTHER: PETITE PONAR,2,,,23.18,,
8/23/2024,2011811,NCA_GA-10151,NCA20_GA-10001,1,7/1/2020,GA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,26.86,,
8/23/2024,2011812,NCA_TX-10272,NCA20_TX-10037,1,7/1/2020,TX,MARINE,0.046,3.75,OTHER: PETITE PONAR,2,,,14.61,Multiple attempts with the Eckman and Petite Ponar in multiple locations but unable to get a depth of 7cm for benthics.,
8/23/2024,2011813,NCA_MS-10136,NCA20_MS-10001,2,6/30/2020,MS,MARINE,0.052,11,STANDARD_PONAR,1,,,36.09,,
8/23/2024,2011814,NCA_MS-10146,NCA20_MS-10011,2,7/1/2020,MS,MARINE,0.052,12,STANDARD_PONAR,1,,,4.26,,
8/23/2024,2011815,NCA_MS-10150,NCA20_MS-10015,1,7/1/2020,MS,MARINE,0.052,14,STANDARD_PONAR,1,,,6.38,,
8/23/2024,2011816,NGL_MI-10530,NGL20_MI-10062,1,7/1/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011817,NCA_VA-10209,NCA20_VA-10024,1,7/1/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,18.5,,
8/23/2024,2011818,NCA_TX-10271,NCA20_TX-10036,1,7/1/2020,TX,MARINE,0.052,7,STANDARD_PONAR,1,,,26.49,,
8/23/2024,2011819,NCA_TX-10248,NCA20_TX-10012,1,7/1/2020,TX,MARINE,0.052,9,STANDARD_PONAR,1,,,26.05,,
8/23/2024,2011820,NCA_FL-10288,NCA20_FL-10073,1,7/1/2020,FL,MARINE,0.044,7.5,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,36,,
8/23/2024,2011821,NCA_FL-10319,NCA20_FL-10115,1,7/1/2020,FL,MARINE,0.0364,10,OTHER: 6 INCH CORE,2,,,35.93,,
8/23/2024,2011828,NGL_WI-10009,NGL20_WI-10001,2,7/1/2020,WI,GREAT_LAKES,0.052,5.6,STANDARD_PONAR,1,,,,,
8/23/2024,2011829,NCA_WA-10256,NCA20_WA-40022,1,7/1/2020,WA,MARINE,0.052,14,STANDARD_PONAR,1,,,30.2,,
8/23/2024,2011830,NCA_WA-10207,NCA20_WA-10023,1,7/1/2020,WA,MARINE,0.052,14,STANDARD_PONAR,1,,,30,,
8/23/2024,2011831,NCA_WA-10239,NCA20_WA-40006,1,7/5/2020,WA,MARINE,0.052,8,STANDARD_PONAR,1,,,30.4,Took several tries at 4 locations to get a sample.,
8/23/2024,2011832,NGL_MN-10024,NGL20_MN-10006,1,7/7/2020,MN,GREAT_LAKES,,,,,,Y,,Substrate in Wauswaugoning Bay is boulders and scoured bedrock.  We were not able to find a site within the allowable radius to collect sediment and benthic macroinvertebrates.,
8/23/2024,2011833,NCA_WA-10252,NCA20_WA-40012,1,7/5/2020,WA,MARINE,0.052,7.5,STANDARD_PONAR,1,,,30.6,,
8/23/2024,2011834,NCA_WA-10247,NCA20_WA-40020,1,7/5/2020,WA,MARINE,0.052,8,STANDARD_PONAR,1,,,30.6,,
8/23/2024,2011836,NCA_WA-10243,NCA20_WA-40011,1,7/6/2020,WA,MARINE,,,,,,Y,30,Could not obtain a sample due to the depth and current,
8/23/2024,2011837,NCA_WA-10199,NCA20_WA-10012,1,7/6/2020,WA,MARINE,0.052,6,STANDARD_PONAR,1,,,29.8,Bottom was combination of shell and coarse sand and gravel. Best grab was 6.0cm and used for BENT. Tried 4 locations.,
8/23/2024,2011838,NGL_NY-10001,NGL20_NY-10001,1,7/7/2020,NY,GREAT_LAKES,,,,,,Y,,Hard bottom. Attempted 3 grabs per sampling zone with no successful grabs completed.,
8/23/2024,2011839,NCA_TX-10297,NCA20_TX-10078,1,7/7/2020,TX,MARINE,0.04,7,OTHER: EKMAN,2,,,45.8,,
8/23/2024,2011840,NCA_TX-10264,NCA20_TX-10029,1,7/7/2020,TX,MARINE,0.04,8.75,OTHER: EKMAN,2,,,45.83,,
8/23/2024,2011841,NCA_LA-10145,NCA20_LA-10084,1,7/7/2020,LA,MARINE,0.04,8.1,OTHER: EKMAN,2,,,0.12,,
8/23/2024,2011842,NCA_LA-10250,NCA20_LA-10044,1,7/7/2020,LA,MARINE,0.04,7.24,OTHER: EKMAN,2,,,0.13,,
8/23/2024,2011844,NCA_RI-10108,NCA20_RI-10001,2,7/8/2020,RI,MARINE,0.052,8,STANDARD_PONAR,1,,,29.7,,
8/23/2024,2011845,NCA_NH-10122,NCA20_NH-10008,1,7/8/2020,NH,MARINE,0.044,7,VAN_VEEN,1,,,27.48,,
8/23/2024,2011846,NCA_TX-10256,NCA20_TX-10021,1,7/8/2020,TX,MARINE,0.04,12,OTHER: EKMAN,2,,,45.33,,
8/23/2024,2011847,NCA_TX-10258,NCA20_TX-10023,1,7/8/2020,TX,MARINE,0.04,13.25,OTHER: EKMAN,2,,,48.59,,
8/23/2024,2011848,NCA_CA-10263,NCA20_CA-10041,1,7/7/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,34.42,,
8/23/2024,2011849,NCA_CA-10194,NCA20_CA-10052,1,7/7/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,34.32,,
8/23/2024,2011850,NCA_LA-10139,NCA20_LA-10009,1,7/8/2020,LA,MARINE,0.052,10,STANDARD_PONAR,1,,,14.33,"Collected around 29.61150, -91.99517.  X-site in channel. Had to move further due to safety concerns. Rinsed benthic sample for about three hours.",
8/23/2024,2011851,NCA_WA-10226,NCA20_WA-10001,2,7/8/2020,WA,MARINE,0.052,7.5,STANDARD_PONAR,1,,,25.9,,
8/23/2024,2011852,NCA_WA-10225,NCA20_WA-10019,1,7/8/2020,WA,MARINE,0.052,9,STANDARD_PONAR,1,,,25.4,,
8/23/2024,2011853,NCA_WA-10227,NCA20_WA-10009,1,7/7/2020,WA,MARINE,0.052,8,STANDARD_PONAR,1,,,24.6,,
8/23/2024,2011854,NCA_SC-10306,NCA20_SC-10106,1,7/8/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,29.91,,
8/23/2024,2011855,NCA_CA-10289,NCA20_CA-10080,1,7/8/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,34.02,,
8/23/2024,2011856,NGL_NY-10196,NGL20_NY-10007,1,7/9/2020,NY,GREAT_LAKES,,,,,,Y,,No sample collected that contained 7cm or greater of sediment. Attempted 3 times in each zone. Greatest depth of sediment collected was 5cm.,
8/23/2024,2011857,NCA_VA-10213,NCA20_VA-10028,1,7/8/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,18.72,,
8/23/2024,2011858,NCA_RI-10116,NCA20_RI-10005,1,7/9/2020,RI,MARINE,0.052,7,STANDARD_PONAR,1,,,31.65,,
8/23/2024,2011859,NGL_MI-10077,NGL20_MI-10039,1,7/9/2020,MI,GREAT_LAKES,0.052,12,STANDARD_PONAR,1,,,,,
8/23/2024,2011860,NGL_NY-10145,NGL20_NY-10072,1,7/9/2020,NY,GREAT_LAKES,,,,,,Y,,All hard substrate covered in zebra mussels. Attempted multiple grabs in each zone.,
8/23/2024,2011861,NCA_TX-10305,NCA20_TX-10086,1,7/9/2020,TX,MARINE,0.04,7.5,OTHER: EKMAN,2,,,46.17,,
8/23/2024,2011862,NCA_TX-10257,NCA20_TX-10022,1,7/9/2020,TX,MARINE,0.046,8.5,OTHER: PETITE PONAR,2,,,46.1,,
8/23/2024,2011863,NCA_TX-10263,NCA20_TX-10028,1,7/9/2020,TX,MARINE,0.04,8.5,OTHER: EKMAN,2,,,46.23,,
8/23/2024,2011864,NCA_LA-10140,NCA20_LA-10010,1,7/9/2020,LA,MARINE,0.04,9.9,OTHER: EKMAN,2,,,1.24,,
8/23/2024,2011865,NCA_LA-10238,NCA20_LA-10032,1,7/9/2020,LA,MARINE,0.04,10.4,OTHER: EKMAN,2,,,1.2,,
8/23/2024,2011866,NCA_NH-10123,NCA20_NH-10009,1,7/9/2020,NH,MARINE,0.044,7.5,VAN_VEEN,1,,,28.62,Could not get sediment within 37 m. Found sediment easily in cove to the SE.,
8/23/2024,2011867,NCA_LA-10246,NCA20_LA-10040,1,7/9/2020,LA,MARINE,0.04,9.9,OTHER: EKMAN,2,,,6.5,,
8/23/2024,2011868,NGL_MI-10057,NGL20_MI-10020,2,7/10/2020,MI,GREAT_LAKES,0.052,0.5,STANDARD_PONAR,1,,,,Best grab available was used for the benthic sample.,
8/23/2024,2011869,NGL_NY-10138,NGL20_NY-10065,1,7/10/2020,NY,GREAT_LAKES,,,,,,Y,,"All hard substrates, attempted more than three grabs in each zone. Looked in areas that were clear to bottom and only found rocky surfaces.",
8/23/2024,2011870,NCA_RI-10118,NCA20_RI-10008,1,7/10/2020,RI,MARINE,0.052,7,STANDARD_PONAR,1,,,30.62,"The x-site is in the middle of a submarine cable zone, where we could not anchor or attempt ponar samples. We were able to remain within 500 meters of the x-site and get outside the cable zone to attempt benthic grabs.",
8/23/2024,2011871,NGL_NY-10002,NGL20_NY-10002,1,7/10/2020,NY,GREAT_LAKES,0.052,3.5,STANDARD_PONAR,1,,,,"Unable to collect grab that was 7cm, used next best grab.",
8/23/2024,2011872,NCA_WA-10194,NCA20_WA-10002,2,7/9/2020,WA,MARINE,0.052,8.5,STANDARD_PONAR,1,,,7,,
8/23/2024,2011873,NCA_WA-10229,NCA20_WA-10011,1,7/9/2020,WA,MARINE,0.052,11.5,STANDARD_PONAR,1,,,23.6,,
8/23/2024,2011874,NCA_NH-10115,NCA20_NH-10001,1,7/10/2020,NH,MARINE,0.044,3,VAN_VEEN,1,,,28.96,Could not collect sediment within 37 m. Had to move to cove on the Maine side of the river. Could only collect 3 cm after 15-20 attempts due to rocky substrate,
8/23/2024,2011875,NCA_RI-10107,NCA20_RI-10004,1,7/12/2020,RI,MARINE,0.052,11,STANDARD_PONAR,1,,,29.3,"The x-site is in the middle of a submarine cable zone, where we could not anchor or attempt ponar samples. We were able to remain within 500 meters of the x-site and get outside the cable zone to attempt multiple grabs with the ponar at different spots.",
8/23/2024,2011876,NCA_RI-10141,NCA20_RI-10032,1,7/13/2020,RI,MARINE,0.052,7,STANDARD_PONAR,1,,,29.96,,
8/23/2024,2011877,NCA_CT-10079,NCA20_CT-10003,1,7/13/2020,CT,MARINE,0.044,9,VAN_VEEN,1,,,28.1,,
8/23/2024,2011878,NCA_CT-10080,NCA20_CT-10004,1,8/17/2020,CT,MARINE,0.044,8.5,VAN_VEEN,1,,,28.67,,
8/23/2024,2011879,NCA_ME-10206,NCA20_ME-10033,1,7/13/2020,ME,MARINE,0.052,7.1,STANDARD_PONAR,1,,,29.65,,Includes microplastics
8/23/2024,2011880,NCA_ME-10164,NCA20_ME-10006,1,7/13/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,30.52,,Includes microplastics
8/23/2024,2011881,NCA_TX-10236,NCA20_TX-10002,2,7/13/2020,TX,MARINE,0.04,8.5,OTHER: EKMAN,2,,,17.43,,
8/23/2024,2011882,NGL_NY-10136,NGL20_NY-10063,1,7/13/2020,NY,GREAT_LAKES,0.052,4,STANDARD_PONAR,1,,,,No sediment grabs were over 7 centimeters.,
8/23/2024,2011883,NCA_TX-10212,NCA20_TX-10061,2,7/14/2020,TX,MARINE,0.046,4.5,OTHER: PETITE PONAR,2,,,35.43,"Sediment and benthics taken around 26.09305, -97.18109. Tried sampling in multiple locations with the Van Veen (Petite Ponar) and Standard Ponar. Crew member tried physically getting deeper grabs by pushing Ponars into sediment but was unable to get a depth of 7cm. Heavily vegetated area with a lot of shell hash.",
8/23/2024,2011884,NGL_NY-10015,NGL20_NY-10036,1,7/14/2020,NY,GREAT_LAKES,0.052,5,STANDARD_PONAR,1,,,,Grabs from all zones only consisted of shell hash or nothing. Collected best grab that was taken although only 5cm,
8/23/2024,2011885,NCA_GA-10166,NCA20_GA-10016,1,7/14/2020,GA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,25.45,,
8/23/2024,2011886,NGL_WI-10108,NGL20_WI-10014,1,7/14/2020,WI,GREAT_LAKES,0.052,9,STANDARD_PONAR,1,,,,,
8/23/2024,2011887,NCA_SC-10230,NCA20_SC-10004,1,7/14/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,24.37,,
8/23/2024,2011888,NCA_RI-10106,NCA20_RI-10002,2,7/14/2020,RI,MARINE,0.052,10.5,STANDARD_PONAR,1,,,26.91,,
8/23/2024,2011889,NCA_CA-10272,NCA20_CA-10050,1,7/13/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,28.78,,
8/23/2024,2011891,NCA_CA-10230,NCA20_CA-10012,1,7/13/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,27.44,,
8/23/2024,2011892,NCA_CA-10265,NCA20_CA-10043,1,7/14/2020,CA,MARINE,0.05,7,VAN_VEEN,1,,,34.16,,
8/23/2024,2011893,NCA_ME-10199,NCA20_ME-10026,1,7/14/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,30.42,,Includes microplastics
8/23/2024,2011894,NCA_ME-10160,NCA20_ME-10001,1,7/14/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,30.03,,
8/23/2024,2011895,NGL_NY-10029,NGL20_NY-10050,1,7/14/2020,NY,GREAT_LAKES,,,,,,Y,,All hard substrate and zebra mussels. Attempted multiple grabs in each zone.,
8/23/2024,2011896,NCA_LA-10241,NCA20_LA-10035,1,7/14/2020,LA,MARINE,0.046,6.75,OTHER: PETITE PONAR,2,,,21.47,Made several attempts to gather grabs at least 7 cm. Achieved 1 at 7 and 1 at 6.5,
8/23/2024,2011897,NCA_LA-10154,NCA20_LA-10012,1,7/14/2020,LA,MARINE,0.046,7.5,OTHER: PETITE PONAR,2,,,23.9,,
8/23/2024,2011898,NGL_NY-10022,NGL20_NY-10043,1,7/14/2020,NY,GREAT_LAKES,,,,,,Y,,All hard substrates and zebra mussels. Attempted multiple grabs in every zone.,
8/23/2024,2011899,NGL_MI-10556,NGL20_MI-10155,1,7/14/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2011900,NGL_MI-10005,NGL20_MI-10134,1,7/14/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2011901,NCA_SC-10311,NCA20_SC-10111,1,7/14/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,28.8,,
8/23/2024,2011902,NCA_SC-10312,NCA20_SC-10112,1,7/14/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,18.29,,
8/23/2024,2011904,NGL_NY-10151,NGL20_NY-10078,1,7/15/2020,NY,GREAT_LAKES,0.052,4.6,STANDARD_PONAR,1,,,,No successful grabs of 7cm collected. Next best grab was collected for sample,
8/23/2024,2011905,NCA_VA-10190,NCA20_VA-10009,1,7/15/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,20.56,,
8/23/2024,2011906,NCA_VA-10208,NCA20_VA-10023,1,7/15/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,19.99,,
8/23/2024,2011907,NCA_NC-10131,NCA20_NC-10008,1,7/15/2020,NC,MARINE,0.044,7.2,VAN_VEEN,1,,,11.7,,
8/23/2024,2011908,NCA_GA-10173,NCA20_GA-10023,1,7/15/2020,GA,MARINE,0.046,5,OTHER: PETITE PONAR,2,,,24.99,,
8/23/2024,2011909,NCA_GA-10168,NCA20_GA-10018,1,7/15/2020,GA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,20.52,,
8/23/2024,2011910,NCA_SC-10304,NCA20_SC-10104,1,7/15/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,31.65,,
8/23/2024,2011911,NCA_SC-10307,NCA20_SC-10107,1,7/15/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,35.72,,
8/23/2024,2011912,NGL_OH-10001,NGL20_OH-10001,1,7/28/2020,OH,GREAT_LAKES,0.052,9,STANDARD_PONAR,1,,,,Jars were overfilled. Contents are mostly empty shells.,
8/23/2024,2011913,NCA_RI-10105,NCA20_RI-10003,1,7/15/2020,RI,MARINE,0.052,7.5,STANDARD_PONAR,1,,,30,,
8/23/2024,2011914,NCA_CT-10290,NCA20_CT-20075,1,7/14/2020,CT,MARINE,0.044,8,VAN_VEEN,1,,,28.86,,
8/23/2024,2011915,NCA_NY-10161,NCA20_NY-10004,1,7/14/2020,NY,MARINE,0.044,7.5,VAN_VEEN,1,,,29.29,,
8/23/2024,2011916,NCA_ME-10161,NCA20_ME-10002,1,7/15/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,29.19,,Includes micro plastics
8/23/2024,2011917,NGL_NY-10026,NGL20_NY-10047,1,7/15/2020,NY,GREAT_LAKES,0.052,4.5,STANDARD_PONAR,1,,,,Unable to obtain a benthic sample greater than 7 cm after multiple attempts.,
8/23/2024,2011918,NCA_ME-10202,NCA20_ME-10029,1,7/15/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,28.64,,Includes microplastic samples. Forgot to add sample tracking sheet to lid.
8/23/2024,2011919,NCA_LA-10272,NCA20_LA-10066,1,7/15/2020,LA,MARINE,0.04,7.25,OTHER: EKMAN,2,,,15.94,,
8/23/2024,2011920,NCA_LA-10158,NCA20_LA-10026,1,7/15/2020,LA,MARINE,0.04,8,OTHER: EKMAN,2,,,14.68,,
8/23/2024,2011921,NCA_NH-10120,NCA20_NH-10006,1,7/15/2020,NH,MARINE,0.044,7,VAN_VEEN,1,,,23.25,,
8/23/2024,2011922,NCA_TX-10252,NCA20_TX-10017,1,7/15/2020,TX,MARINE,0.046,5.75,OTHER: PETITE PONAR,2,,,31.96,Tried using Eckman and Van Veen at multiple locations but unable to to get >7cm for benthics,
8/23/2024,2011923,NCA_TX-10255,NCA20_TX-10020,1,7/15/2020,TX,MARINE,0.046,5.75,OTHER: PETITE PONAR,2,,,37.95,Attempted to get benthics samples in multiple locations without sea grass but unable to get a depth of 7cm. Crew members unsuccessfully tried getting out of boat and pushing the Van Veen and Eckman into sediment to get it deeper.,
8/23/2024,2011924,NCA_SC-10217,NCA20_SC-10007,1,7/21/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,36.62,,
8/23/2024,2011925,NCA_CA-10214,NCA20_CA-10023,1,7/15/2020,CA,MARINE,0.05,8,VAN_VEEN,1,,,35.52,,
8/23/2024,2011926,NCA_CA-10268,NCA20_CA-10046,1,7/15/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,36.08,,
8/23/2024,2011927,NGL_MI-10548,NGL20_MI-10147,1,7/15/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011928,NGL_MI-10013,NGL20_MI-10141,1,7/15/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2011929,NCA_LA-10261,NCA20_LA-10055,1,7/16/2020,LA,MARINE,0.04,10,OTHER: EKMAN,2,,,8.83,,
8/23/2024,2011930,NCA_NY-10160,NCA20_NY-10003,1,7/15/2020,NY,MARINE,0.044,8.5,VAN_VEEN,1,,,27.79,,
8/23/2024,2011931,NCA_NY-10300,NCA20_NY-20082,1,7/15/2020,NY,MARINE,0.044,8.5,VAN_VEEN,1,,,28.06,,
8/23/2024,2011932,NCA_NY-10302,NCA20_NY-20084,1,7/15/2020,NY,MARINE,0.044,8,VAN_VEEN,1,,,28.01,,
8/23/2024,2011933,NCA_VA-10197,NCA20_VA-10012,1,7/16/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,16.28,,
8/23/2024,2011934,NCA_ME-10162,NCA20_ME-10004,1,7/16/2020,ME,MARINE,0.052,9,STANDARD_PONAR,1,,,28.69,,Includes microplastic samples. Forgot to add sample tracking sheet to lid.
8/23/2024,2011935,NCA_ME-10163,NCA20_ME-10005,1,7/16/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,28.85,,Includes microplastic samples. Forgot to add sample tracking sheet to lid.
8/23/2024,2011936,NCA_NH-10116,NCA20_NH-10002,1,7/16/2020,NH,MARINE,,,,,,Y,24.22,Sediment was very soft causing every van veen grab to fill to the very top. Attaching flotation devices did not help. Sediment was not collected.,
8/23/2024,2011937,NGL_NY-10142,NGL20_NY-10069,1,7/16/2020,NY,GREAT_LAKES,0.052,4,STANDARD_PONAR,1,,,,,
8/23/2024,2011938,NGL_MI-10559,NGL20_MI-10158,1,7/17/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011939,NGL_MI-10016,NGL20_MI-10144,1,7/16/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011940,NGL_OH-10078,NGL20_OH-10024,1,7/29/2020,OH,GREAT_LAKES,0.052,5,STANDARD_PONAR,1,,,,Three attempts made before collecting. None of the polar grabs for benthic organisms or sediment reached 7 cm.,
8/23/2024,2011945,NCA_ME-10181,NCA20_ME-10013,1,7/17/2020,ME,MARINE,0.052,7,STANDARD_PONAR,1,,,30.12,"Cobble bottom within 100m of sample site. Sediment collected 400 to SW. Marine clay in shallow water to N, poor grab recovery.",Includes microplastic samples. Forgot to add sample tracking sheet to lid.
8/23/2024,2011946,NGL_WI-10102,NGL20_WI-10008,1,7/17/2020,WI,GREAT_LAKES,,,,,,Y,,No soft sediment. Multiple drops in each of three zones in three directions resulted in no soft sediment. Rocks and zebra mussels covered in filamentous algae.,
8/23/2024,2011947,NGL_NY-10149,NGL20_NY-10076,1,7/19/2020,NY,GREAT_LAKES,0.052,12,STANDARD_PONAR,1,,,,,
8/23/2024,2011948,NGL_NY-10031,NGL20_NY-10052,1,7/19/2020,NY,GREAT_LAKES,0.052,9,STANDARD_PONAR,1,,,,,
8/23/2024,2011952,NCA_VA-10187,NCA20_VA-10001,1,8/10/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,23.24,,
8/23/2024,2011953,NCA_VA-10188,NCA20_VA-10003,1,8/11/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,18.7,,
8/23/2024,2011954,NCA_VA-10191,NCA20_VA-10005,1,8/18/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,23.05,,
8/23/2024,2011955,NGL_NY-10028,NGL20_NY-10049,1,7/20/2020,NY,GREAT_LAKES,0.052,7.5,STANDARD_PONAR,1,,,,,
8/23/2024,2011956,NCA_VA-10193,NCA20_VA-10007,1,8/18/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,24.08,,
8/23/2024,2011957,NCA_VA-10196,NCA20_VA-10011,1,8/10/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,26.27,,
8/23/2024,2011958,NCA_VA-10202,NCA20_VA-10017,1,8/10/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,25.89,,
8/23/2024,2011959,NCA_VA-10203,NCA20_VA-10018,1,8/11/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,21.23,,
8/23/2024,2011960,NCA_LA-10251,NCA20_LA-10045,1,7/20/2020,LA,MARINE,0.04,7.5,OTHER: EKMAN,2,,,0.26,,
8/23/2024,2011962,NGL_MI-10010,NGL20_MI-10139,1,7/20/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011963,NGL_MI-10555,NGL20_MI-10154,1,7/20/2020,MI,GREAT_LAKES,,,,,,Y,,"Attempted several times within each of the three location intervals. Only collected a very small amount of sediment for analysis. Not enough for benthos, SEDC, and SEDG.",
8/23/2024,2011964,NGL_NY-10141,NGL20_NY-10068,1,7/20/2020,NY,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011965,NGL_NY-10018,NGL20_NY-10039,1,7/20/2020,NY,GREAT_LAKES,,,,,,Y,,All hard substrates. Attempted multiple grabs in each zone and was unable to obtain any sediment.,
