PUBLICATION_DATE,UNIQUE_ID,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAT_DD,LON_DD,STATION_DEPTH,WTBDY_TYPE,YEAR,DSGN_CYCLE,IND_DOMAIN,EPA_REG,EST_GROUP,EVAL_CAT,FEAT_NM,LAT_DD83,LON_DD83,NCA_REG,NCCA_REG,NEP_OR_ESTUARY_PROGRAM_NAME,NEP_NAT,PROVINCE,SITETYPE,SMALL_EST,STATE_NM,WTBDY_NM,XCOORD,YCOORD,CHES_BAY,DWH_REGION,PENS_PERD_BAY,INDEX_NCCA20,INDEX_LIS
10/3/2024,NCA_DE-10157,2016444,NCA20_DE-10012,1,8/23/2021,DE,38.59748993,-75.13362191,2.7,MARINE,2021,2020,CORE,Region_03,VP_Other,Target_Sampled,Indian River Bay,38.59748993,-75.13362191,East_Coast,Northeast,Delaware Inland Bays,NEP,Virginian Province,PROB,Small,Delaware,Delaware Inland Bays,1785849.7,319858.965,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_DE-10158,2016667,NCA20_DE-10013,1,9/27/2021,DE,38.68444205,-75.0757516,0.6,MARINE,2021,2020,CORE,Region_03,VP_Other,Target_Sampled,Rehobeth Bay,38.68444205,-75.0757516,East_Coast,Northeast,Delaware Inland Bays,NEP,Virginian Province,PROB,Small,Delaware,Delaware Inland Bays,1788593.757,330458.8028,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_DE-10159,2016668,NCA20_DE-10014,1,9/27/2021,DE,38.6951649,-75.15406667,0.6,MARINE,2021,2020,CORE,Region_03,VP_Other,Target_Sampled,Rehobeth Bay,38.6951649,-75.15406667,East_Coast,Northeast,Delaware Inland Bays,NEP,Virginian Province,PROB,Small,Delaware,Delaware Inland Bays,1781745.819,330160.654,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_DE-10160,2014855,NCA20_DE-10015,1,9/9/2020,DE,39.24425715,-75.4545779,4.6,MARINE,2020,2020,CORE,Region_03,VP_Delaware_Estuary,Target_Sampled,Leipsic River,39.24425715,-75.4545779,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Small,Delaware,Delaware Bay,1743263.087,384677.3521,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10168,2014883,NCA20_FL-10001,1,9/14/2020,FL,28.17398192,-80.62517968,3.35,MARINE,2020,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Indian_River_Lagoon,28.17398192,-80.62517968,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Large,Florida,Indian River,1507981.297,-917357.966,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10168,2014923,NCA20_FL-10001,2,9/16/2020,FL,28.17398192,-80.62517968,3.7,MARINE,2020,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Indian_River_Lagoon,28.17398192,-80.62517968,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Large,Florida,Indian River,1507981.297,-917357.966,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
10/3/2024,NCA_FL-10170,2014882,NCA20_FL-10002,1,9/14/2020,FL,28.34518082,-80.67948341,1.35,MARINE,2020,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Newfound_Harbor,28.34518082,-80.67948341,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Small,Florida,Indian River,1499664.838,-899545.65,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10170,2014925,NCA20_FL-10002,2,9/16/2020,FL,28.34518082,-80.67948341,1.35,MARINE,2020,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Newfound_Harbor,28.34518082,-80.67948341,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Small,Florida,Indian River,1499664.838,-899545.65,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
10/3/2024,NCA_FL-10169,2016040,NCA20_FL-10005,1,7/28/2021,FL,27.99239419,-80.54978995,2.1,MARINE,2021,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Indian_River_Lagoon,27.99239419,-80.54978995,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Large,Florida,Indian River,1518556.879,-935950.714,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10171,2014898,NCA20_FL-10006,1,9/15/2020,FL,29.04252444,-80.90404245,3.2,MARINE,2020,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Mosquito_Lagoon,29.04252444,-80.90404245,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Large,Florida,Mosquito Lagoon,1465667.449,-826890.902,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10185,2012323,NCA20_FL-10009,1,8/13/2020,FL,29.96715187,-83.94437722,3.2,MARINE,2020,2020,CORE,Region_04,LP_Apalachee_Bay,Target_Sampled,Apalachee_Bay,29.96715187,-83.94437722,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Apalachee Bay,1159301.393,-767425.11,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10186,2012324,NCA20_FL-10010,1,8/13/2020,FL,29.9757146,-84.1175529,6.3,MARINE,2020,2020,CORE,Region_04,LP_Apalachee_Bay,Target_Sampled,Apalachee_Bay,29.9757146,-84.1175529,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Apalachee Bay,1142617.367,-768579.832,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10191,2012250,NCA20_FL-10011,1,8/9/2020,FL,29.66080363,-85.03864331,2.65,MARINE,2020,2020,CORE,Region_04,LP_Apalachicola_Bay,Target_Sampled,Apalachicola_Bay,29.66080363,-85.03864331,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Apalachicola Bay,1058475.162,-813926.9,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10192,2012251,NCA20_FL-10012,1,8/9/2020,FL,29.61062344,-85.03094077,3.95,MARINE,2020,2020,CORE,Region_04,LP_Apalachicola_Bay,Target_Sampled,Apalachicola_Bay,29.61062344,-85.03094077,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Apalachicola Bay,1059856.431,-819367.999,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10193,2012295,NCA20_FL-10013,1,8/11/2020,FL,29.85591473,-84.63247253,0.65,MARINE,2020,2020,CORE,Region_04,LP_Apalachicola_Bay,Target_Sampled,St_George_Sound,29.85591473,-84.63247253,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,St George Sound,1094930.546,-787834.291,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10211,2015563,NCA20_FL-10014,1,6/24/2021,FL,30.42909719,-86.2075146,4.15,MARINE,2021,2020,CORE,Region_04,LP_Other,Target_Sampled,Choctawhatchee_Bay,30.42909719,-86.2075146,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Choctawhatchee Bay,937257.154,-741439.837,Outside Chesapeake Bay,Inside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10200,2015226,NCA20_FL-10015,1,6/23/2021,FL,30.47604925,-87.04555011,2.9,MARINE,2021,2020,CORE,Region_04,LP_Pensacola_Bay,Target_Sampled,East_Bay,30.47604925,-87.04555011,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Pensacola Bay,856805.181,-744160.011,Outside Chesapeake Bay,Inside DWH Area,Inside PPB,Y,
10/3/2024,NCA_FL-10201,2015564,NCA20_FL-10016,1,6/24/2021,FL,30.37915483,-86.90331542,3.4,MARINE,2021,2020,CORE,Region_04,LP_Pensacola_Bay,Target_Sampled,Santa_Rosa_Sound,30.37915483,-86.90331542,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Pensacola Bay,871402.257,-753580.825,Outside Chesapeake Bay,Inside DWH Area,Inside PPB,Y,
10/3/2024,NCA_FL-10219,2014770,NCA20_FL-10017,1,8/31/2020,FL,25.4604148,-80.24664135,2.8,MARINE,2020,2020,CORE,Region_04,WIP_Biscayne_Bay,Target_Sampled,Biscayne_Bay,25.4604148,-80.24664135,East_Coast,Southeast,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Biscane Bay,1594049.517,-1205818.647,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10220,2014768,NCA20_FL-10018,1,8/31/2020,FL,25.73042712,-80.15915397,6.06,MARINE,2020,2020,CORE,Region_04,WIP_Biscayne_Bay,Target_Sampled,Biscayne_Bay,25.73042712,-80.15915397,East_Coast,Southeast,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Biscane Bay,1597908.099,-1175151.225,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10228,2011790,NCA20_FL-10019,1,6/29/2020,FL,26.57156382,-82.17543645,3.25,MARINE,2020,2020,CORE,Region_04,WIP_Charlotte_Harbor,Target_Sampled,Pine_Island_Sound,26.57156382,-82.17543645,Gulf_Coast,Gulf,Charlotte Harbor NEP,NEP,West Indian Province,PROB,Large,Florida,Charlotte Harbor,1382670.468,-1115500.256,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10235,2012443,NCA20_FL-10020,1,8/20/2020,FL,25.07470538,-81.06464832,2.45,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida_Bay,25.07470538,-81.06464832,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1518590.899,-1260913.275,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10236,2012395,NCA20_FL-10021,1,8/19/2020,FL,25.06786025,-80.72495194,0.68,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida_Bay,25.06786025,-80.72495194,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1552955.724,-1256163.479,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10246,2011634,NCA20_FL-10023,1,6/10/2020,FL,27.88782855,-82.55766037,3.77,MARINE,2020,2020,CORE,Region_04,WIP_Tampa_Bay,Target_Sampled,Old_Tampa_Bay,27.88782855,-82.55766037,Gulf_Coast,Gulf,Tampa Bay,NEP,West Indian Province,PROB,Large,Florida,Tampa Bay,1324254.033,-977395.794,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10248,2014856,NCA20_FL-10024,1,9/9/2020,FL,27.59914852,-82.66404539,6.62,MARINE,2020,2020,CORE,Region_04,WIP_Tampa_Bay,Target_Sampled,Tampa_Bay,27.59914852,-82.66404539,Gulf_Coast,Gulf,Tampa Bay,NEP,West Indian Province,PROB,Large,Florida,Tampa Bay,1318298.424,-1010414.758,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10207,2015635,NCA20_FL-10026,1,6/30/2021,FL,29.11505709,-82.81348742,1.2,MARINE,2021,2020,CORE,Region_04,LP_Other,Target_Sampled,Waccasassa Bay,29.11505709,-82.81348742,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Florida,Waccasassa Bay,1280446.906,-846536.5152,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10177,2015899,NCA20_FL-10027,1,7/20/2021,FL,30.50875906,-81.43482305,6,MARINE,2021,2020,CORE,Region_04,CarP_Other,Target_Sampled,Nassau_Sound,30.50875906,-81.43482305,East_Coast,Southeast,Not_NEP,Not_NEP,Carolinian Province,PROB,Small,Florida,Nassau Sound,1389718.514,-674216.203,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10180,2015900,NCA20_FL-10028,1,7/20/2021,FL,30.5491196,-81.49425523,2.3,MARINE,2021,2020,CORE,Region_04,CarP_Other,Target_Sampled,Nassau_River_System,30.5491196,-81.49425523,East_Coast,Southeast,Not_NEP,Not_NEP,Carolinian Province,PROB,Small,Florida,Nassau River System,1383410.281,-670651.646,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10206,2015413,NCA20_FL-10029,1,6/16/2021,FL,30.15937069,-85.70604271,10.5,MARINE,2021,2020,CORE,Region_04,LP_Other,Target_Sampled,St_Andrew_Bay,30.15937069,-85.70604271,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Florida,St Andrew Bay,988308.686,-766143.793,Outside Chesapeake Bay,Inside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10208,2015200,NCA20_FL-10030,1,6/4/2021,FL,29.63876689,-83.40462192,0.85,MARINE,2021,2020,CORE,Region_04,LP_Other,Target_Sampled,Deadman_Bay,29.63876689,-83.40462192,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Florida,Deadman Bay,1215721.561,-796799.746,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10209,2015378,NCA20_FL-10031,1,6/15/2021,FL,30.27796293,-85.76450829,3.2,MARINE,2021,2020,CORE,Region_04,LP_Other,Target_Sampled,West_Bay_St_Andrew,30.27796293,-85.76450829,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Florida,St Andrew Bay,981301.895,-753659.65,Outside Chesapeake Bay,Inside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10210,2015011,NCA20_FL-10032,1,9/24/2020,FL,28.80214861,-82.74407312,1.1,MARINE,2020,2020,CORE,Region_04,LP_Other,Target_Sampled,Homosassa_Bay,28.80214861,-82.74407312,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Florida,Homosassa Bay,1291959.577,-879901.064,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10198,2015566,NCA20_FL-10033,1,6/23/2021,FL,30.5680108,-87.16498951,1.8,MARINE,2021,2020,CORE,Region_04,LP_Pensacola_Bay,Target_Sampled,Escambia_Bay,30.5680108,-87.16498951,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Florida,Pensacola Bay,844461.35,-735057.079,Outside Chesapeake Bay,Inside DWH Area,Inside PPB,Y,
10/3/2024,NCA_FL-10216,2014789,NCA20_FL-10034,1,9/1/2020,FL,25.27669754,-80.37430949,2.17,MARINE,2020,2020,CORE,Region_04,WIP_Biscayne_Bay,Target_Sampled,Barnes_Sound,25.27669754,-80.37430949,East_Coast,Southeast,Not_NEP,Not_NEP,West Indian Province,PROB,Small,Florida,Biscayne Bay,1584543.028,-1227809.537,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10217,2014800,NCA20_FL-10035,1,9/2/2020,FL,25.23087664,-80.400585,2.5,MARINE,2020,2020,CORE,Region_04,WIP_Biscayne_Bay,Target_Sampled,Barnes_Sound,25.23087664,-80.400585,East_Coast,Southeast,Not_NEP,Not_NEP,West Indian Province,PROB,Small,Florida,Biscayne Bay,1582722.62,-1233198.451,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10218,2014759,NCA20_FL-10036,1,8/30/2020,FL,25.78658346,-80.2266413,0.92,MARINE,2020,2020,CORE,Region_04,WIP_Biscayne_Bay,Target_Sampled,Miami_River,25.78658346,-80.2266413,East_Coast,Southeast,Not_NEP,Not_NEP,West Indian Province,PROB,Small,Florida,Biscane Bay,1590145.404,-1170207.63,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10226,2011791,NCA20_FL-10037,1,6/29/2020,FL,26.45744981,-82.01518637,4.2,MARINE,2020,2020,CORE,Region_04,WIP_Charlotte_Harbor,Target_Sampled,San_Carlos_Bay,26.45744981,-82.01518637,Gulf_Coast,Gulf,Charlotte Harbor NEP,NEP,West Indian Province,PROB,Small,Florida,Charlotte Harbor,1400422.639,-1125567.686,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10227,2015767,NCA20_FL-10038,1,7/12/2021,FL,26.6426597,-82.11159698,0.8,MARINE,2021,2020,CORE,Region_04,WIP_Charlotte_Harbor,Target_Sampled,Matlacha_Pass,26.6426597,-82.11159698,Gulf_Coast,Gulf,Charlotte Harbor NEP,NEP,West Indian Province,PROB,Small,Florida,Charlotte Harbor,1387871.234,-1106832.78,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10229,2011763,NCA20_FL-10039,1,6/26/2020,FL,26.95480902,-82.08012439,2.05,MARINE,2020,2020,CORE,Region_04,WIP_Charlotte_Harbor,Target_Sampled,Peace_River,26.95480902,-82.08012439,Gulf_Coast,Gulf,Charlotte Harbor NEP,NEP,West Indian Province,PROB,Small,Florida,Charlotte Harbor,1385979.961,-1072387.52,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10238,2014799,NCA20_FL-10040,1,9/2/2020,FL,25.21896172,-80.46148131,1.25,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Little_Blackwater_Sound,25.21896172,-80.46148131,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Small,Florida,Florida Bay,1576811.732,-1235498.163,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10254,2011730,NCA20_FL-10042,1,6/24/2020,FL,28.02026844,-82.79815679,2.3,MARINE,2020,2020,CORE,Region_04,WIP_Other,Target_Sampled,St_Joseph_Sound,28.02026844,-82.79815679,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Small,Florida,St Joseph Sound,1298690.989,-966235.161,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10256,2015812,NCA20_FL-10043,1,7/14/2021,FL,24.7184005,-81.48344303,1.1,MARINE,2021,2020,CORE,Region_04,WIP_Other,Target_Sampled,Torch_Key_Mangroves,24.7184005,-81.48344303,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Small,Florida,Florida Bay,1482276.428,-1306037.604,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10245,2011671,NCA20_FL-10044,1,6/15/2020,FL,27.90699102,-82.48055332,3.65,MARINE,2020,2020,CORE,Region_04,WIP_Tampa_Bay,Target_Sampled,Hillsborough_Bay,27.90699102,-82.48055332,Gulf_Coast,Gulf,Tampa Bay,NEP,West Indian Province,PROB,Small,Florida,Tampa Bay,1331499.036,-974224.2,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10247,2011680,NCA20_FL-10045,1,6/17/2020,FL,27.51589094,-82.60616012,2,MARINE,2020,2020,CORE,Region_04,WIP_Tampa_Bay,Target_Sampled,Manatee_River,27.51589094,-82.60616012,Gulf_Coast,Gulf,Tampa Bay,NEP,West Indian Province,PROB,Small,Florida,Tampa Bay,1325272.609,-1018701.658,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10262,2012442,NCA20_FL-10047,1,8/20/2020,FL,25.06968636,-80.98961337,1.47,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida Bay,25.06968636,-80.98961337,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1526243.298,-1260253.814,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10263,2012368,NCA20_FL-10048,1,8/18/2020,FL,24.95546321,-81.00663222,3.44,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida Bay,24.95546321,-81.00663222,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1526491.276,-1272872.359,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10264,2015515,NCA20_FL-10049,1,6/23/2021,FL,30.50260191,-87.03012816,3.25,MARINE,2021,2020,CORE,Region_04,LP_Pensacola_Bay,Target_Sampled,East Bay,30.50260191,-87.03012816,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Pensacola Bay,857998.4438,-741084.2382,Outside Chesapeake Bay,Inside DWH Area,Inside PPB,Y,
10/3/2024,NCA_FL-10265,2014881,NCA20_FL-10050,1,9/14/2020,FL,28.12329342,-80.60944152,3.5,MARINE,2020,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Indian River Lagoon,28.12329342,-80.60944152,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Large,Florida,Indian River,1510414.286,-922634.37,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10266,2014769,NCA20_FL-10051,1,8/31/2020,FL,25.61704442,-80.20419484,4.31,MARINE,2020,2020,CORE,Region_04,WIP_Biscayne_Bay,Target_Sampled,Biscayne Bay,25.61704442,-80.20419484,East_Coast,Southeast,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Biscane Bay,1595464.091,-1188171.373,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10267,2012347,NCA20_FL-10052,1,8/17/2020,FL,24.69062354,-81.29346141,3.1,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida Bay,24.69062354,-81.29346141,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1501989.317,-1306055.643,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10268,2015306,NCA20_FL-10053,1,6/9/2021,FL,29.97219748,-83.86769001,2.1,MARINE,2021,2020,CORE,Region_04,LP_Apalachee_Bay,Target_Sampled,Apalachee Bay,29.97219748,-83.86769001,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Apalachee Bay,1166564.581,-765931.3265,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10269,2016039,NCA20_FL-10054,1,7/28/2021,FL,27.21287387,-80.18628922,3.3,MARINE,2021,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Indian River Lagoon,27.21287387,-80.18628922,East_Coast,Southeast,Indian River Lagoon,NEP,West Indian Province,PROB,Large,Florida,Indian River,1568199.992,-1014872.197,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10270,2012396,NCA20_FL-10055,1,8/19/2020,FL,25.03080563,-80.67099899,1.59,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida Bay,25.03080563,-80.67099899,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1559044.712,-1259283.4,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10272,2012252,NCA20_FL-10057,1,8/9/2020,FL,29.62239745,-85.01698156,3.8,MARINE,2020,2020,CORE,Region_04,LP_Apalachicola_Bay,Target_Sampled,Apalachicola Bay,29.62239745,-85.01698156,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Apalachicola Bay,1061048.663,-817915.4935,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10274,2012367,NCA20_FL-10059,1,8/18/2020,FL,24.91465272,-81.06811832,3.15,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida Bay,24.91465272,-81.06811832,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1520981.712,-1278268.151,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10275,2015573,NCA20_FL-10060,1,6/25/2021,FL,30.40893535,-86.17255815,3.3,MARINE,2021,2020,CORE,Region_04,LP_Other,Target_Sampled,Choctawhatchee Bay,30.40893535,-86.17255815,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Choctawhatchee Bay,940822.1578,-743321.953,Outside Chesapeake Bay,Inside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10276,2012253,NCA20_FL-10061,1,8/10/2020,FL,29.71846401,-84.92339829,2.2,MARINE,2020,2020,CORE,Region_04,LP_Apalachicola_Bay,Target_Sampled,Apalachicola Bay,29.71846401,-84.92339829,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Florida,Apalachicola Bay,1068809.951,-806285.8328,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10277,2012394,NCA20_FL-10062,1,8/19/2020,FL,25.01534323,-80.62681557,2.4,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida Bay,25.01534323,-80.62681557,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1563771.763,-1260227.7,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10278,2012366,NCA20_FL-10063,1,8/18/2020,FL,24.86683326,-80.86869952,2.65,MARINE,2020,2020,CORE,Region_04,WIP_Florida_Bay,Target_Sampled,Florida Bay,24.86683326,-80.86869952,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Large,Florida,Florida Bay,1541953.396,-1280220.466,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_FL-10279,2014899,NCA20_FL-10064,1,9/15/2020,FL,28.84608144,-80.79054459,2.3,MARINE,2020,2020,CORE,Region_04,CarP_Indian_River,Target_Sampled,Mosquito Lagoon,28.84608144,-80.79054459,East_Coast,Southeast,Indian River Lagoon,NEP,Carolinian Province,PROB,Large,Florida,Mosquito Lagoon,1480058.434,-846601.3456,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_FL-10280,2015800,NCA20_FL-10065,1,7/13/2021,FL,25.87565664,-81.6093034,2,MARINE,2021,2020,CORE,Region_04,WIP_Other,Target_Sampled,Gullivan Bay,25.87565664,-81.6093034,Gulf_Coast,Gulf,Not_NEP,Not_NEP,West Indian Province,PROB,Small,Florida,Gullivan Bay,1450400.848,-1182675.459,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
