PUBLICATION_DATE,STUDY,UID,SITE_ID,PSTL_CODE,VISIT_NO,SAMPLE_ID,YEAR,DATE_COL,NCCA_REG,FEAT_NM,INDEX_NCCA15,INDEX_AP,DEPTH,GRAB_AREA,GRABS,GRAB_TYPE,FINAL_GRAB_AREA,SIEVE_SIZE,SALINITY,QA_FLAG,COMMENT,CONDITION_CODE
44313,Estuarine,170541,NCCA15-1281,WA,1,787064,2015,30-Jun,West,Hood_Canal,Y,(blank),5,0.052,1,STANDARD PONAR,0.052,0.5,30,(blank),"This was the deepest grab we collected. Attempted 12 drops, 4 drops per collection distance.; Grab depth less than 7 cm.;West Coast site marked with SIEVE_SIZE of 0.5 mm",OK
44313,Estuarine,170570,NCCA15-1557,NJ,1,774804,2015,1-Jul,Northeast,Delaware_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,3.9,(blank),(blank),OK
44313,Estuarine,170710,NCCA15-1089,CA,1,774744,2015,30-Jun,West,Mission_Bay,Y,(blank),8,0.1,1,VAN_VEEN,0.1,0.5,33.8,DD,(blank),OK
44313,Estuarine,170710,NCCA15-1089,CA,1,774744,2015,30-Jun,West,Mission_Bay,Y,(blank),8,0.1,1,VAN_VEEN,0.1,0.5,33.8,IM,(blank),OK
44313,Estuarine,170710,NCCA15-1089,CA,1,774744,2015,30-Jun,West,Mission_Bay,Y,(blank),8,0.1,1,VAN_VEEN,0.1,0.5,33.8,"IN, DD",(blank),OK
44313,Estuarine,170710,NCCA15-1089,CA,1,774744,2015,30-Jun,West,Mission_Bay,Y,(blank),8,0.1,1,VAN_VEEN,0.1,0.5,33.8,(blank),(blank),OK
44313,Estuarine,170711,NCCA15-1090,CA,1,774724,2015,30-Jun,West,San_Diego_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,32.5,IM,(blank),OK
44313,Estuarine,170711,NCCA15-1090,CA,1,774724,2015,30-Jun,West,San_Diego_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,32.5,"IN, DD",(blank),OK
44313,Estuarine,170711,NCCA15-1090,CA,1,774724,2015,30-Jun,West,San_Diego_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,32.5,(blank),(blank),OK
44313,Estuarine,170842,NCCA15-1308,FL,1,784744,2015,2-Jul,Gulf,Apalachicola_Bay,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,35.2,IN,(blank),OK
44313,Estuarine,170842,NCCA15-1308,FL,1,784744,2015,2-Jul,Gulf,Apalachicola_Bay,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,35.2,"IN, DD",(blank),OK
44313,Estuarine,170842,NCCA15-1308,FL,1,784744,2015,2-Jul,Gulf,Apalachicola_Bay,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,35.2,(blank),(blank),OK
44313,Estuarine,170843,NCCA15-2387,FL,1,784704,2015,1-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,30.2,IM,(blank),OK
44313,Estuarine,170843,NCCA15-2387,FL,1,784704,2015,1-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,30.2,IN,(blank),OK
44313,Estuarine,170843,NCCA15-2387,FL,1,784704,2015,1-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,30.2,(blank),(blank),OK
44313,Estuarine,170844,NCCA15-2388,FL,1,784664,2015,1-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,29.7,IM,(blank),OK
44313,Estuarine,170844,NCCA15-2388,FL,1,784664,2015,1-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,29.7,(blank),(blank),OK
44313,Estuarine,170860,NCCA15-1039,NH,1,789484,2015,2-Jul,Northeast,Little_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,25.56,(blank),(blank),OK
44313,Estuarine,170870,NCCA15-1556,NJ,1,774224,2015,2-Jul,Northeast,Delaware_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,28.92,DD,(blank),OK
44313,Estuarine,170870,NCCA15-1556,NJ,1,774224,2015,2-Jul,Northeast,Delaware_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,28.92,IN,(blank),OK
44313,Estuarine,170870,NCCA15-1556,NJ,1,774224,2015,2-Jul,Northeast,Delaware_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,28.92,"IN, DD",(blank),OK
44313,Estuarine,170870,NCCA15-1556,NJ,1,774224,2015,2-Jul,Northeast,Delaware_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,28.92,(blank),(blank),OK
44313,Estuarine,170880,NCCA15-1559,NJ,1,774244,2015,2-Jul,Northeast,Delaware_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,26.51,"IN, DD",(blank),OK
44313,Estuarine,170880,NCCA15-1559,NJ,1,774244,2015,2-Jul,Northeast,Delaware_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,26.51,(blank),(blank),OK
44313,Estuarine,170891,NCCA15-2410,AL,1,785324,2015,2-Jul,Gulf,Mobile_Bay,Y,(blank),8,0.052,1,STANDARD PONAR,0.052,0.5,9.36,(blank),(blank),OK
44313,Estuarine,170930,NCCA15-1091,CA,1,774364,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.4,IM,(blank),OK
44313,Estuarine,170930,NCCA15-1091,CA,1,774364,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.4,"IM, DD",(blank),OK
44313,Estuarine,170930,NCCA15-1091,CA,1,774364,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.4,"IN, DD",(blank),OK
44313,Estuarine,170930,NCCA15-1091,CA,1,774364,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.4,(blank),(blank),OK
44313,Estuarine,170931,NCCA15-1094,CA,1,774384,2015,2-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35,IM,(blank),OK
44313,Estuarine,170931,NCCA15-1094,CA,1,774384,2015,2-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35,"IM, DD",(blank),OK
44313,Estuarine,170931,NCCA15-1094,CA,1,774384,2015,2-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35,"IN, DD",(blank),OK
44313,Estuarine,170931,NCCA15-1094,CA,1,774384,2015,2-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35,(blank),(blank),OK
44313,Estuarine,170932,NCCA15-1098,CA,1,774304,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,IM,(blank),OK
44313,Estuarine,170932,NCCA15-1098,CA,1,774304,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,"IM, DD",(blank),OK
44313,Estuarine,170932,NCCA15-1098,CA,1,774304,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,IN,(blank),OK
44313,Estuarine,170932,NCCA15-1098,CA,1,774304,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,"IN, DD",(blank),OK
44313,Estuarine,170932,NCCA15-1098,CA,1,774304,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,(blank),(blank),OK
44313,Estuarine,170933,NCCA15-2612,CA,1,774424,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),7,0.1,1,VAN_VEEN,0.1,0.5,34.5,IM,(blank),OK
44313,Estuarine,170933,NCCA15-2612,CA,1,774424,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),7,0.1,1,VAN_VEEN,0.1,0.5,34.5,"IN, DD",(blank),OK
44313,Estuarine,170933,NCCA15-2612,CA,1,774424,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),7,0.1,1,VAN_VEEN,0.1,0.5,34.5,(blank),(blank),OK
44313,Estuarine,170934,NCCA15-2616,CA,1,774324,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.9,DD,(blank),OK
44313,Estuarine,170934,NCCA15-2616,CA,1,774324,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.9,IM,(blank),OK
44313,Estuarine,170934,NCCA15-2616,CA,1,774324,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.9,"IM, IN",(blank),OK
44313,Estuarine,170934,NCCA15-2616,CA,1,774324,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.9,"IN, DD",(blank),OK
44313,Estuarine,170934,NCCA15-2616,CA,1,774324,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.9,(blank),(blank),OK
44313,Estuarine,170935,NCCA15-2623,CA,1,774404,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.3,DD,(blank),OK
44313,Estuarine,170935,NCCA15-2623,CA,1,774404,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.3,IM,(blank),OK
44313,Estuarine,170935,NCCA15-2623,CA,1,774404,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.3,"IM, IN",(blank),OK
44313,Estuarine,170935,NCCA15-2623,CA,1,774404,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.3,"IN, DD",(blank),OK
44313,Estuarine,170935,NCCA15-2623,CA,1,774404,2015,1-Jul,West,Long_Beach_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,34.3,(blank),(blank),OK
44313,Estuarine,170936,NCCA15-2624,CA,1,774764,2015,1-Jul,West,Newport_Bay,Y,(blank),7,0.1,1,VAN_VEEN,0.1,0.5,34.1,"IN, DD",(blank),OK
44313,Estuarine,170936,NCCA15-2624,CA,1,774764,2015,1-Jul,West,Newport_Bay,Y,(blank),7,0.1,1,VAN_VEEN,0.1,0.5,34.1,(blank),(blank),OK
44313,Estuarine,170937,NCCA15-2627,CA,1,774344,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,DD,(blank),OK
44313,Estuarine,170937,NCCA15-2627,CA,1,774344,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,IM,(blank),OK
44313,Estuarine,170937,NCCA15-2627,CA,1,774344,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,"IM, DD",(blank),OK
44313,Estuarine,170937,NCCA15-2627,CA,1,774344,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,"IM, IN",(blank),OK
44313,Estuarine,170937,NCCA15-2627,CA,1,774344,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,"IN, DD",(blank),OK
44313,Estuarine,170937,NCCA15-2627,CA,1,774344,2015,2-Jul,West,Los_Angeles_Harbor,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,35.1,(blank),(blank),OK
44313,Estuarine,170938,NCCA15-1179,FL,1,784444,2015,1-Jul,Southeast,Mosquito_Lagoon,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,37.1,IM,(blank),OK
44313,Estuarine,170938,NCCA15-1179,FL,1,784444,2015,1-Jul,Southeast,Mosquito_Lagoon,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,37.1,"IN, DD",(blank),OK
44313,Estuarine,170938,NCCA15-1179,FL,1,784444,2015,1-Jul,Southeast,Mosquito_Lagoon,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,37.1,(blank),(blank),OK
44313,Estuarine,170939,NCCA15-1187,FL,1,784364,2015,2-Jul,Southeast,Nassau_Sound,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,36.3,(blank),(blank),OK
44313,Estuarine,171011,NCCA15-1420,AL,1,785464,2015,6-Jul,Gulf,Mobile_Bay,Y,(blank),8,0.052,1,STANDARD PONAR,0.052,0.5,13.7,"IN, DD",(blank),L
44313,Estuarine,171011,NCCA15-1420,AL,1,785464,2015,6-Jul,Gulf,Mobile_Bay,Y,(blank),8,0.052,1,STANDARD PONAR,0.052,0.5,13.7,(blank),(blank),L
44313,Estuarine,171012,NCCA15-1421,AL,1,785444,2015,6-Jul,Gulf,Mobile_Bay,Y,(blank),9,0.052,1,STANDARD PONAR,0.052,0.5,15.4,(blank),(blank),L
44313,Estuarine,171040,NCCA15-2078,NH,1,789404,2015,6-Jul,Northeast,Great_Bay,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,1.81,IM,(blank),OK
44313,Estuarine,171040,NCCA15-2078,NH,1,789404,2015,6-Jul,Northeast,Great_Bay,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,1.81,(blank),(blank),OK
44313,Estuarine,171041,NCCA15-2326,FL,1,784464,2015,1-Jul,Southeast,Halifax_River,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,23.7,(blank),(blank),OK
44313,Estuarine,171042,NCCA15-1193,FL,1,784384,2015,2-Jul,Southeast,Nassau_River_System,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,35.6,(blank),(blank),OK
44313,Estuarine,171100,NCCA15-1277,WA,1,787004,2015,6-Jul,West,Hammersley_Inlet,Y,(blank),7,0.052,1,STANDARD PONAR,0.052,0.5,28.2,DD,(blank),OK
44313,Estuarine,171100,NCCA15-1277,WA,1,787004,2015,6-Jul,West,Hammersley_Inlet,Y,(blank),7,0.052,1,STANDARD PONAR,0.052,0.5,28.2,IM,(blank),OK
44313,Estuarine,171100,NCCA15-1277,WA,1,787004,2015,6-Jul,West,Hammersley_Inlet,Y,(blank),7,0.052,1,STANDARD PONAR,0.052,0.5,28.2,"IN, DD",(blank),OK
44313,Estuarine,171100,NCCA15-1277,WA,1,787004,2015,6-Jul,West,Hammersley_Inlet,Y,(blank),7,0.052,1,STANDARD PONAR,0.052,0.5,28.2,(blank),(blank),OK
44313,Estuarine,171150,NCCA15-2049,ME,1,786944,2015,7-Jul,Northeast,Diamond_Island_Roads,Y,(blank),8,0.1,1,LARGE VAN VEEN,0.1,0.5,30.3,IM,(blank),OK
44313,Estuarine,171150,NCCA15-2049,ME,1,786944,2015,7-Jul,Northeast,Diamond_Island_Roads,Y,(blank),8,0.1,1,LARGE VAN VEEN,0.1,0.5,30.3,"IN, DD",(blank),OK
44313,Estuarine,171150,NCCA15-2049,ME,1,786944,2015,7-Jul,Northeast,Diamond_Island_Roads,Y,(blank),8,0.1,1,LARGE VAN VEEN,0.1,0.5,30.3,(blank),(blank),OK
44313,Estuarine,171180,NCCA15-1373,TX,1,788044,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,35.6,IM,(blank),OK
44313,Estuarine,171180,NCCA15-1373,TX,1,788044,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,35.6,"IM, DD",(blank),OK
44313,Estuarine,171180,NCCA15-1373,TX,1,788044,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,35.6,"IN, DD",(blank),OK
44313,Estuarine,171180,NCCA15-1373,TX,1,788044,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,35.6,(blank),(blank),OK
44313,Estuarine,171181,NCCA15-1377,TX,1,788084,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),7,0.052,1,STANDARD PONAR,0.052,0.5,35,"IN, DD",(blank),OK
44313,Estuarine,171181,NCCA15-1377,TX,1,788084,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),7,0.052,1,STANDARD PONAR,0.052,0.5,35,(blank),(blank),OK
44313,Estuarine,171182,NCCA15-2532,TX,1,788064,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,35.3,DD,(blank),OK
44313,Estuarine,171182,NCCA15-2532,TX,1,788064,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,35.3,IM,(blank),OK
44313,Estuarine,171182,NCCA15-2532,TX,1,788064,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,35.3,"IN, DD",(blank),OK
44313,Estuarine,171182,NCCA15-2532,TX,1,788064,2015,7-Jul,Gulf,Laguna_Madre,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,35.3,(blank),(blank),OK
44313,Estuarine,171183,NCCA15-1040,NH,1,789424,2015,7-Jul,Northeast,Great_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,24.4,IM,(blank),OK
44313,Estuarine,171183,NCCA15-1040,NH,1,789424,2015,7-Jul,Northeast,Great_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,24.4,(blank),(blank),OK
44313,Estuarine,171184,NCCA15-1423,AL,1,785284,2015,7-Jul,Gulf,Mobile_Bay,Y,(blank),8,0.052,1,STANDARD PONAR,0.052,0.5,0.12,(blank),(blank),L
44313,Estuarine,171185,NCCA15-1426,AL,1,785304,2015,7-Jul,Gulf,Dog_River,Y,(blank),15,0.052,1,STANDARD PONAR,0.052,0.5,4.6,(blank),(blank),OK
44313,Estuarine,171200,NCCA15-1589,RI,1,788484,2015,7-Jul,Northeast,Providence_River,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,27,IM,(blank),OK
44313,Estuarine,171200,NCCA15-1589,RI,1,788484,2015,7-Jul,Northeast,Providence_River,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,27,(blank),(blank),OK
44313,Estuarine,171201,NCCA15-1590,RI,1,788364,2015,7-Jul,Northeast,Narragansett_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,30,IM,(blank),OK
44313,Estuarine,171201,NCCA15-1590,RI,1,788364,2015,7-Jul,Northeast,Narragansett_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,30,"IN, DD",(blank),OK
44313,Estuarine,171201,NCCA15-1590,RI,1,788364,2015,7-Jul,Northeast,Narragansett_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,30,(blank),(blank),OK
44313,Estuarine,171234,MACA15-3005,MA,1,786604,2015,7-Jul,Northeast,Massachusetts_Bay,Y,(blank),9.9,0.04,1,VAN_VEEN,0.04,0.5,32.5,"IN, DD",(blank),OK
44313,Estuarine,171234,MACA15-3005,MA,1,786604,2015,7-Jul,Northeast,Massachusetts_Bay,Y,(blank),9.9,0.04,1,VAN_VEEN,0.04,0.5,32.5,(blank),(blank),OK
44313,Estuarine,171235,NCCA15-2478,LA,1,782104,2015,7-Jul,Gulf,Caillou_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,9.27,IM,(blank),OK
44313,Estuarine,171235,NCCA15-2478,LA,1,782104,2015,7-Jul,Gulf,Caillou_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,9.27,(blank),(blank),OK
44313,Estuarine,171236,NCCA15-1329,LA,1,782124,2015,7-Jul,Gulf,Caillou_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,15.21,"IN, DD",(blank),OK
44313,Estuarine,171236,NCCA15-1329,LA,1,782124,2015,7-Jul,Gulf,Caillou_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,15.21,(blank),(blank),OK
44313,Estuarine,171270,NCCA15-1506,VA,1,772484,2015,1-Jul,Northeast,Broad_Linkhorn_Bay,Y,(blank),8,0.023,2,OTHER: PETITE PONAR,0.046,0.5,20.75,(blank),(blank),OK
44313,Estuarine,171280,NCCA15-1516,VA,1,772684,2015,8-Jul,Northeast,Elizabeth_River,Y,(blank),8,0.023,2,OTHER: PETITE PONAR,0.046,0.5,19.02,(blank),(blank),OK
44313,Estuarine,171390,NCCA15-2539,TX,1,788024,2015,8-Jul,Gulf,Laguna_Madre,Y,(blank),9,0.052,1,STANDARD PONAR,0.052,0.5,28.3,DD,(blank),OK
44313,Estuarine,171390,NCCA15-2539,TX,1,788024,2015,8-Jul,Gulf,Laguna_Madre,Y,(blank),9,0.052,1,STANDARD PONAR,0.052,0.5,28.3,IM,(blank),OK
44313,Estuarine,171390,NCCA15-2539,TX,1,788024,2015,8-Jul,Gulf,Laguna_Madre,Y,(blank),9,0.052,1,STANDARD PONAR,0.052,0.5,28.3,(blank),(blank),OK
44313,Estuarine,171400,NCCA15-1588,RI,1,788284,2015,8-Jul,Northeast,Narragansett_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,33,IM,(blank),OK
44313,Estuarine,171400,NCCA15-1588,RI,1,788284,2015,8-Jul,Northeast,Narragansett_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,33,"IN, DD",(blank),OK
44313,Estuarine,171400,NCCA15-1588,RI,1,788284,2015,8-Jul,Northeast,Narragansett_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,33,(blank),(blank),OK
44313,Estuarine,171460,MACA15-3049,MA,1,785964,2015,8-Jul,Northeast,Salem_Sound,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,31.4,DD,(blank),OK
44313,Estuarine,171460,MACA15-3049,MA,1,785964,2015,8-Jul,Northeast,Salem_Sound,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,31.4,IM,(blank),OK
44313,Estuarine,171460,MACA15-3049,MA,1,785964,2015,8-Jul,Northeast,Salem_Sound,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,31.4,IN,(blank),OK
44313,Estuarine,171460,MACA15-3049,MA,1,785964,2015,8-Jul,Northeast,Salem_Sound,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,31.4,(blank),(blank),OK
44313,Estuarine,171470,MACA15-3004,MA,1,786624,2015,8-Jul,Northeast,Salem_Sound,Y,(blank),10.3,0.04,1,VAN_VEEN,0.04,0.5,32,IM,(blank),OK
44313,Estuarine,171470,MACA15-3004,MA,1,786624,2015,8-Jul,Northeast,Salem_Sound,Y,(blank),10.3,0.04,1,VAN_VEEN,0.04,0.5,32,"IN, DD",(blank),OK
44313,Estuarine,171470,MACA15-3004,MA,1,786624,2015,8-Jul,Northeast,Salem_Sound,Y,(blank),10.3,0.04,1,VAN_VEEN,0.04,0.5,32,(blank),(blank),OK
44313,Estuarine,171480,NCCA15-1311,FL,1,784644,2015,7-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,28,DD,(blank),OK
44313,Estuarine,171480,NCCA15-1311,FL,1,784644,2015,7-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,28,IM,(blank),OK
44313,Estuarine,171480,NCCA15-1311,FL,1,784644,2015,7-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,28,(blank),(blank),OK
44313,Estuarine,171481,NCCA15-2384,FL,1,784684,2015,7-Jul,Gulf,St_George_Sound,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,22.2,(blank),(blank),OK
44313,Estuarine,171482,NCCA15-2385,FL,1,784724,2015,8-Jul,Gulf,East_Bay_Apalachicola,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,3.3,IN,(blank),OK
44313,Estuarine,171482,NCCA15-2385,FL,1,784724,2015,8-Jul,Gulf,East_Bay_Apalachicola,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,3.3,(blank),(blank),OK
44313,Estuarine,171500,NCCA15-2413,AL,1,785264,2015,8-Jul,Gulf,Mobile_Bay,Y,(blank),10,0.052,1,STANDARD PONAR,0.052,0.5,13.7,DD,(blank),OK
44313,Estuarine,171500,NCCA15-2413,AL,1,785264,2015,8-Jul,Gulf,Mobile_Bay,Y,(blank),10,0.052,1,STANDARD PONAR,0.052,0.5,13.7,IM,(blank),OK
44313,Estuarine,171500,NCCA15-2413,AL,1,785264,2015,8-Jul,Gulf,Mobile_Bay,Y,(blank),10,0.052,1,STANDARD PONAR,0.052,0.5,13.7,(blank),(blank),OK
44313,Estuarine,171520,NCCA15-1013,ME,1,786964,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,(blank),32.7,DD,(blank),OK
44313,Estuarine,171520,NCCA15-1013,ME,1,786964,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,(blank),32.7,IM,(blank),OK
44313,Estuarine,171520,NCCA15-1013,ME,1,786964,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,(blank),32.7,IN,(blank),OK
44313,Estuarine,171520,NCCA15-1013,ME,1,786964,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,(blank),32.7,"IN, DD",(blank),OK
44313,Estuarine,171520,NCCA15-1013,ME,1,786964,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,(blank),32.7,(blank),(blank),OK
44313,Estuarine,171521,NCCA15-1017,ME,1,789184,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,0.5,31.6,IM,(blank),OK
44313,Estuarine,171521,NCCA15-1017,ME,1,789184,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,0.5,31.6,IN,(blank),OK
44313,Estuarine,171521,NCCA15-1017,ME,1,789184,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,0.5,31.6,"IN, DD",(blank),OK
44313,Estuarine,171521,NCCA15-1017,ME,1,789184,2015,8-Jul,Northeast,Casco_Bay,Y,(blank),12,0.1,1,LARGE VAN VEEN,0.1,0.5,31.6,(blank),(blank),OK
44313,Estuarine,171527,NCCA15-1331,LA,1,785104,2015,8-Jul,Gulf,Lake_Pelto,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,26.6,DD,(blank),OK
44313,Estuarine,171527,NCCA15-1331,LA,1,785104,2015,8-Jul,Gulf,Lake_Pelto,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,26.6,IM,(blank),OK
44313,Estuarine,171527,NCCA15-1331,LA,1,785104,2015,8-Jul,Gulf,Lake_Pelto,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,26.6,(blank),(blank),OK
