UID,SITE_ID,STATE,VISIT_NO,DATE_COL,SCREENSIZE,TAXON_ORIGINAL,TAXON_CORRECTED,TOTAL,ADULT,CONDITION,DISTINCT,FLAGGED,IMMATURE,INDETERMINATE,LAB_TIN,LARVAE,NUM_AGGREGATED,PUPAE,QA_CODE,QA_COMMENTS,SAMPLE_ID,WORMS_STATUS,WORMS_APHIAID,ITIS_STATUS,ITIS_TSN,LPIL,PHYLUM,CLASS,ORDER,FAMILY,GENUS,GRAB_TYPE,Grab_Area(m^2),Number of grabs,Final_Grab_Area(m^2),Grab_Depth(cm),Sieve_Size(mm^2),Grab_QA,Grab_Comment
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,PRIAPULIDA,Priapulida,1,,,,,,,,,,,,,579554,accepted,101063,,155153,C,Cephalorhyncha,Priapulida,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Leptochelia dubia,Leptochelia savignyi,1,,,,,,,,,,,,,579554,accepted,136475,invalid,92048,S,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Leptochelia,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Sarsiella sp. A,Sarsiella,6,,,,,,,,,,,,,579554,accepted,127565,,84274,G,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsiella,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Microspio granulata,Microspio granulata,1,,,,,,,,,,,,,579554,accepted,329019,,66973,S,Annelida,Polychaeta,Canalipalpata,Spionidae,Microspio,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Bryozoa,Bryozoa,1,,,,,,,,,,,,,579554,accepted,146142,,155469,P,Bryozoa,,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Nematoda,Nematoda,31,,,,,,,,,,,,,579554,accepted,799,,59490,P,Nematoda,,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Sipuncula,Sipuncula,1,,,,,,,,,,,,,579554,accepted,1268,,154520,P,Sipuncula,,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Ogyrides sp. A,Ogyrides,2,,,,,,,,,,,,,579554,accepted,106998,,96736,G,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Echinoidea,Echinoidea,1,,,,,,,,,,,,,579554,accepted,123082,,157821,C,Echinodermata,Echinoidea,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Pseudexogone backstromi,Pseudexogone backstromi,1,,,,,,,,,,,,,579554,accepted,331379,,,S,Annelida,Polychaeta,Aciculata,Syllidae,Pseudexogone,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,COPEPODA,Copepoda,1,,,,,,,,,,,,,579554,accepted,1080,,85257,,Arthropoda,Maxillopoda,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Hesionura australiensis,Hesionura australiensis,1,,,,,,,,,,,,,579554,accepted,328350,,,S,Annelida,Polychaeta,Aciculata,Phyllodocidae,Hesionura,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Streptosyllis sp. A,Streptosyllis,1,,,,,,,,,,,,,579554,accepted,129678,,65817,G,Annelida,Polychaeta,Aciculata,Syllidae,Streptosyllis,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1735,NCCA10-2706,HI,1,10/17/2010,Not Reported,Magelona sp. A,Magelona,1,,,,,,,,,,,,,579554,accepted,129341,,67043,G,Annelida,Polychaeta,Canalipalpata,Magelonidae,Magelona,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Nemertea,Nemertea,2,,,,,,,,,,,,,579534,accepted,152391,,57411,P,Nemertea,,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Levinsenia hawaiiensis,Levinsenia hawaiiensis,1,,,,,,,,,,,,,579534,accepted,595349,,,S,Annelida,Polychaeta,,Paraonidae,Levinsenia,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Ericthonius brasiliensis,Ericthonius punctatus,361,,,,,,,,,,,,,579534,accepted,102408,,181141,S,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Cyclasterope (?) sp. A,Cyclasterope,1,,,,,,,,,,,,,579534,accepted,450812,,,G,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Cyclasterope,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Amphilochidae sp p.,Amphilochidae,1,,,,,,,,,,,,,579534,accepted,101365,,93382,F,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Bivalvia,Bivalvia,4,,,,,,,,,,,,,579534,accepted,105,,79118,C,Mollusca,Bivalvia,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Pionosyllis spinisetosa,Pionosyllis spinisetosa,3,,,,,,,,,,,,,579534,accepted,330704,,,S,Annelida,Polychaeta,Aciculata,Syllidae,Pionosyllis,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Spionidae sp,Spionidae,1,,,,,,,,,,,,,579534,accepted,913,,66781,F,Annelida,Polychaeta,Canalipalpata,Spionidae,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Nematoda,Nematoda,357,,,,,,,,,,,,,579534,accepted,799,,59490,P,Nematoda,,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,Bryozoa,Bryozoa,2,,,,,,,,,,,,,579534,accepted,146142,,155469,P,Bryozoa,,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1736,NCCA10-2712,HI,1,10/20/2010,Not Reported,COPEPODA,Copepoda,2,,,,,,,,,,,,,579534,accepted,1080,,85257,,Arthropoda,Maxillopoda,,,,OTHER: DIVER COLLECTED,0.113,0,0.113,,Not Reported,Q10,Grab depth not reported
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Valvata lewisi,Valvata lewisi,2,,N,Y,,N,N,1175,,0,,,,577144,,,,70359,S,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Tubifex tubifex,Tubifex tubifex,1,,N,Y,,N,N,1162,,0,,,,577144,accepted,137569,,68623,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Tubifex,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Arcteonais lomondi,Arcteonais lomondi,1,,N,Y,,N,N,30,,0,,,,577144,,,,68976,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Arcteonais,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Tanytarsus sp.,Tanytarsus,1,,N,Y,,N,N,1029,,0,,,,577144,accepted,156922,,129978,G,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Lumbriculidae,Lumbriculidae,22,,N,N,,N,N,6,,0,,,,577144,accepted,177535,,68440,F,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Turbellaria,Turbellaria,11,,N,Y,,N,N,2,,0,,,,577144,accepted,794,,53964,C,Platyhelminthes,Turbellaria,,,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Amphipoda,Amphipoda,50,,Y,N,,N,Y,,,0,,,,577144,accepted,1135,,93294,O,Arthropoda,Malacostraca,Amphipoda,,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Tasserkidrilus superiorensis,Trasserkidrilus superiorensis,1,,N,Y,,N,N,5497,,0,,,,577144,,,,68804,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Trasserkidrilus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Gyraulus sp.,Gyraulus,1,,N,Y,,N,N,96,,0,,,,577144,accepted,153936,,76592,G,Mollusca,Gastropoda,Hygrophila,Planorbidae,Gyraulus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Glossiphonia complanata,Glossiphonia complanata,1,,N,Y,,N,N,72,,0,,,,577144,accepted,160017,,69381,S,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Glossiphonia,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Tubificidae with cap setae,,35,,N,N,,N,N,1347,,0,,,,577144,,,,,,,,,,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Tribelos sp.,Tribelos,5,,N,N,,N,N,999,,0,,,,577144,,,,129820,G,Arthropoda,Insecta,Diptera,Chironomidae,Tribelos,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Stylaria lacustris,Stylaria lacustris,2,,N,Y,,N,N,64,,0,,,,577144,accepted,137486,,68872,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Stylaria,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Physa sp.,Physa,2,,N,Y,,N,N,93,,0,,,,577144,accepted,181551,,76677,G,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Lirceus sp.,Lirceus,6,,N,Y,,N,N,1182,,0,,,,577144,accepted,248910,,92666,G,Arthropoda,Malacostraca,Isopoda,Asellidae,Lirceus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Stylodrilus heringianus,Stylodrilus heringianus,1,,N,Y,,N,N,8,,0,,,,577144,,,,68452,S,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Piscicola milneri,Piscicola milneri,2,,N,Y,,N,N,6331,,0,,,,577144,,,,69308,S,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Piscicola,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Spirosperma ferox,Spirosperma ferox,13,,N,Y,,N,N,26,,0,,,,577144,,,,68610,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Spirosperma,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Pisidium sp.,Pisidium,3,,N,Y,,Y,N,103,,0,,,,577144,accepted,181554,,81400,G,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Ilyodrilus templetoni,Ilyodrilus templetoni,1,,N,Y,,N,N,17,,0,,,,577144,,,,68662,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Ilyodrilus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Paratanytarsus sp.,Paratanytarsus,5,,N,Y,,N,N,1015,,0,,,,577144,,,,129935,G,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Nematoda,Nematoda,5,,N,Y,,N,N,67,,0,,,,577144,accepted,799,,59490,P,Nematoda,,,,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,6,,N,Y,,N,N,21,,0,,,,577144,accepted,137556,,68639,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Polypedilum laetum,Polypedilum laetum,1,,N,Y,,N,N,980,,0,,,,577144,,,,129692,S,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Nais sp.,Nais,1,,N,Y,,N,N,51,,0,,,,577144,accepted,155345,,68946,G,Annelida,Clitellata,Haplotaxida,Tubificidae,Nais,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Enchytraeidae,Enchytraeidae,3,,N,Y,,N,N,9,,0,,,,577144,accepted,2038,,68510,F,Annelida,Clitellata,Haplotaxida,Enchytraeidae,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Tubificidae w/o cap setae,Tubificidae,35,,N,N,,N,N,1348,,0,,,,577144,accepted,2040,,68585,F,Annelida,Clitellata,Haplotaxida,Tubificidae,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Limnodrilus claparedeianus,Limnodrilus claparedianus,1,,N,Y,,N,N,20,,0,,,,577144,,,,68654,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Heterotrissocladius marcidus gr.,Heterotrissocladius marcidus,1,,N,Y,,N,N,865,,0,,,,577144,,,,128744,S,Arthropoda,Insecta,Diptera,Chironomidae,Heterotrissocladius,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Diporeia affinis,Monoporeia affinis,132,,Y,Y,,N,Y,5510,,0,,,,577144,accepted,103077,,657301,S,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Sphaeriidae,Sphaeriidae,24,,N,N,,Y,N,101,,0,,,,577144,accepted,489101,,112737,F,Mollusca,Bivalvia,Veneroida,Sphaeriidae,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Caecidotea sp.,Caecidotea,93,,N,Y,,Y,Y,115,,0,,,,577144,accepted,248558,,92686,G,Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Ostracoda,Ostracoda,19,,N,Y,,N,N,121,,0,,,,577144,accepted,1078,,84195,C,Arthropoda,Ostracoda,,,,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Paracladius sp.,Paracladius,1,,N,Y,,N,N,891,,0,,,,577144,,,,128956,G,Arthropoda,Insecta,Diptera,Chironomidae,Paracladius,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Apatania sp.,Apatania,3,,N,Y,,N,N,603,,0,,,,577144,,,,115935,G,Arthropoda,Insecta,Trichoptera,Apataniidae,Apatania,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1744,NCCAGL10-NPS09-002,MI,1,8/18/2010,0.5,Tribelos jucundum,Tribelos jucundus,1,,N,Y,,N,N,998,,0,,,,577144,,,,129827,S,Arthropoda,Insecta,Diptera,Chironomidae,Tribelos,STANDARD PONAR,0.052,1,0.052,11,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Podarkeopsis levifuscina,Podarkeopsis levifuscina,1,,N,Y,,N,N,,,0,,,,570834,accepted,330826,,555698,S,Annelida,Polychaeta,Aciculata,Hesionidae,Podarkeopsis,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Carazziella hobsonae,Carazziella hobsonae,2,,N,Y,,N,N,,,0,,,,570834,accepted,327357,,67003,S,Annelida,Polychaeta,Canalipalpata,Spionidae,Carazziella,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Prionospio perkinsi,Prionospio perkinsi,1,,Y,Y,,N,N,,,0,,,,570834,accepted,558840,,66854,S,Annelida,Polychaeta,Canalipalpata,Spionidae,Prionospio,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Cossura delta,Cossura delta,1,,N,Y,,N,N,,,0,,,,570834,accepted,326851,,67209,S,Annelida,Polychaeta,,Cossuridae,Cossura,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Sigambra tentaculata,Sigambra tentaculata,4,,Y,Y,,N,N,,,0,,,,570834,accepted,130703,,65552,S,Annelida,Polychaeta,Aciculata,Pilargidae,Sigambra,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Nemertea,Nemertea,1,,Y,Y,,N,Y,,,0,,,,570834,accepted,152391,,57411,P,Nemertea,,,,,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Mediomastus ambiseta,Mediomastus ambiseta,49,,N,Y,,N,N,,,0,,,,570834,accepted,157482,,67439,S,Annelida,Polychaeta,,Capitellidae,Mediomastus,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1776,NCCA10-1412,AL,2,7/27/2010,0.5,Fabricinuda trilobata,Fabricinuda trilobata,1,,N,Y,,N,N,,,0,,,,570834,accepted,559006,,,S,Annelida,Polychaeta,Canalipalpata,Sabellidae,Fabricinuda,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1778,NCCA10-1413,AL,2,7/26/2010,0.5,Pilargis sp.,Pilargis,1,,Y,Y,,N,Y,,,0,,,,570874,accepted,129466,,65558,G,Annelida,Polychaeta,Aciculata,Pilargidae,Pilargis,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1778,NCCA10-1413,AL,2,7/26/2010,0.5,Pinnotheridae,Pinnotheridae,1,,N,Y,,Y,Y,,,0,,,,570874,accepted,106775,,98964,F,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1778,NCCA10-1413,AL,2,7/26/2010,0.5,Glycinde multidens,Glycinde multidens,1,,N,Y,,N,N,,,0,,,,570874,accepted,155098,,,S,Annelida,Polychaeta,Aciculata,Goniadidae,Glycinde,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1778,NCCA10-1413,AL,2,7/26/2010,0.5,Paraprionospio alata,Paraprionospio alata,2,,N,Y,,N,N,,,0,,,,570874,accepted,334390,,,S,Annelida,Polychaeta,Canalipalpata,Spionidae,Paraprionospio,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1778,NCCA10-1413,AL,2,7/26/2010,0.5,Linopherus canariensis,Linopherus canariensis,2,,N,Y,,N,N,,,0,,,,570874,accepted,129833,,65180,S,Annelida,Polychaeta,Aciculata,Amphinomidae,Linopherus,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1778,NCCA10-1413,AL,2,7/26/2010,0.5,Mediomastus ambiseta,Mediomastus ambiseta,11,,N,Y,,N,N,,,0,,,,570874,accepted,157482,,67439,S,Annelida,Polychaeta,,Capitellidae,Mediomastus,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Macoma tenta,Macoma tenta,1,,N,Y,,N,N,5881,,0,,,,579474,accepted,156799,,81055,S,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Acteocina canaliculata,Acteocina canaliculata,5,,N,Y,,N,N,4369,,0,,,,579474,accepted,160065,,76117,S,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Acteocina,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Mulinia lateralis,Mulinia lateralis,2,,N,Y,,N,N,4041,,0,,,,579474,accepted,156870,,80959,S,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Tellinidae,Tellinidae,2,,N,N,,N,N,5416,,0,,,,579474,accepted,235,,81032,F,Mollusca,Bivalvia,Veneroida,Tellinidae,,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Nemertea,Nemertea,4,,N,Y,,N,N,1381,,0,,,,579474,accepted,152391,,57411,P,Nemertea,,,,,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Sigambra tentaculata,Sigambra tentaculata,1,,N,Y,,N,N,6246,,0,,,,579474,accepted,130703,,65552,S,Annelida,Polychaeta,Aciculata,Pilargidae,Sigambra,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Ampelisca sp.,Ampelisca,1,,N,Y,,N,N,3938,,0,,,,579474,accepted,101445,,93321,G,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Glycera americana,Glycera americana,1,,N,Y,,N,N,6105,,0,,,,579474,accepted,157388,,66106,S,Annelida,Polychaeta,Aciculata,Glyceridae,Glycera,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Nereididae,Nereididae,1,,Y,Y,,N,N,3554,,0,,,,579474,accepted,22496,,65870,F,Annelida,Polychaeta,Aciculata,Nereididae,,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Glycinde solitaria,Glycinde solitaria,1,,N,Y,,N,N,4378,,0,,,,579474,accepted,157396,,66132,S,Annelida,Polychaeta,Aciculata,Goniadidae,Glycinde,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1791,NCCA10-1435,TX,2,10/4/2010,0.5,Geukensia demissa,Geukensia demissa,1,,N,Y,,N,N,5842,,0,,,,579474,accepted,156859,,79555,S,Mollusca,Bivalvia,Mytiloida,Mytilidae,Geukensia,OTHER: PETITE PONAR,0.023,2,0.046,9.5,0.5,,
1795,NCCA10-1491,VA,2,8/11/2010,0.5,Nemertea spp.,Nemertea,1,,N,Y,N,N,N,16,,,,,,571414,accepted,152391,,57411,P,Nemertea,,,,,OTHER: PETITE PONAR,0.023,2,0.046,8,0.5,,
1795,NCCA10-1491,VA,2,8/11/2010,0.5,Limnodrilus spp.,Limnodrilus,19,,N,Y,N,N,N,746,,,,,,571414,accepted,137388,,68638,G,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,OTHER: PETITE PONAR,0.023,2,0.046,8,0.5,,
1795,NCCA10-1491,VA,2,8/11/2010,0.5,Leptocheirus plumulosus,Leptocheirus plumulosus,2,,N,Y,N,N,N,336,,,,,,571414,accepted,158113,,93486,S,Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,OTHER: PETITE PONAR,0.023,2,0.046,8,0.5,,
1795,NCCA10-1491,VA,2,8/11/2010,0.5,Streblospio benedicti,Streblospio benedicti,93,,N,Y,N,N,N,105,,,,,,571414,accepted,131191,,66939,S,Annelida,Polychaeta,Canalipalpata,Spionidae,Streblospio,OTHER: PETITE PONAR,0.023,2,0.046,8,0.5,,
1795,NCCA10-1491,VA,2,8/11/2010,0.5,Polypedilum convictum,Polypedilum convictum,2,,N,Y,N,Y,N,488,,,,,,571414,,,,129671,S,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,OTHER: PETITE PONAR,0.023,2,0.046,8,0.5,,
1795,NCCA10-1491,VA,2,8/11/2010,0.5,Tanytarsini sp.,Tanytarsini,2,,N,Y,N,Y,N,447,,,,,,571414,,,,129872,,Arthropoda,Insecta,Diptera,Chironomidae,,OTHER: PETITE PONAR,0.023,2,0.046,8,0.5,,
