Dataset:              Infaunal Abundance - Raw Data By Grab and Taxon
File Name:            CP_BEN_A.txt
Date Created:         01OCT1999
# Variables:          6
# Header Records:     16
# Data Records:       9609
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              GRABREP      Grab replicate number
              COD_EMAP     Carolinian Province Office Taxa Code
              ABUNDANC     Abundance of taxon
              SPEC_IGN     Ignore taxa flag

STA_NAME;DATE;GRABREP;COD_EMAP;ABUNDANC;SPEC_IGN
CP94023;940815;2;PINNXSPP;1;.
CP94023;940815;2;PRIOPERK;24;.
CP94023;940815;2;PSEUAMBI;1;.
CP94023;940815;2;RHEPHUDS;6;.
CP94023;940815;2;SABEVULG;1;.
CP94023;940815;2;SPIOBOMB;1;.
CP94023;940815;2;STREBENE;1;.
CP94023;940815;2;SYNCAMER;1;.
CP94023;940815;2;TELLTEXA;3;.
CP94023;940815;2;THARXSPP;3;.
CP94023;940815;2;XXX3AMPH;3;.
CP94023;940815;2;XXXXARAB;1;.
CP94023;940815;2;XXXXGALE;8;.
CP94023;940815;2;XXXXNEME;3;.
CP94023;940815;2;XXXXOLIG;14;.
CP94023;940815;2;XXXXONUP;1;.
CP94024;940818;1;ABRAAEQU;3;.
CP94024;940818;1;ALIGELEV;9;.
CP94024;940818;1;AMPEXSPP;2;.
CP94024;940818;1;CERATUBU;1;.
CP94024;940818;1;CLYMTORQ;8;.
CP94024;940818;1;COSTXXSP;1;.
CP94024;940818;1;EXOGDISP;2;.
CP94024;940818;1;GLYCAMER;1;.
CP94024;940818;1;GLYCSOLI;4;.
CP94024;940818;1;HETEFILI;1;.
CP94024;940818;1;KURTATRO;1;.
CP94024;940818;1;LISTCLYM;63;.
CP94024;940818;1;MEDIXSPP;48;.
CP94024;940818;1;NEANSUCC;2;.
CP94024;940818;1;NUCUPROX;1;.
CP94024;940818;1;PINNXSPP;15;.
CP94024;940818;1;SPIOBOMB;3;.
CP94024;940818;1;TELLAGIL;1;.
CP94024;940818;1;TELLTEXA;2;.
CP94024;940818;1;TURBXSPP;112;.
CP94024;940818;1;XXXXCIRR;1;.
CP94024;940818;1;XXXXMALD;11;1
CP94024;940818;1;XXXXNEMA;1;2
CP94024;940818;1;XXXXNEME;8;.
CP94024;940818;1;XXXXOLIG;21;.
CP94024;940818;1;XXXXTURB;1;.
CP94024;940818;2;ALIGELEV;2;.
CP94024;940818;2;CERATUBU;1;.
CP94024;940818;2;CLYMTORQ;1;.
CP94024;940818;2;EXOGDISP;2;.
CP94024;940818;2;GLYCSOLI;1;.
CP94024;940818;2;LEITFOLI;1;.
CP94024;940818;2;LISTCLYM;12;.
CP94024;940818;2;MEDIXSPP;24;.
CP94024;940818;2;MONTDORS;3;.
CP94024;940818;2;NASSACUT;1;.
CP94024;940818;2;NEOMAMER;1;.
CP94024;940818;2;PHYLAREN;1;.
CP94024;940818;2;PINNXSPP;12;.
CP94024;940818;2;TELLAGIL;4;.
CP94024;940818;2;TELLTEXA;1;.
CP94024;940818;2;TERECONC;1;.
CP94024;940818;2;TURBXSPP;38;.
CP94024;940818;2;UNCISERR;3;.
CP94024;940818;2;XXXXBIVA;1;.
CP94024;940818;2;XXXXMALD;1;.
CP94024;940818;2;XXXXNEMA;2;2
CP94024;940818;2;XXXXOLIG;24;.
CP94024;940818;2;XXXXSYLL;2;.
CP94025;940818;1;AMASCAPE;2;.
CP94025;940818;1;ARICWASS;1;.
CP94025;940818;1;BIFFBIFO;4;.
CP94025;940818;1;BOWMXSPP;1;.
CP94025;940818;1;CIRRBRAN;8;.
CP94025;940818;1;CORBCONT;1;.
CP94025;940818;1;DISPUNCI;1;.
CP94025;940818;1;GLYCDIBR;1;.
CP94025;940818;1;LISTBARN;1;.
CP94025;940818;1;NEPHPICT;1;.
CP94025;940818;1;PROTDEIC;3;.
CP94025;940818;1;SYNCAMER;6;.
CP94025;940818;1;XXXXCUMA;1;.
CP94025;940818;1;XXXXNEME;1;.
CP94025;940818;1;XXXXOLIG;1;.
CP94025;940818;2;HETEFILI;2;.
CP94025;940818;2;LEITXSPP;1;.
CP94025;940818;2;NEOMAMER;1;.
CP94025;940818;2;PROTDEIC;5;.
CP94025;940818;2;XXXXARAB;1;.
CP94025;940818;2;XXXXNEME;2;.
CP94025;940818;2;XXXXOLIG;1;.
CP94026;940819;1;AMASCAPE;3;.
CP94026;940819;1;ARICWASS;9;.
CP94026;940819;1;CIRRBRAN;8;.
CP94026;940819;1;DORVSOCI;4;.
CP94026;940819;1;DRILLONG;1;.
CP94026;940819;1;LEPISUBL;1;.
CP94026;940819;1;MEDIXSPP;7;.
CP94026;940819;1;MICRGRAC;1;.
CP94026;940819;1;MULILATE;1;.
CP94026;940819;1;NASSTRIV;1;.
CP94026;940819;1;NEPHPICT;2;.
CP94026;940819;1;PRIOXSPP;3;.
CP94026;940819;1;PSEUAMBI;1;.
CP94026;940819;1;SPHAACIC;4;.
CP94026;940819;1;STREBENE;83;.
CP94026;940819;1;STREPETT;3;.
CP94026;940819;1;TELLTEXA;2;.
CP94026;940819;1;XXXXGALE;1;.
CP94026;940819;1;XXXXNEME;4;.
CP94026;940819;1;XXXXOLIG;375;.
CP94026;940819;2;ABRAAEQU;3;.
CP94026;940819;2;AMASCAPE;4;.
CP94026;940819;2;APHEMARI;1;.
CP94026;940819;2;ARICWASS;22;.
CP94026;940819;2;CIRRBRAN;22;.
CP94026;940819;2;CORBXSPP;1;.
CP94026;940819;2;DORVSOCI;1;.
CP94026;940819;2;GLYCDIBR;1;.
CP94026;940819;2;HETEFILI;1;.
CP94026;940819;2;MEDIXSPP;1;.
CP94026;940819;2;NASSTRIV;1;.
CP94026;940819;2;NEPHPICT;4;.
CP94026;940819;2;PARPLONG;3;.
CP94026;940819;2;POLYGSPP;1;.
CP94026;940819;2;PRIOXSPP;1;.
CP94026;940819;2;STREBENE;21;.
CP94026;940819;2;SYLLXSP3;3;.
CP94026;940819;2;TELLTEXA;1;.
CP94026;940819;2;THARKILL;12;.
CP94026;940819;2;THARXSPP;1;.
CP94026;940819;2;XXXXARAB;1;.
CP94026;940819;2;XXXXNEME;40;.
CP94026;940819;2;XXXXOLIG;392;.
CP94026;940819;2;XXXXPARA;2;1
CP94027;940825;1;ARICWASS;4;.
CP94027;940825;1;GLYCAMER;1;.
CP94027;940825;1;HETEFILI;4;.
CP94027;940825;1;HIATARCT;1;.
CP94027;940825;1;LEITFOLI;1;.
CP94027;940825;1;SPIOBOMB;1;.
CP94027;940825;1;SYNCAMER;1;.
CP94027;940825;1;THARKILL;1;.
CP94027;940825;2;ARICWASS;3;.
CP94027;940825;2;CIRRBRAN;1;.
CP94027;940825;2;HETEFILI;6;.
CP94027;940825;2;STREPETT;4;.
CP94027;940825;2;XXXXNEME;1;.
CP94027;940825;2;XXXXOLIG;3;.
CP94027;940825;2;XXXXPARA;5;1
CP94028;940727;1; ;.;.
CP94028;940727;2; ;.;.
CP94029;940726;1;ACANMILL;26;.
CP94029;940726;1;ACTECANA;3;.
CP94029;940726;1;AMAKMAGN;2;.
CP94029;940726;1;AMPEVERR;10;.
CP94029;940726;1;APOPPYGM;3;.
CP94029;940726;1;ARMAAGIL;6;.
CP94029;940726;1;CAULXSPP;3;.
CP94029;940726;1;CLYMTORQ;1;.
CP94029;940726;1;EULIENGO;1;.
CP94029;940726;1;GLYCDIBR;1;.
CP94029;940726;1;LEITXSPP;8;.
CP94029;940726;1;LEPTTENU;2;.
CP94029;940726;1;LISTBARN;1;.
CP94029;940726;1;MEDIAMBI;3;.
CP94029;940726;1;MULILATE;43;.
CP94029;940726;1;MYSIBIGE;3;.
CP94029;940726;1;NEPHPICT;1;.
CP94029;940726;1;OWENFUSI;1;.
CP94029;940726;1;PECTGOUL;1;.
CP94029;940726;1;SPIOBOMB;3;.
CP94029;940726;1;STREBENE;94;.
CP94029;940726;1;TELLAGIL;58;.
CP94029;940726;1;XXX1HYDR;5;.
CP94029;940726;1;XXXXBIVA;1;.
CP94029;940726;1;XXXXNEME;1;.
CP94029;940726;1;XXXXSOLE;1;.
CP94029;940726;2;ACANMILL;25;.
CP94029;940726;2;ACTECANA;10;.
CP94029;940726;2;AMPEVERR;18;.
CP94029;940726;2;APOPPYGM;1;.
CP94029;940726;2;ARMAAGIL;8;.
CP94029;940726;2;CAULXSPP;8;.
CP94029;940726;2;CLYMTORQ;2;.
CP94029;940726;2;EXOGDISP;1;.
CP94029;940726;2;GAMMPALU;2;.
CP94029;940726;2;GLYCDIBR;2;.
CP94029;940726;2;GLYCSOLI;2;.
CP94029;940726;2;LEITXSPP;15;.
CP94029;940726;2;LEPTTENU;4;.
CP94029;940726;2;LISTBARN;3;.
CP94029;940726;2;MULILATE;35;.
CP94029;940726;2;NEPHPICT;3;.
CP94029;940726;2;NOTOXSPP;1;.
CP94029;940726;2;OWENFUSI;1;.
CP94029;940726;2;PARVMULT;16;.
CP94029;940726;2;PROTDEIC;1;.
CP94029;940726;2;RHEPHUDS;1;.
CP94029;940726;2;SCOLRUBR;3;.
CP94029;940726;2;SPIOBOMB;1;.
CP94029;940726;2;STREBENE;20;.
CP94029;940726;2;TAGEDIVI;2;.
CP94029;940726;2;TELLAGIL;35;.
CP94029;940726;2;TURBINTE;1;.
CP94029;940726;2;XXX1HYDR;2;.
CP94029;940726;2;XXXXECHI;1;.
CP94029;940726;2;XXXXNEME;1;.
CP94029;940726;2;XXXXNERE;1;.
CP94029;940726;2;XXXXSOLE;1;.
CP94029;940726;2;XXXXSYLL;1;.
CP94029;940726;2;XXXXTURB;1;.
CP94030;940719;1;ACTECANA;1;.
CP94030;940719;1;AMPEABDI;22;.
CP94030;940719;1;CARAHOBS;2;.
CP94030;940719;1;CERAIRRI;7;.
CP94030;940719;1;CLYMTORQ;4;.
CP94030;940719;1;GLYCSOLI;7;.
CP94030;940719;1;HETEFILI;1;.
CP94030;940719;1;LEITXSPP;9;.
CP94030;940719;1;LEUCAMER;4;.
CP94030;940719;1;LISTBARN;12;.
CP94030;940719;1;LISTCLYM;2;.
CP94030;940719;1;MEDIAMBI;99;.
CP94030;940719;1;MONTDORS;3;.
CP94030;940719;1;MULILATE;9;.
CP94030;940719;1;NOTOXSPP;14;.
CP94030;940719;1;PARAPINN;1;.
CP94030;940719;1;PHORXSPP;11;.
CP94030;940719;1;PODALEVI;6;.
CP94030;940719;1;STREBENE;4;.
CP94030;940719;1;TAGEDIVI;1;.
CP94030;940719;1;TELLAGIL;3;.
CP94030;940719;1;TURBINTE;1;.
CP94030;940719;1;XXXXHEMI;1;.
CP94030;940719;1;XXXXNEME;1;.
CP94030;940719;1;XXXXOLIG;2;.
CP94030;940719;2;ACTECANA;1;.
CP94030;940719;2;ALIGELEV;8;.
CP94030;940719;2;AMPEABDI;7;.
CP94030;940719;2;CARAHOBS;1;.
CP94030;940719;2;CERAIRRI;7;.
CP94030;940719;2;CLYMTORQ;12;.
CP94030;940719;2;CREPMACU;1;2
CP94030;940719;2;EDOTTRIL;1;.
CP94030;940719;2;GEMMGEMM;1;.
CP94030;940719;2;GLYCSOLI;7;.
CP94030;940719;2;HETEFILI;1;.
CP94030;940719;2;LEITXSPP;5;.
CP94030;940719;2;LISTBARN;7;.
CP94030;940719;2;MEDIAMBI;49;.
CP94030;940719;2;MULILATE;1;.
CP94030;940719;2;NOTOXSPP;7;.
CP94030;940719;2;PARVMULT;2;.
CP94030;940719;2;PODALEVI;2;.
CP94030;940719;2;SACCKOWA;2;.
CP94030;940719;2;SPIOOCUL;1;.
CP94030;940719;2;STREBENE;1;.
CP94030;940719;2;TELLAGIL;3;.
CP94030;940719;2;TURBINTE;1;.
CP94030;940719;2;XXXXCIRR;1;.
CP94030;940719;2;XXXXNEME;1;.
CP94030;940719;2;XXXXOLIG;1;.
CP94030;940719;2;XXXXONUP;1;.
CP94031;940701;1;ACTECANA;9;.
CP94031;940701;1;AMPEVERR;20;.
CP94031;940701;1;CAPICAPI;2;.
CP94031;940701;1;CARAHOBS;1;.
CP94031;940701;1;CAULXSPP;2;.
CP94031;940701;1;CERAIRRI;1;.
CP94031;940701;1;CLYMTORQ;2;.
CP94031;940701;1;COROXSPP;1;.
CP94031;940701;1;GLYCSOLI;6;.
CP94031;940701;1;LEITXSPP;14;.
CP94031;940701;1;LISTBARN;4;.
CP94031;940701;1;LISTCLYM;6;.
CP94031;940701;1;MEDIAMBI;14;.
CP94031;940701;1;MELIMACU;1;.
CP94031;940701;1;MERCMERC;3;.
CP94031;940701;1;NEANSUCC;1;.
CP94031;940701;1;PARAPINN;1;.
CP94031;940701;1;PARVMULT;2;.
CP94031;940701;1;PRIOHETE;6;.
CP94031;940701;1;SCOLRUBR;1;.
CP94031;940701;1;STREBENE;11;.
CP94031;940701;1;TELLAGIL;23;.
CP94031;940701;1;TURBINTE;2;.
CP94031;940701;1;XXXXNERE;1;.
CP94031;940701;1;XXXXOLIG;5;.
CP94031;940701;1;XXXXONUP;2;.
CP94031;940701;2;ACTECANA;1;.
CP94031;940701;2;ALIGELEV;30;.
CP94031;940701;2;AMPEVERR;11;.
CP94031;940701;2;CAPICAPI;5;.
CP94031;940701;2;CARAHOBS;1;.
CP94031;940701;2;CLYMTORQ;7;.
CP94031;940701;2;EULIENGO;1;.
CP94031;940701;2;EXOGDISP;1;.
CP94031;940701;2;GEMMGEMM;1;.
CP94031;940701;2;GLYCSOLI;3;.
CP94031;940701;2;HETEFILI;1;.
CP94031;940701;2;LEITXSPP;1;.
CP94031;940701;2;LISTCLYM;8;.
CP94031;940701;2;MEDIAMBI;4;.
CP94031;940701;2;NUCUXSPP;1;.
CP94031;940701;2;SCOLRUBR;1;.
CP94031;940701;2;TAGEDIVI;8;.
CP94032;940728;1;ACTECANA;21;.
CP94032;940728;1;AMPEVERR;5;.
CP94032;940728;1;APOPPYGM;3;.
CP94032;940728;1;ARICFRAG;3;.
CP94032;940728;1;CARAHOBS;1;.
CP94032;940728;1;CERAIRRI;2;.
CP94032;940728;1;CLYMTORQ;7;.
CP94032;940728;1;CYLIBIDE;2;.
CP94032;940728;1;DORVRUDO;1;.
CP94032;940728;1;EULIENGO;3;.
CP94032;940728;1;GEMMGEMM;1;.
CP94032;940728;1;GLYCDIBR;1;.
CP94032;940728;1;GLYCSOLI;9;.
CP94032;940728;1;LISTCLYM;6;.
CP94032;940728;1;MACRZONA;6;.
CP94032;940728;1;MEDIAMBI;23;.
CP94032;940728;1;MULILATE;1;.
CP94032;940728;1;NEPHPICT;1;.
CP94032;940728;1;NOTOXSPP;33;.
CP94032;940728;1;NUCUXSPP;1;.
CP94032;940728;1;OXYUSMIT;1;.
CP94032;940728;1;PARVMULT;2;.
CP94032;940728;1;PHORXSPP;6;.
CP94032;940728;1;SIGATENT;1;.
CP94032;940728;1;STREBENE;1;.
CP94032;940728;1;TAGEDIVI;1;.
CP94032;940728;1;TELLAGIL;10;.
CP94032;940728;1;TURBINTE;8;.
CP94032;940728;1;XXXXANTH;1;.
CP94032;940728;1;XXXXBIVA;1;.
CP94032;940728;1;XXXXNEME;5;.
CP94032;940728;1;XXXXSYLL;6;.
CP94032;940728;2;ACTECANA;7;.
CP94032;940728;2;AMPEVERR;2;.
CP94032;940728;2;ANADXSPP;1;.
CP94032;940728;2;APOPPYGM;1;.
CP94032;940728;2;ARICFRAG;2;.
CP94032;940728;2;CABIINCE;1;.
CP94032;940728;2;CARAHOBS;2;.
CP94032;940728;2;CAULXSPP;3;.
CP94032;940728;2;EULIENGO;1;.
CP94032;940728;2;GLYCSOLI;5;.
CP94032;940728;2;HYDRDIAN;3;.
CP94032;940728;2;LEPTTENU;2;.
CP94032;940728;2;LISTBARN;1;.
CP94032;940728;2;MACRZONA;3;.
CP94032;940728;2;MEDIAMBI;11;.
CP94032;940728;2;NOTOXSPP;15;.
CP94032;940728;2;NUCUXSPP;2;.
CP94032;940728;2;PARVMULT;3;.
CP94032;940728;2;PHORXSPP;14;.
CP94032;940728;2;SACCKOWA;1;.
CP94032;940728;2;SCOLRUBR;1;.
CP94032;940728;2;TELLAGIL;11;.
CP94032;940728;2;TURBINTE;2;.
CP94032;940728;2;XXXXNEME;3;.
CP94032;940728;2;XXXXSYLL;2;.
CP94033;940728;1;ACTECANA;25;.
CP94033;940728;1;APOPPYGM;1;.
CP94033;940728;1;CAULXSPP;1;.
CP94033;940728;1;EULIENGO;2;.
CP94033;940728;1;GEMMGEMM;3;.
CP94033;940728;1;GLYCDIBR;1;.
CP94033;940728;1;HAMISOLI;1;.
CP94033;940728;1;LEPTTENU;3;.
CP94033;940728;1;LISTCLYM;6;.
CP94033;940728;1;MEDIAMBI;12;.
CP94033;940728;1;NEPHPICT;2;.
CP94033;940728;1;PARVMULT;1;.
CP94033;940728;1;SACCKOWA;1;.
CP94033;940728;1;SCOLETEX;1;.
CP94033;940728;1;STREBENE;3;.
CP94033;940728;1;TELLAGIL;1;.
CP94033;940728;1;TURBINTE;1;.
CP94033;940728;1;XXXXNEME;3;.
CP94033;940728;1;XXXXSIPU;1;.
CP94033;940728;2;ACTECANA;18;.
CP94033;940728;2;AGLAVERR;1;.
CP94033;940728;2;AMPEVERR;6;.
CP94033;940728;2;APOPPYGM;2;.
CP94033;940728;2;CAULXSPP;2;.
CP94033;940728;2;CLYMTORQ;3;.
CP94033;940728;2;EXOGDISP;1;.
CP94033;940728;2;GEMMGEMM;4;.
CP94033;940728;2;GLYCDIBR;1;.
CP94033;940728;2;GLYCSOLI;1;.
CP94033;940728;2;GONILITT;2;.
CP94033;940728;2;LEPTTENU;9;.
CP94033;940728;2;LISTBARN;1;.
CP94033;940728;2;LISTCLYM;3;.
CP94033;940728;2;MEDIAMBI;9;.
CP94033;940728;2;NEANAREN;1;.
CP94033;940728;2;PARVMULT;2;.
CP94033;940728;2;RHEPHUDS;2;.
CP94033;940728;2;STREBENE;15;.
CP94033;940728;2;TELLAGIL;7;.
CP94033;940728;2;XXXXCHAE;2;2
CP94033;940728;2;XXXXNEME;1;.
CP94033;940728;2;XXXXSIPU;1;.
CP94034;940706;1;EDOTTRIL;1;.
CP94034;940706;1;ETEOHETE;3;.
CP94034;940706;1;MACOBALT;2;.
CP94034;940706;1;MACOMITC;12;.
CP94034;940706;1;MEDIAMBI;66;.
CP94034;940706;1;MULILATE;12;.
CP94034;940706;1;NEANSUCC;3;.
CP94034;940706;1;PARAPINN;3;.
CP94034;940706;1;STREBENE;32;.
CP94034;940706;1;XXXXNEME;1;.
CP94034;940706;1;XXXXOLIG;3;.
CP94034;940706;2;MACOBALT;3;.
CP94034;940706;2;MACOMITC;3;.
CP94034;940706;2;MEDIAMBI;9;.
CP94034;940706;2;MULILATE;4;.
CP94034;940706;2;NEANSUCC;1;.
CP94034;940706;2;PARAPINN;1;.
CP94034;940706;2;STREBENE;7;.
CP94034;940706;2;XXXXNEME;1;.
CP94034;940706;2;XXXXOLIG;1;.
CP94035;940706;1;ACTECANA;42;.
CP94035;940706;1;EDOTTRIL;1;.
CP94035;940706;1;GLYCDIBR;1;.
CP94035;940706;1;GLYCSOLI;3;.
CP94035;940706;1;LEITXSPP;3;.
CP94035;940706;1;MEDIAMBI;32;.
CP94035;940706;1;MULILATE;1;.
CP94035;940706;1;NEANSUCC;1;.
CP94035;940706;1;PARAPINN;4;.
CP94035;940706;1;PARVMULT;1;.
CP94035;940706;1;PECTGOUL;1;.
CP94035;940706;1;PHORXSPP;3;.
CP94035;940706;1;PSEUAMBI;1;.
CP94035;940706;1;SACCKOWA;48;.
CP94035;940706;1;SPIOOCUL;6;.
CP94035;940706;1;STREBENE;2;.
CP94035;940706;1;TELLAGIL;3;.
CP94035;940706;1;XXXXNEME;9;.
CP94035;940706;1;XXXXTURB;1;.
CP94035;940706;2;ACTECANA;46;.
CP94035;940706;2;GLYCSOLI;2;.
CP94035;940706;2;LEITXSPP;10;.
CP94035;940706;2;LEUCAMER;1;.
CP94035;940706;2;MEDIAMBI;14;.
CP94035;940706;2;NEANSUCC;2;.
CP94035;940706;2;PARAPINN;3;.
CP94035;940706;2;PARVMULT;2;.
CP94035;940706;2;PECTGOUL;1;.
CP94035;940706;2;PHORXSPP;3;.
CP94035;940706;2;SACCKOWA;61;.
CP94035;940706;2;SIGATENT;1;.
CP94035;940706;2;SPIOOCUL;9;.
CP94035;940706;2;STREBENE;1;.
CP94035;940706;2;XXXXNEME;10;.
CP94035;940706;2;XXXXTURB;1;.
CP94036;940823;1;ETEOHETE;1;.
CP94036;940823;1;STREBENE;1;.
CP94036;940823;1;XXXXOLIG;1;.
CP94036;940823;2; ;0;.
CP94036;940823;3;MULILATE;1;.
CP94036;940823;3;STREBENE;1;.
CP94036;940823;3;XXXXGAST;1;.
CP94036;940823;3;XXXXOLIG;1;.
CP94037;940810;1;ACTECANA;19;.
CP94037;940810;1;AGLAVERR;2;.
CP94037;940810;1;AMPEVERR;7;.
CP94037;940810;1;APOPPYGM;1;.
CP94037;940810;1;CABIINCE;1;.
CP94037;940810;1;EULIENGO;1;.
CP94037;940810;1;GEMMGEMM;1;.
CP94037;940810;1;HAMISOLI;1;.
CP94037;940810;1;LOIMMEDU;10;.
CP94037;940810;1;MEDIAMBI;14;.
CP94037;940810;1;MESOTAYL;3;.
CP94037;940810;1;OXYUSMIT;1;.
CP94037;940810;1;PARAPINN;7;.
CP94037;940810;1;PARVMULT;13;.
CP94037;940810;1;PHORXSPP;7;.
CP94037;940810;1;PHYLAREN;1;.
CP94037;940810;1;PSEUAMBI;4;.
CP94037;940810;1;RICTPUNC;1;.
CP94037;940810;1;SCOLRUBR;1;.
CP94037;940810;1;SPIOBOMB;4;.
CP94037;940810;1;SPIOOCUL;5;.
CP94037;940810;1;TELLAGIL;7;.
CP94037;940810;1;XXXXDECA;1;.
CP94037;940810;1;XXXXNEME;11;.
CP94037;940810;1;XXXXSIPU;1;.
CP94037;940810;1;XXXXSYLL;1;.
CP94037;940810;2;ACTECANA;20;.
CP94037;940810;2;AMPEVERR;6;.
CP94037;940810;2;APOPPYGM;1;.
CP94037;940810;2;CABIINCE;1;.
CP94037;940810;2;CAULXSPP;1;.
CP94037;940810;2;DRILLONG;1;.
CP94037;940810;2;EULIENGO;5;.
CP94037;940810;2;LOIMMEDU;3;.
CP94037;940810;2;MEDIAMBI;9;.
CP94037;940810;2;OXYUSMIT;1;.
CP94037;940810;2;PARAPINN;15;.
CP94037;940810;2;PARVMULT;6;.
CP94037;940810;2;PHORXSPP;17;.
CP94037;940810;2;PHYLAREN;1;.
CP94037;940810;2;RICTPUNC;1;.
CP94037;940810;2;SPIOOCUL;1;.
CP94037;940810;2;TELLAGIL;6;.
CP94037;940810;2;XXXXNEME;9;.
CP94037;940810;2;XXXXORBI;1;.
CP94038;940707;1;GLYCSOLI;1;.
CP94038;940707;1;MACOMITC;2;.
CP94038;940707;1;MEDIAMBI;169;.
CP94038;940707;1;MULILATE;2;.
CP94038;940707;1;MYSIXSPP;1;.
CP94038;940707;1;PARAPINN;2;.
CP94038;940707;1;STREBENE;29;.
CP94038;940707;2;GLYCSOLI;2;.
CP94038;940707;2;LEITXSPP;1;.
CP94038;940707;2;MACOMITC;3;.
CP94038;940707;2;MEDIAMBI;235;.
CP94038;940707;2;MULILATE;1;.
CP94038;940707;2;PARAPINN;1;.
CP94038;940707;2;STREBENE;45;.
CP94038;940707;2;TELLAGIL;4;.
CP94038;940707;2;XXXXNEME;5;.
CP94038;940707;2;XXXXOLIG;1;.
CP94039;940810;1;ACANMILL;186;.
CP94039;940810;1;APOPPYGM;1;.
CP94039;940810;1;LEITXSPP;14;.
CP94039;940810;1;PARAFULG;32;.
CP94039;940810;1;PROTDEIC;40;.
CP94039;940810;1;SPIOPETT;4;.
CP94039;940810;1;TELLAGIL;3;.
CP94039;940810;1;XXX2AMPH;5;1
CP94039;940810;1;XXXXBIVA;1;.
CP94039;940810;1;XXXXECHI;1;.
CP94039;940810;2;ACANMILL;93;.
CP94039;940810;2;EUDEHOND;1;.
CP94039;940810;2;LEITXSPP;10;.
CP94039;940810;2;PARVMULT;1;.
CP94039;940810;2;PROTDEIC;39;.
CP94039;940810;2;PROTWIGL;1;.
CP94039;940810;2;SCOLXSPP;1;.
CP94039;940810;2;SPIOPETT;1;.
CP94039;940810;2;TELLAGIL;1;.
CP94039;940810;2;XXXXECHI;2;.
CP94039;940810;2;XXXXHEMI;1;.
CP94039;940810;2;XXXXMYSI;1;.
CP94040;940823;1;ACTECANA;12;.
CP94040;940823;1;PARAPINN;1;.
CP94040;940823;1;SACCKOWA;6;.
CP94040;940823;1;XXXXOLIG;1;.
CP94040;940823;2;ACTECANA;2;.
CP94040;940823;2;LOIMMEDU;1;.
CP94040;940823;2;PINNXSPP;1;.
CP94040;940823;2;SACCKOWA;3;.
CP94040;940823;2;XXXXOLIG;4;.
CP94041;940810;1;AGLAVERR;1;.
CP94041;940810;1;MAGEXSPP;3;.
CP94041;940810;1;MEDIAMBI;7;.
CP94041;940810;1;PARAPINN;2;.
CP94041;940810;1;PHORXSPP;2;.
CP94041;940810;1;PSEUAMBI;5;.
CP94041;940810;1;RICTPUNC;2;.
CP94041;940810;1;SIGATENT;10;.
CP94041;940810;1;SPIOOCUL;2;.
CP94041;940810;1;XXXXNEME;2;.
CP94041;940810;2;MAGEXSPP;2;.
CP94041;940810;2;MEDIAMBI;1;.
CP94041;940810;2;PARAPINN;7;.
CP94041;940810;2;PHORXSPP;2;.
CP94041;940810;2;PSEUAMBI;1;.
CP94041;940810;2;SIGATENT;7;.
CP94041;940810;2;XXXXNEME;8;.
CP94042;940810;1;ACTECANA;86;.
CP94042;940810;1;AGLAVERR;1;.
CP94042;940810;1;AMAKMAGN;1;.
CP94042;940810;1;AMPEVERR;7;.
CP94042;940810;1;APOPPYGM;1;.
CP94042;940810;1;GEMMGEMM;1;.
CP94042;940810;1;GLYCSOLI;2;.
CP94042;940810;1;LEITXSPP;9;.
CP94042;940810;1;LOIMMEDU;1;.
CP94042;940810;1;MEDIAMBI;9;.
CP94042;940810;1;MESOTAYL;3;.
CP94042;940810;1;OXYUSMIT;2;.
CP94042;940810;1;PARAPINN;1;.
CP94042;940810;1;PARVMULT;52;.
CP94042;940810;1;PHORXSPP;4;.
CP94042;940810;1;PSEUAMBI;1;.
CP94042;940810;1;SPIOBOMB;1;.
CP94042;940810;1;SPIOOCUL;2;.
CP94042;940810;1;TAGEDIVI;1;.
CP94042;940810;1;TELLAGIL;17;.
CP94042;940810;1;XXXXNEME;8;.
CP94042;940810;1;XXXXNERE;1;.
CP94042;940810;1;XXXXOLIG;7;.
CP94042;940810;2;ACTECANA;12;.
CP94042;940810;2;AMAKMAGN;2;.
CP94042;940810;2;AMPEVERR;7;.
CP94042;940810;2;APOPPYGM;3;.
CP94042;940810;2;GLYCDIBR;1;.
CP94042;940810;2;GLYCSOLI;2;.
CP94042;940810;2;LEITXSPP;12;.
CP94042;940810;2;LEPTTENU;3;.
CP94042;940810;2;MEDIAMBI;9;.
CP94042;940810;2;OXYUSMIT;1;.
CP94042;940810;2;PARAPINN;1;.
CP94042;940810;2;PARVMULT;39;.
CP94042;940810;2;PHORXSPP;2;.
CP94042;940810;2;PSEUAMBI;4;.
CP94042;940810;2;SPIOBOMB;1;.
CP94042;940810;2;SPIOOCUL;3;.
CP94042;940810;2;TELLAGIL;9;.
CP94042;940810;2;XXXXNEME;2;.
CP94042;940810;2;XXXXOLIG;5;.
CP94043;940823;1;STREBENE;4;.
CP94043;940823;2;MULILATE;1;.
CP94043;940823;2;PARAPINN;2;.
CP94043;940823;2;STREBENE;9;.
CP94044;940809;1;ACANMILL;33;.
CP94044;940809;1;ACTECANA;21;.
CP94044;940809;1;AMAKMAGN;1;.
CP94044;940809;1;HAMISOLI;1;.
